ID,Count
32098,1.770995854
32099,1.771397394
32100,1.771797095
32101,1.772194957
32102,1.772590983
32103,1.772985173
32104,1.773377529
32105,1.773768054
32106,1.774156748
32107,1.774543613
32108,1.77492865
32109,1.775311862
32110,1.77569325
32111,1.776072815
32112,1.776450559
32113,1.776826484
32114,1.77720059
32115,1.777572881
32116,1.777943357
32117,1.77831202
32118,1.778678871
32119,1.779043912
32120,1.779407145
32121,1.779768572
32122,1.780128193
32123,1.78048601
32124,1.780842026
32125,1.781196241
32126,1.781548657
32127,1.781899276
32128,1.782248099
32129,1.782595129
32130,1.782940365
32131,1.783283811
32132,1.783625467
32133,1.783965336
32134,1.784303419
32135,1.784639716
32136,1.784974231
32137,1.785306965
32138,1.785637918
32139,1.785967094
32140,1.786294492
32141,1.786620116
32142,1.786943966
32143,1.787266044
32144,1.787586352
32145,1.787904891
32146,1.788221662
32147,1.788536669
32148,1.788849911
32149,1.789161391
32150,1.78947111
32151,1.789779069
32152,1.790085271
32153,1.790389717
32154,1.790692408
32155,1.790993347
32156,1.791292534
32157,1.791589971
32158,1.79188566
32159,1.792179603
32160,1.7924718
32161,1.792762254
32162,1.793050966
32163,1.793337938
32164,1.793623172
32165,1.793906668
32166,1.794188428
32167,1.794468455
32168,1.794746749
32169,1.795023313
32170,1.795298147
32171,1.795571254
32172,1.795842635
32173,1.796112291
32174,1.796380225
32175,1.796646437
32176,1.796910929
32177,1.797173704
32178,1.797434762
32179,1.797694105
32180,1.797951734
32181,1.798207652
32182,1.79846186
32183,1.798714359
32184,1.798965151
32185,1.799214237
32186,1.79946162
32187,1.7997073
32188,1.79995128
32189,1.800193561
32190,1.800434144
32191,1.800673031
32192,1.800910224
32193,1.801145724
32194,1.801379532
32195,1.801611652
32196,1.801842083
32197,1.802070828
32198,1.802297888
32199,1.802523264
32200,1.802746959
32201,1.802968974
32202,1.80318931
32203,1.803407969
32204,1.803624953
32205,1.803840264
32206,1.804053902
32207,1.804265869
32208,1.804476167
32209,1.804684798
32210,1.804891763
32211,1.805097064
32212,1.805300702
32213,1.805502679
32214,1.805702997
32215,1.805901656
32216,1.806098659
32217,1.806294007
32218,1.806487703
32219,1.806679746
32220,1.80687014
32221,1.807058885
32222,1.807245983
32223,1.807431436
32224,1.807615245
32225,1.807797412
32226,1.807977939
32227,1.808156826
32228,1.808334076
32229,1.808509691
32230,1.808683671
32231,1.808856019
32232,1.809026735
32233,1.809195822
32234,1.809363282
32235,1.809529115
32236,1.809693323
32237,1.809855908
32238,1.810016872
32239,1.810176215
32240,1.810333941
32241,1.810490049
32242,1.810644543
32243,1.810797422
32244,1.81094869
32245,1.811098347
32246,1.811246395
32247,1.811392837
32248,1.811537672
32249,1.811680903
32250,1.811822532
32251,1.811962559
32252,1.812100988
32253,1.812237818
32254,1.812373053
32255,1.812506693
32256,1.812638739
32257,1.812769194
32258,1.81289806
32259,1.813025337
32260,1.813151027
32261,1.813275133
32262,1.813397654
32263,1.813518594
32264,1.813637953
32265,1.813755734
32266,1.813871937
32267,1.813986565
32268,1.814099619
32269,1.8142111
32270,1.81432101
32271,1.814429351
32272,1.814536125
32273,1.814641332
32274,1.814744975
32275,1.814847054
32276,1.814947573
32277,1.815046531
32278,1.815143932
32279,1.815239775
32280,1.815334064
32281,1.815426799
32282,1.815517983
32283,1.815607616
32284,1.8156957
32285,1.815782237
32286,1.815867229
32287,1.815950677
32288,1.816032582
32289,1.816112946
32290,1.816191772
32291,1.816269059
32292,1.816344811
32293,1.816419028
32294,1.816491712
32295,1.816562865
32296,1.816632489
32297,1.816700584
32298,1.816767152
32299,1.816832196
32300,1.816895716
32301,1.816957714
32302,1.817018193
32303,1.817077152
32304,1.817134595
32305,1.817190522
32306,1.817244935
32307,1.817297836
32308,1.817349226
32309,1.817399107
32310,1.81744748
32311,1.817494348
32312,1.817539711
32313,1.817583571
32314,1.81762593
32315,1.81766679
32316,1.817706151
32317,1.817744016
32318,1.817780386
32319,1.817815263
32320,1.817848648
32321,1.817880543
32322,1.817910949
32323,1.817939869
32324,1.817967302
32325,1.817993253
32326,1.818017721
32327,1.818040708
32328,1.818062216
32329,1.818082247
32330,1.818100802
32331,1.818117882
32332,1.81813349
32333,1.818147627
32334,1.818160294
32335,1.818171493
32336,1.818181226
32337,1.818189494
32338,1.818196299
32339,1.818201642
32340,1.818205525
32341,1.818207949
32342,1.818208917
32343,1.818208429
32344,1.818206488
32345,1.818203094
32346,1.81819825
32347,1.818191957
32348,1.818184217
32349,1.818175031
32350,1.8181644
32351,1.818152327
32352,1.818138813
32353,1.818123859
32354,1.818107468
32355,1.81808964
32356,1.818070377
32357,1.818049681
32358,1.818027554
32359,1.818003997
32360,1.817979011
32361,1.817952599
32362,1.817924761
32363,1.8178955
32364,1.817864816
32365,1.817832712
32366,1.817799189
32367,1.817764249
32368,1.817727893
32369,1.817690123
32370,1.817650941
32371,1.817610347
32372,1.817568344
32373,1.817524934
32374,1.817480117
32375,1.817433895
32376,1.81738627
32377,1.817337244
32378,1.817286818
32379,1.817234993
32380,1.817181772
32381,1.817127156
32382,1.817071146
32383,1.817013744
32384,1.816954952
32385,1.816894771
32386,1.816833202
32387,1.816770249
32388,1.81670591
32389,1.81664019
32390,1.816573088
32391,1.816504608
32392,1.816434749
32393,1.816363515
32394,1.816290905
32395,1.816216923
32396,1.81614157
32397,1.816064846
32398,1.815986754
32399,1.815907296
32400,1.815826473
32401,1.815744286
32402,1.815660737
32403,1.815575828
32404,1.81548956
32405,1.815401935
32406,1.815312954
32407,1.81522262
32408,1.815130933
32409,1.815037895
32410,1.814943508
32411,1.814847773
32412,1.814750692
32413,1.814652267
32414,1.814552499
32415,1.814451389
32416,1.81434894
32417,1.814245153
32418,1.814140029
32419,1.81403357
32420,1.813925777
32421,1.813816653
32422,1.813706199
32423,1.813594416
32424,1.813481305
32425,1.81336687
32426,1.81325111
32427,1.813134028
32428,1.813015625
32429,1.812895903
32430,1.812774864
32431,1.812652509
32432,1.812528839
32433,1.812403856
32434,1.812277562
32435,1.812149959
32436,1.812021047
32437,1.811890829
32438,1.811759306
32439,1.811626479
32440,1.811492351
32441,1.811356923
32442,1.811220196
32443,1.811082172
32444,1.810942853
32445,1.81080224
32446,1.810660334
32447,1.810517138
32448,1.810372653
32449,1.81022688
32450,1.810079822
32451,1.809931479
32452,1.809781853
32453,1.809630946
32454,1.80947876
32455,1.809325296
32456,1.809170555
32457,1.809014539
32458,1.80885725
32459,1.80869869
32460,1.808538859
32461,1.80837776
32462,1.808215394
32463,1.808051762
32464,1.807886867
32465,1.80772071
32466,1.807553292
32467,1.807384615
32468,1.80721468
32469,1.80704349
32470,1.806871046
32471,1.806697349
32472,1.8065224
32473,1.806346203
32474,1.806168757
32475,1.805990065
32476,1.805810128
32477,1.805628948
32478,1.805446527
32479,1.805262865
32480,1.805077965
32481,1.804891829
32482,1.804704457
32483,1.804515851
32484,1.804326013
32485,1.804134945
32486,1.803942648
32487,1.803749123
32488,1.803554373
32489,1.803358398
32490,1.803161201
32491,1.802962783
32492,1.802763145
32493,1.80256229
32494,1.802360218
32495,1.802156932
32496,1.801952433
32497,1.801746722
32498,1.801539801
32499,1.801331672
32500,1.801122336
32501,1.800911795
32502,1.80070005
32503,1.800487103
32504,1.800272956
32505,1.80005761
32506,1.799841067
32507,1.799623328
32508,1.799404395
32509,1.799184269
32510,1.798962952
32511,1.798740447
32512,1.798516753
32513,1.798291873
32514,1.798065809
32515,1.797838561
32516,1.797610132
32517,1.797380524
32518,1.797149737
32519,1.796917773
32520,1.796684634
32521,1.796450322
32522,1.796214838
32523,1.795978183
32524,1.79574036
32525,1.79550137
32526,1.795261214
32527,1.795019893
32528,1.794777411
32529,1.794533767
32530,1.794288965
32531,1.794043004
32532,1.793795888
32533,1.793547617
32534,1.793298193
32535,1.793047618
32536,1.792795893
32537,1.79254302
32538,1.792289
32539,1.792033835
32540,1.791777527
32541,1.791520076
32542,1.791261486
32543,1.791001757
32544,1.790740891
32545,1.790478889
32546,1.790215753
32547,1.789951485
32548,1.789686087
32549,1.789419559
32550,1.789151903
32551,1.788883121
32552,1.788613215
32553,1.788342186
32554,1.788070036
32555,1.787796766
32556,1.787522378
32557,1.787246874
32558,1.786970254
32559,1.786692522
32560,1.786413677
32561,1.786133722
32562,1.785852659
32563,1.785570488
32564,1.785287213
32565,1.785002833
32566,1.784717351
32567,1.784430768
32568,1.784143086
32569,1.783854307
32570,1.783564432
32571,1.783273462
32572,1.7829814
32573,1.782688246
32574,1.782394003
32575,1.782098672
32576,1.781802254
32577,1.781504751
32578,1.781206166
32579,1.780906498
32580,1.78060575
32581,1.780303924
32582,1.780001021
32583,1.779697043
32584,1.77939199
32585,1.779085866
32586,1.778778671
32587,1.778470407
32588,1.778161075
32589,1.777850678
32590,1.777539216
32591,1.777226692
32592,1.776913106
32593,1.776598461
32594,1.776282758
32595,1.775965999
32596,1.775648185
32597,1.775329317
32598,1.775009398
32599,1.774688429
32600,1.774366412
32601,1.774043347
32602,1.773719238
32603,1.773394085
32604,1.773067889
32605,1.772740653
32606,1.772412378
32607,1.772083066
32608,1.771752718
32609,1.771421336
32610,1.771088921
32611,1.770755475
32612,1.770420999
32613,1.770085496
32614,1.769748967
32615,1.769411412
32616,1.769072835
32617,1.768733236
32618,1
32619,1.76805098
32620,1.767708326
32621,1.767364657
32622,1.767019974
32623,1.766674279
32624,1.766327574
32625,1.765979859
32626,1.765631138
32627,1.765281411
32628,1.764930679
32629,1.764578946
32630,1.764226211
32631,1.763872476
32632,1.763517744
32633,1.763162016
32634,1.762805293
32635,1.762447578
32636,1.76208887
32637,1.761729173
32638,1.761368487
32639,1.761006815
32640,1.760644158
32641,1.760280517
32642,1.759915894
32643,1.759550291
32644,1.759183709
32645,1.75881615
32646,1.758447615
32647,1.758078106
32648,1.757707624
32649,1.757336172
32650,1.756963751
32651,1.756590361
32652,1.756216006
32653,1.755840686
32654,1.755464403
32655,1.755087159
32656,1.754708955
32657,1.754329793
32658,1.753949674
32659,1.7535686
32660,1.753186572
32661,1.752803593
32662,1.752419663
32663,1.752034785
32664,1.751648959
32665,1.751262188
32666,1.750874474
32667,1.750485816
32668,1.750096218
32669,1.749705681
32670,1.749314206
32671,1.748921795
32672,1.748528449
32673,1.748134171
32674,1.747738961
32675,1.747342821
32676,1.746945754
32677,1.74654776
32678,1.746148841
32679,1.745748998
32680,1.745348234
32681,1.744946549
32682,1.744543946
32683,1.744140426
32684,1.74373599
32685,1.743330641
32686,1.742924379
32687,1.742517207
32688,1.742109125
32689,1.741700136
32690,1.74129024
32691,1.740879441
32692,1.740467738
32693,1.740055135
32694,1.739641631
32695,1
32696,1.738811932
32697,1.738395739
32698,1.737978653
32699,1.737560676
32700,1.737141808
32701,1.736722051
32702,1.736301408
32703,1.735879879
32704,1.735457467
32705,1.735034172
32706,1.734609996
32707,1.734184942
32708,1.73375901
32709,1.733332202
32710,1.73290452
32711,1.732475965
32712,1.732046539
32713,1.731616243
32714,1.731185079
32715,1.730753049
32716,1.730320155
32717,1.729886397
32718,1.729451777
32719,1.729016297
32720,1.728579959
32721,1.728142764
32722,1.727704713
32723,1.727265809
32724,1.726826053
32725,1.726385446
32726,1.72594399
32727,1.725501687
32728,1.725058538
32729,1.724614544
32730,1.724169708
32731,1.723724031
32732,1.723277515
32733,1.722830161
32734,1.72238197
32735,1.721932944
32736,1.721483086
32737,1.721032396
32738,1.720580876
32739,1.720128527
32740,1.719675352
32741,1.719221351
32742,1.718766527
32743,1.718310881
32744,1.717854414
32745,1.717397128
32746,1.716939025
32747,1.716480106
32748,1.716020374
32749,1.715559828
32750,1.715098472
32751,1.714636306
32752,1.714173332
32753,1.713709552
32754,1.713244968
32755,1.71277958
32756,1.712313391
32757,1.711846402
32758,1.711378615
32759,1.710910031
32760,1.710440651
32761,1.709970479
32762,1.709499514
32763,1.709027759
32764,1.708555215
32765,1.708081883
32766,1.707607767
32767,1.707132866
32768,1.706657182
32769,1.706180718
32770,1.705703474
32771,1.705225453
32772,1
32773,1.704267083
32774,1.703786738
32775,1.703305621
32776,1.702823735
32777,1.70234108
32778,1.701857659
32779,1.701373473
32780,1.700888523
32781,1.700402811
32782,1.699916339
32783,1.699429108
32784,1.69894112
32785,1.698452377
32786,1.697962879
32787,1.697472629
32788,1.696981628
32789,1.696489878
32790,1.69599738
32791,1.695504137
32792,1.695010148
32793,1.694515417
32794,1.694019945
32795,1.693523733
32796,1.693026782
32797,1.692529095
32798,1.692030673
32799,1.691531518
32800,1.691031631
32801,1.690531013
32802,1.690029667
32803,1.689527594
32804,1.689024795
32805,1.688521272
32806,1.688017027
32807,1.687512062
32808,1.687006377
32809,1.686499974
32810,1.685992856
32811,1.685485023
32812,1.684976477
32813,1.68446722
32814,1.683957254
32815,1.683446579
32816,1.682935198
32817,1.682423112
32818,1.681910322
32819,1.681396831
32820,1.68088264
32821,1.68036775
32822,1.679852163
32823,1.67933588
32824,1.678818904
32825,1.678301236
32826,1.677782877
32827,1.677263828
32828,1.676744093
32829,1.676223671
32830,1.675702565
32831,1.675180776
32832,1.674658306
32833,1.674135157
32834,1.673611329
32835,1.673086825
32836,1.672561647
32837,1.672035795
32838,1.671509271
32839,1.670982077
32840,1.670454215
32841,1.669925686
32842,1.669396491
32843,1.668866633
32844,1.668336112
32845,1.667804931
32846,1.667273091
32847,1.666740594
32848,1.666207441
32849,1
32850,1.665139173
32851,1.664604061
32852,1.6640683
32853,1.663531892
32854,1.662994837
32855,1.662457137
32856,1.661918794
32857,1.661379809
32858,1.660840184
32859,1.660299921
32860,1.659759021
32861,1.659217486
32862,1.658675317
32863,1.658132516
32864,1.657589085
32865,1.657045024
32866,1.656500337
32867,1.655955023
32868,1.655409085
32869,1.654862525
32870,1.654315344
32871,1.653767543
32872,1.653219125
32873,1.65267009
32874,1.65212044
32875,1.651570178
32876,1.651019304
32877,1.650467819
32878,1.649915727
32879,1.649363028
32880,1.648809724
32881,1.648255816
32882,1.647701306
32883,1.647146195
32884,1.646590486
32885,1.646034179
32886,1.645477277
32887,1.644919781
32888,1.644361692
32889,1.643803012
32890,1.643243743
32891,1.642683887
32892,1.642123443
32893,1.641562416
32894,1.641000805
32895,1.640438613
32896,1.639875841
32897,1.639312491
32898,1.638748564
32899,1.638184062
32900,1.637618987
32901,1.637053339
32902,1.636487121
32903,1.635920335
32904,1.635352981
32905,1.634785062
32906,1.634216578
32907,1.633647532
32908,1.633077926
32909,1.63250776
32910,1.631937036
32911,1.631365756
32912,1.630793922
32913,1.630221535
32914,1.629648596
32915,1.629075108
32916,1.628501071
32917,1.627926488
32918,1.62735136
32919,1.626775689
32920,1.626199475
32921,1.625622721
32922,1.625045429
32923,1.624467599
32924,1.623889234
32925,1.623310335
32926,1.622730904
32927,1.622150942
32928,1.621570451
32929,1.620989432
32930,1.620407887
32931,1.619825817
32932,1.619243225
32933,1.618660112
32934,2
32935,1.617492327
32936,1.616907659
32937,1.616322476
32938,1.61573678
32939,1.615150572
32940,1.614563854
32941,1.613976627
32942,1.613388894
32943,1.612800654
32944,1.612211911
32945,1.611622666
32946,1.61103292
32947,1.610442675
32948,1.609851932
32949,1.609260693
32950,1.60866896
32951,1.608076735
32952,1.607484018
32953,1.606890811
32954,1.606297116
32955,1.605702935
32956,1.605108269
32957,1.60451312
32958,1.603917489
32959,1.603321378
32960,1.602724789
32961,1.602127722
32962,1.60153018
32963,1.600932164
32964,1.600333677
32965,1.599734718
32966,1.599135291
32967,1.598535396
32968,1.597935035
32969,1.59733421
32970,1.596732922
32971,1.596131173
32972,1.595528964
32973,1.594926298
32974,1.594323175
32975,1.593719598
