,Community,month,year,Street_lights
1388,22,5,2014,6
1389,22,5,2015,3
1390,22,5,2016,4
1391,22,6,2009,5
1392,22,6,2010,2
1393,22,6,2011,19
1394,22,6,2012,13
1395,22,6,2013,12
1396,22,6,2014,5
1397,22,6,2015,6
1398,22,6,2016,1
1399,22,6,2018,1
1400,22,7,2009,1
1401,22,7,2010,10
1402,22,7,2011,24
1403,22,7,2012,15
1404,22,7,2013,11
1405,22,7,2014,9
1406,22,7,2015,11
1407,22,7,2017,1
1408,22,7,2018,3
1409,22,8,2009,1
1410,22,8,2010,10
1411,22,8,2011,23
1412,22,8,2012,21
1413,22,8,2013,5
1414,22,8,2014,9
1415,22,8,2015,3
1416,22,8,2016,5
1417,22,8,2017,3
1418,22,8,2018,4
1419,22,9,2010,6
1420,22,9,2011,17
1421,22,9,2012,7
1422,22,9,2013,2
1423,22,9,2014,9
1424,22,9,2015,3
1425,22,9,2016,5
1426,22,9,2017,1
1427,22,9,2018,6
1428,22,10,2010,11
1429,22,10,2011,16
1430,22,10,2012,11
1431,22,10,2013,5
1432,22,10,2014,4
1433,22,10,2015,5
1434,22,10,2016,2
1435,22,10,2017,2
1436,22,10,2018,1
1437,22,11,2009,1
1438,22,11,2010,8
1439,22,11,2011,9
1440,22,11,2012,7
1441,22,11,2013,1
1442,22,11,2014,2
1443,22,11,2017,1
1444,22,12,2009,1
1445,22,12,2010,6
1446,22,12,2011,14
1447,22,12,2012,8
1448,22,12,2014,9
1449,22,12,2015,3
1450,22,12,2016,2
1451,22,12,2017,1
1452,23,1,2011,35
1453,23,1,2012,41
1454,23,1,2013,42
1455,23,1,2014,10
1456,23,1,2015,7
1457,23,1,2016,8
1458,23,1,2017,12
1459,23,1,2018,7
1460,23,2,2010,5
1461,23,2,2011,17
1462,23,2,2012,43
1463,23,2,2013,38
1464,23,2,2014,9
1465,23,2,2015,8
1466,23,2,2016,4
1467,23,2,2017,15
1468,23,2,2018,3
1469,23,3,2010,1
1470,23,3,2011,58
1471,23,3,2012,60
1472,23,3,2013,24
1473,23,3,2014,13
1474,23,3,2015,11
1475,23,3,2016,8
1476,23,3,2017,14
1477,23,3,2018,6
1478,23,4,2010,10
1479,23,4,2011,60
1480,23,4,2012,57
1481,23,4,2013,21
1482,23,4,2014,21
1483,23,4,2015,18
1484,23,4,2016,4
1485,23,4,2017,14
1486,23,4,2018,2
1487,23,5,2010,15
1488,23,5,2011,54
1489,23,5,2012,64
1490,23,5,2013,48
1491,23,5,2014,21
1492,23,5,2015,20
1493,23,5,2016,7
1494,23,5,2017,6
1495,23,5,2018,8
1496,23,6,2010,4
1497,23,6,2011,54
1498,23,6,2012,44
1499,23,6,2013,45
1500,23,6,2014,16
1501,23,6,2015,17
1502,23,6,2016,9
1503,23,6,2017,4
1504,23,6,2018,11
1505,23,7,2010,23
1506,23,7,2011,58
1507,23,7,2012,62
1508,23,7,2013,39
1509,23,7,2014,28
1510,23,7,2015,8
1511,23,7,2016,14
1512,23,7,2017,17
1513,23,7,2018,2
1514,23,8,2008,1
1515,23,8,2010,30
1516,23,8,2011,53
1517,23,8,2012,46
1518,23,8,2013,45
1519,23,8,2014,20
1520,23,8,2015,13
1521,23,8,2016,14
1522,23,8,2017,8
1523,23,8,2018,6
1524,23,9,2009,1
1525,23,9,2010,21
1526,23,9,2011,55
1527,23,9,2012,67
1528,23,9,2013,23
1529,23,9,2014,23
1530,23,9,2015,10
1531,23,9,2016,5
1532,23,9,2017,8
1533,23,9,2018,14
1534,23,10,2009,2
1535,23,10,2010,45
1536,23,10,2011,44
1537,23,10,2012,37
1538,23,10,2013,13
1539,23,10,2014,19
1540,23,10,2015,16
1541,23,10,2016,5
1542,23,10,2017,4
1543,23,10,2018,9
1544,23,11,2009,3
1545,23,11,2010,16
1546,23,11,2011,38
1547,23,11,2012,34
1548,23,11,2013,10
1549,23,11,2014,12
1550,23,11,2015,5
1551,23,11,2016,5
1552,23,11,2017,10
1553,23,12,2009,1
1554,23,12,2010,23
1555,23,12,2011,35
1556,23,12,2012,32
1557,23,12,2013,11
1558,23,12,2014,17
1559,23,12,2015,8
1560,23,12,2016,2
1561,23,12,2017,2
1562,24,1,2011,9
1563,24,1,2012,15
1564,24,1,2013,7
1565,24,1,2014,2
1566,24,1,2015,6
1567,24,1,2016,2
1568,24,1,2017,2
1569,24,1,2018,5
1570,24,2,2010,1
1571,24,2,2011,10
1572,24,2,2012,9
1573,24,2,2013,12
1574,24,2,2014,2
1575,24,2,2015,1
1576,24,2,2017,2
1577,24,2,2018,1
1578,24,3,2010,2
1579,24,3,2011,12
1580,24,3,2012,11
1581,24,3,2013,9
1582,24,3,2014,4
1583,24,3,2015,4
1584,24,3,2016,6
1585,24,3,2018,1
1586,24,4,2010,4
1587,24,4,2011,23
1588,24,4,2012,14
1589,24,4,2013,12
1590,24,4,2014,6
1591,24,4,2015,7
1592,24,4,2016,3
1593,24,4,2017,4
1594,24,5,2010,8
1595,24,5,2011,13
1596,24,5,2012,17
1597,24,5,2013,10
1598,24,5,2014,2
1599,24,5,2015,3
1600,24,5,2016,7
1601,24,5,2017,1
1602,24,5,2018,1
1603,24,6,2010,5
1604,24,6,2011,28
1605,24,6,2012,13
1606,24,6,2013,4
1607,24,6,2014,6
1608,24,6,2016,3
1609,24,6,2018,1
1610,24,7,2010,6
1611,24,7,2011,17
1612,24,7,2012,16
1613,24,7,2013,9
1614,24,7,2014,2
1615,24,7,2015,1
1616,24,7,2016,3
1617,24,7,2018,1
1618,24,8,2009,2
1619,24,8,2010,6
1620,24,8,2011,27
1621,24,8,2012,22
1622,24,8,2013,9
1623,24,8,2014,10
1624,24,8,2015,3
1625,24,8,2016,3
1626,24,8,2017,2
1627,24,8,2018,4
1628,24,9,2009,1
1629,24,9,2010,9
1630,24,9,2011,11
1631,24,9,2012,6
1632,24,9,2013,2
1633,24,9,2014,5
1634,24,9,2015,2
1635,24,9,2016,3
1636,24,9,2017,1
1637,24,9,2018,5
1638,24,10,2010,10
1639,24,10,2011,13
1640,24,10,2012,6
1641,24,10,2013,6
1642,24,10,2014,6
1643,24,10,2015,2
1644,24,10,2016,2
1645,24,10,2017,2
1646,24,10,2018,3
1647,24,11,2009,1
1648,24,11,2010,10
1649,24,11,2011,12
1650,24,11,2012,4
1651,24,11,2013,3
1652,24,11,2014,3
1653,24,11,2015,3
1654,24,11,2016,3
1655,24,11,2017,4
1656,24,12,2010,10
1657,24,12,2011,10
1658,24,12,2012,8
1659,24,12,2013,1
1660,24,12,2014,5
1661,24,12,2015,7
1662,24,12,2016,2
1663,24,12,2017,1
1664,25,1,2010,1
1665,25,1,2011,54
1666,25,1,2012,60
1667,25,1,2013,60
1668,25,1,2014,8
1669,25,1,2015,21
1670,25,1,2016,5
1671,25,1,2017,7
1672,25,1,2018,5
1673,25,2,2011,56
1674,25,2,2012,69
1675,25,2,2013,68
1676,25,2,2014,10
1677,25,2,2015,10
1678,25,2,2016,11
1679,25,2,2017,13
1680,25,2,2018,8
1681,25,3,2010,7
1682,25,3,2011,83
1683,25,3,2012,91
1684,25,3,2013,37
1685,25,3,2014,11
1686,25,3,2015,11
1687,25,3,2016,22
1688,25,3,2017,8
1689,25,3,2018,10
1690,25,4,2010,3
1691,25,4,2011,141
1692,25,4,2012,59
1693,25,4,2013,27
1694,25,4,2014,29
1695,25,4,2015,22
1696,25,4,2016,20
1697,25,4,2017,16
1698,25,4,2018,9
1699,25,5,2010,18
1700,25,5,2011,78
1701,25,5,2012,88
1702,25,5,2013,60
1703,25,5,2014,33
1704,25,5,2015,17
1705,25,5,2016,11
1706,25,5,2017,13
1707,25,5,2018,24
1708,25,6,2010,5
1709,25,6,2011,148
1710,25,6,2012,55
1711,25,6,2013,67
1712,25,6,2014,28
1713,25,6,2015,15
1714,25,6,2016,15
1715,25,6,2017,8
1716,25,6,2018,18
1717,25,7,2009,1
1718,25,7,2010,25
1719,25,7,2011,185
1720,25,7,2012,87
1721,25,7,2013,45
1722,25,7,2014,33
1723,25,7,2015,36
1724,25,7,2016,15
1725,25,7,2017,11
1726,25,7,2018,12
1727,25,8,2009,3
1728,25,8,2010,30
1729,25,8,2011,121
1730,25,8,2012,79
1731,25,8,2013,58
1732,25,8,2014,41
1733,25,8,2015,22
1734,25,8,2016,10
1735,25,8,2017,13
1736,25,8,2018,10
1737,25,9,2008,1
1738,25,9,2009,3
1739,25,9,2010,30
1740,25,9,2011,66
1741,25,9,2012,58
1742,25,9,2013,52
1743,25,9,2014,47
1744,25,9,2015,11
1745,25,9,2016,14
1746,25,9,2017,7
1747,25,9,2018,21
1748,25,10,2009,4
1749,25,10,2010,32
1750,25,10,2011,120
1751,25,10,2012,69
1752,25,10,2013,30
1753,25,10,2014,33
1754,25,10,2015,15
1755,25,10,2016,10
1756,25,10,2017,6
1757,25,10,2018,15
1758,25,11,2009,2
1759,25,11,2010,30
1760,25,11,2011,58
1761,25,11,2012,50
1762,25,11,2013,17
1763,25,11,2014,18
1764,25,11,2015,12
1765,25,11,2016,16
1766,25,11,2017,9
1767,25,12,2009,1
1768,25,12,2010,32
1769,25,12,2011,45
1770,25,12,2012,25
1771,25,12,2013,14
1772,25,12,2014,19
1773,25,12,2015,18
1774,25,12,2016,9
1775,25,12,2017,10
1776,26,1,2011,31
1777,26,1,2012,30
1778,26,1,2013,47
1779,26,1,2014,7
1780,26,1,2015,3
1781,26,1,2016,7
1782,26,1,2017,4
1783,26,1,2018,3
1784,26,2,2011,20
1785,26,2,2012,32
1786,26,2,2013,38
1787,26,2,2014,6
1788,26,2,2015,5
1789,26,2,2016,3
1790,26,2,2017,8
1791,26,2,2018,5
1792,26,3,2010,1
1793,26,3,2011,45
1794,26,3,2012,37
1795,26,3,2013,23
1796,26,3,2014,8
1797,26,3,2015,6
1798,26,3,2016,12
1799,26,3,2017,12
1800,26,3,2018,3
1801,26,4,2010,4
1802,26,4,2011,50
1803,26,4,2012,24
1804,26,4,2013,21
1805,26,4,2014,15
1806,26,4,2015,14
1807,26,4,2016,9
1808,26,4,2017,9
1809,26,4,2018,8
1810,26,5,2010,6
1811,26,5,2011,35
1812,26,5,2012,30
1813,26,5,2013,19
1814,26,5,2014,15
1815,26,5,2015,14
1816,26,5,2016,11
1817,26,5,2017,10
1818,26,5,2018,7
1819,26,6,2010,6
1820,26,6,2011,37
1821,26,6,2012,59
1822,26,6,2013,29
1823,26,6,2014,13
1824,26,6,2015,14
1825,26,6,2016,4
1826,26,6,2017,6
1827,26,6,2018,12
1828,26,7,2010,18
1829,26,7,2011,114
1830,26,7,2012,36
1831,26,7,2013,30
1832,26,7,2014,18
1833,26,7,2015,14
1834,26,7,2016,12
1835,26,7,2017,6
1836,26,7,2018,11
1837,26,8,2010,12
1838,26,8,2011,56
1839,26,8,2012,29
1840,26,8,2013,18
1841,26,8,2014,19
1842,26,8,2015,15
1843,26,8,2016,4
1844,26,8,2017,9
1845,26,8,2018,2
1846,26,9,2010,17
1847,26,9,2011,29
1848,26,9,2012,25
1849,26,9,2013,29
1850,26,9,2014,10
1851,26,9,2015,5
1852,26,9,2016,9
1853,26,9,2017,9
1854,26,9,2018,11
1855,26,10,2008,1
1856,26,10,2009,1
1857,26,10,2010,15
1858,26,10,2011,38
1859,26,10,2012,31
1860,26,10,2013,12
1861,26,10,2014,14
1862,26,10,2015,6
1863,26,10,2016,5
1864,26,10,2017,7
1865,26,10,2018,9
1866,26,11,2010,17
1867,26,11,2011,50
1868,26,11,2012,29
1869,26,11,2013,13
1870,26,11,2014,11
1871,26,11,2015,11
1872,26,11,2016,5
1873,26,11,2017,5
1874,26,12,2009,1
1875,26,12,2010,14
1876,26,12,2011,26
1877,26,12,2012,35
1878,26,12,2013,10
1879,26,12,2014,9
1880,26,12,2015,7
1881,26,12,2016,1
1882,26,12,2017,6
1883,27,1,2011,16
1884,27,1,2012,28
1885,27,1,2013,19
1886,27,1,2014,3
1887,27,1,2015,5
1888,27,1,2016,4
1889,27,1,2017,7
1890,27,1,2018,4
1891,27,2,2011,6
1892,27,2,2012,25
1893,27,2,2013,34
1894,27,2,2014,6
1895,27,2,2015,1
1896,27,2,2016,6
1897,27,2,2017,3
1898,27,2,2018,1
1899,27,3,2011,27
1900,27,3,2012,43
1901,27,3,2013,26
1902,27,3,2014,4
1903,27,3,2015,12
1904,27,3,2016,6
1905,27,3,2017,9
1906,27,3,2018,4
1907,27,4,2010,2
1908,27,4,2011,38
1909,27,4,2012,24
1910,27,4,2013,7
1911,27,4,2014,8
1912,27,4,2015,8
1913,27,4,2016,6
1914,27,4,2017,6
1915,27,4,2018,5
1916,27,5,2010,6
1917,27,5,2011,39
1918,27,5,2012,34
1919,27,5,2013,26
1920,27,5,2014,9
1921,27,5,2015,7
1922,27,5,2016,6
1923,27,5,2017,4
1924,27,5,2018,6
1925,27,6,2009,2
1926,27,6,2010,1
1927,27,6,2011,35
1928,27,6,2012,18
1929,27,6,2013,15
1930,27,6,2014,15
1931,27,6,2015,10
1932,27,6,2016,6
1933,27,6,2017,5
1934,27,6,2018,5
1935,27,7,2009,1
1936,27,7,2010,7
1937,27,7,2011,41
1938,27,7,2012,25
1939,27,7,2013,19
1940,27,7,2014,11
1941,27,7,2015,7
1942,27,7,2016,7
1943,27,7,2017,5
1944,27,7,2018,5
1945,27,8,2009,1
1946,27,8,2010,17
1947,27,8,2011,43
1948,27,8,2012,24
1949,27,8,2013,31
1950,27,8,2014,14
1951,27,8,2015,7
1952,27,8,2016,8
1953,27,8,2017,3
1954,27,8,2018,4
1955,27,9,2008,1
1956,27,9,2009,1
1957,27,9,2010,5
1958,27,9,2011,33
1959,27,9,2012,22
1960,27,9,2013,22
1961,27,9,2014,9
1962,27,9,2015,4
1963,27,9,2016,8
1964,27,9,2017,2
1965,27,9,2018,9
1966,27,10,2008,1
1967,27,10,2009,2
1968,27,10,2010,6
1969,27,10,2011,67
1970,27,10,2012,17
1971,27,10,2013,8
1972,27,10,2014,15
1973,27,10,2015,2
1974,27,10,2016,9
1975,27,10,2017,3
1976,27,10,2018,12
1977,27,11,2009,2
1978,27,11,2010,12
1979,27,11,2011,46
1980,27,11,2012,14
1981,27,11,2013,4
1982,27,11,2014,8
1983,27,11,2015,3
1984,27,11,2016,4
1985,27,11,2017,2
1986,27,12,2010,13
1987,27,12,2011,20
1988,27,12,2012,14
1989,27,12,2013,6
1990,27,12,2014,3
1991,27,12,2015,7
1992,27,12,2016,1
1993,27,12,2017,9
1994,28,1,2011,7
1995,28,1,2012,5
1996,28,1,2013,5
1997,28,1,2014,3
1998,28,1,2018,1
1999,28,2,2011,15
2000,28,2,2012,6
2001,28,2,2013,8
2002,28,2,2014,1
2003,28,2,2016,2
2004,28,2,2017,2
2005,28,2,2018,2
2006,28,3,2010,1
2007,28,3,2011,12
2008,28,3,2012,5
2009,28,3,2013,7
2010,28,3,2014,5
2011,28,3,2015,4
2012,28,3,2016,2
2013,28,3,2017,5
2014,28,3,2018,1
2015,28,4,2010,2
2016,28,4,2011,22
2017,28,4,2012,8
2018,28,4,2013,2
2019,28,4,2015,2
2020,28,4,2016,1
2021,28,4,2017,1
2022,28,4,2018,4
2023,28,5,2011,9
2024,28,5,2012,2
2025,28,5,2013,8
2026,28,5,2015,4
2027,28,5,2016,2
2028,28,5,2018,1
2029,28,6,2011,21
2030,28,6,2012,9
2031,28,6,2013,4
2032,28,6,2015,1
2033,28,6,2018,3
2034,28,7,2010,3
2035,28,7,2011,8
2036,28,7,2012,11
2037,28,7,2013,12
2038,28,7,2014,5
2039,28,7,2015,5
2040,28,7,2016,4
2041,28,7,2017,2
2042,28,8,2010,8
2043,28,8,2011,17
2044,28,8,2012,3
2045,28,8,2013,9
2046,28,8,2014,4
2047,28,8,2015,1
2048,28,8,2016,4
2049,28,8,2017,2
2050,28,8,2018,2
2051,28,9,2010,3
2052,28,9,2011,4
2053,28,9,2012,5
2054,28,9,2013,4
2055,28,9,2014,2
2056,28,9,2015,2
2057,28,9,2016,2
2058,28,9,2017,3
2059,28,9,2018,5
2060,28,10,2009,1
2061,28,10,2010,6
2062,28,10,2011,18
2063,28,10,2012,5
2064,28,10,2013,5
2065,28,10,2014,1
2066,28,10,2016,1
2067,28,10,2018,1
2068,28,11,2010,12
2069,28,11,2011,6
2070,28,11,2012,6
2071,28,11,2013,1
2072,28,11,2014,5
2073,28,11,2015,2
2074,28,11,2016,1
2075,28,11,2017,1
2076,28,12,2010,4
2077,28,12,2011,8
2078,28,12,2012,5
2079,28,12,2013,2
2080,28,12,2014,3
2081,28,12,2015,2
2082,28,12,2017,3
2083,29,1,2010,3
2084,29,1,2011,32
2085,29,1,2012,41
2086,29,1,2013,29
2087,29,1,2014,13
2088,29,1,2015,8
2089,29,1,2016,3
2090,29,1,2017,5
2091,29,1,2018,3
2092,29,2,2010,3
2093,29,2,2011,17
2094,29,2,2012,34
2095,29,2,2013,42
2096,29,2,2014,8
2097,29,2,2015,2
2098,29,2,2016,6
2099,29,2,2017,3
2100,29,2,2018,5
2101,29,3,2010,3
2102,29,3,2011,46
2103,29,3,2012,48
2104,29,3,2013,19
2105,29,3,2014,19
2106,29,3,2015,12
2107,29,3,2016,17
2108,29,3,2017,6
2109,29,3,2018,2
2110,29,4,2010,8
2111,29,4,2011,80
2112,29,4,2012,60
2113,29,4,2013,9
2114,29,4,2014,12
2115,29,4,2015,19
2116,29,4,2016,10
2117,29,4,2017,8
2118,29,4,2018,16
2119,29,5,2010,9
2120,29,5,2011,53
2121,29,5,2012,39
2122,29,5,2013,46
2123,29,5,2014,13
2124,29,5,2015,8
2125,29,5,2016,11
2126,29,5,2017,19
2127,29,5,2018,13
2128,29,6,2010,8
2129,29,6,2011,42
2130,29,6,2012,63
2131,29,6,2013,28
2132,29,6,2014,16
2133,29,6,2015,11
2134,29,6,2016,5
2135,29,6,2017,14
2136,29,6,2018,18
2137,29,7,2010,11
2138,29,7,2011,52
2139,29,7,2012,69
2140,29,7,2013,47
2141,29,7,2014,17
2142,29,7,2015,16
2143,29,7,2016,4
2144,29,7,2017,9
2145,29,7,2018,18
2146,29,8,2009,3
2147,29,8,2010,34
2148,29,8,2011,70
2149,29,8,2012,55
2150,29,8,2013,54
2151,29,8,2014,25
2152,29,8,2015,11
2153,29,8,2016,11
2154,29,8,2017,17
2155,29,8,2018,31
2156,29,9,2009,1
2157,29,9,2010,31
2158,29,9,2011,28
2159,29,9,2012,45
2160,29,9,2013,25
2161,29,9,2014,20
2162,29,9,2015,8
2163,29,9,2016,8
2164,29,9,2017,6
2165,29,9,2018,10
2166,29,10,2009,3
2167,29,10,2010,29
2168,29,10,2011,70
2169,29,10,2012,33
2170,29,10,2013,18
2171,29,10,2014,13
2172,29,10,2015,4
2173,29,10,2016,6
2174,29,10,2017,6
2175,29,10,2018,13
2176,29,11,2009,2
2177,29,11,2010,19
2178,29,11,2011,47
2179,29,11,2012,33
2180,29,11,2013,16
2181,29,11,2014,15
2182,29,11,2015,4
2183,29,11,2016,5
2184,29,11,2017,14
2185,29,12,2009,1
2186,29,12,2010,18
2187,29,12,2011,29
2188,29,12,2012,25
2189,29,12,2013,12
2190,29,12,2014,10
2191,29,12,2015,6
2192,29,12,2016,3
2193,29,12,2017,2
2194,30,1,2011,12
2195,30,1,2012,7
2196,30,1,2013,12
2197,30,1,2014,9
2198,30,1,2016,1
2199,30,1,2017,1
2200,30,1,2018,2
2201,30,2,2011,23
2202,30,2,2012,10
2203,30,2,2013,11
2204,30,2,2014,3
2205,30,2,2015,2
2206,30,2,2016,1
2207,30,2,2017,3
2208,30,2,2018,4
2209,30,3,2011,16
2210,30,3,2012,13
2211,30,3,2013,7
2212,30,3,2014,1
2213,30,3,2015,7
2214,30,3,2016,2
2215,30,3,2017,6
2216,30,3,2018,2
2217,30,4,2010,2
2218,30,4,2011,18
2219,30,4,2012,18
2220,30,4,2013,3
2221,30,4,2014,5
2222,30,4,2015,1
2223,30,4,2016,1
2224,30,4,2017,7
2225,30,4,2018,6
2226,30,5,2010,3
2227,30,5,2011,19
2228,30,5,2012,11
2229,30,5,2013,8
2230,30,5,2014,6
2231,30,5,2015,6
2232,30,5,2016,4
2233,30,5,2017,4
2234,30,5,2018,3
2235,30,6,2011,19
2236,30,6,2012,16
2237,30,6,2013,8
2238,30,6,2014,6
2239,30,6,2015,4
2240,30,6,2016,4
2241,30,6,2017,3
2242,30,6,2018,2
2243,30,7,2010,2
2244,30,7,2011,25
2245,30,7,2012,20
2246,30,7,2013,12
2247,30,7,2014,8
2248,30,7,2015,3
2249,30,7,2016,1
2250,30,7,2017,5
2251,30,7,2018,4
2252,30,8,2010,2
2253,30,8,2011,34
2254,30,8,2012,20
2255,30,8,2013,13
2256,30,8,2014,4
2257,30,8,2015,8
2258,30,8,2016,10
2259,30,8,2017,1
2260,30,8,2018,4
2261,30,9,2010,3
2262,30,9,2011,25
2263,30,9,2012,10
2264,30,9,2013,6
2265,30,9,2014,2
2266,30,9,2015,7
2267,30,9,2016,3
2268,30,9,2017,3
2269,30,9,2018,9
2270,30,10,2009,1
2271,30,10,2010,1
2272,30,10,2011,13
2273,30,10,2012,9
2274,30,10,2013,12
2275,30,10,2014,2
2276,30,10,2015,2
2277,30,10,2016,2
2278,30,10,2017,2
2279,30,10,2018,4
2280,30,11,2010,12
2281,30,11,2011,8
2282,30,11,2012,17
2283,30,11,2013,10
2284,30,11,2014,4
2285,30,11,2015,2
2286,30,11,2016,4
2287,30,11,2017,1
2288,30,12,2010,7
2289,30,12,2011,14
2290,30,12,2012,12
2291,30,12,2013,2
2292,30,12,2014,3
2293,30,12,2015,4
2294,30,12,2016,5
2295,30,12,2017,2
2296,31,1,2011,10
2297,31,1,2012,5
2298,31,1,2013,3
2299,31,1,2014,2
2300,31,1,2015,5
2301,31,1,2016,1
2302,31,1,2017,2
2303,31,2,2011,11
2304,31,2,2012,5
2305,31,2,2013,3
2306,31,2,2014,2
2307,31,2,2015,1
2308,31,2,2016,3
2309,31,2,2018,2
2310,31,3,2011,13
2311,31,3,2012,7
2312,31,3,2013,2
2313,31,3,2014,1
2314,31,3,2015,4
2315,31,3,2016,2
2316,31,3,2017,1
2317,31,4,2011,5
2318,31,4,2012,10
2319,31,4,2013,2
2320,31,4,2015,3
2321,31,4,2016,2
2322,31,4,2017,4
2323,31,4,2018,3
2324,31,5,2011,8
2325,31,5,2012,13
2326,31,5,2013,8
2327,31,5,2014,1
2328,31,5,2015,8
2329,31,5,2016,3
2330,31,5,2017,1
2331,31,5,2018,1
2332,31,6,2010,1
2333,31,6,2011,11
2334,31,6,2012,4
2335,31,6,2013,6
2336,31,6,2014,3
2337,31,6,2015,3
2338,31,6,2016,4
2339,31,6,2018,1
2340,31,7,2010,1
2341,31,7,2011,14
2342,31,7,2012,8
2343,31,7,2013,6
2344,31,7,2014,6
2345,31,7,2015,1
2346,31,7,2016,3
2347,31,7,2018,2
2348,31,8,2010,2
2349,31,8,2011,12
2350,31,8,2012,8
2351,31,8,2013,6
2352,31,8,2014,2
2353,31,8,2015,2
2354,31,8,2016,5
2355,31,8,2017,3
2356,31,8,2018,3
2357,31,9,2009,1
2358,31,9,2010,1
2359,31,9,2011,5
2360,31,9,2012,10
2361,31,9,2013,1
2362,31,9,2014,5
2363,31,9,2015,3
2364,31,9,2016,6
2365,31,9,2017,1
2366,31,9,2018,5
2367,31,10,2009,1
2368,31,10,2010,1
2369,31,10,2011,8
2370,31,10,2012,7
2371,31,10,2013,6
2372,31,10,2014,2
2373,31,10,2015,2
2374,31,10,2016,2
2375,31,10,2017,2
2376,31,10,2018,2
2377,31,11,2010,1
2378,31,11,2011,10
2379,31,11,2012,4
2380,31,11,2013,4
2381,31,11,2014,2
2382,31,11,2016,4
2383,31,11,2017,2
2384,31,12,2009,1
2385,31,12,2010,3
2386,31,12,2011,10
2387,31,12,2012,7
2388,31,12,2013,6
2389,31,12,2014,1
2390,31,12,2015,2
2391,31,12,2016,3
2392,31,12,2017,2
2393,32,1,2011,1
2394,32,1,2014,2
2395,32,2,2011,3
2396,32,4,2011,2
2397,32,4,2012,1
2398,32,4,2014,1
2399,32,6,2011,2
2400,32,6,2018,1
2401,32,7,2011,1
2402,32,7,2013,1
2403,32,8,2010,1
2404,32,8,2011,1
2405,32,8,2013,4
2406,32,8,2014,1
2407,32,9,2010,1
2408,32,9,2011,1
2409,32,9,2013,2
2410,32,10,2010,1
2411,32,10,2011,1
2412,32,10,2014,1
2413,32,10,2016,1
2414,32,11,2010,1
2415,32,11,2014,1
2416,32,12,2015,1
2417,33,1,2011,1
2418,33,1,2012,1
2419,33,1,2013,3
2420,33,1,2014,1
2421,33,1,2015,1
2422,33,2,2011,3
2423,33,2,2014,1
2424,33,3,2011,2
2425,33,3,2013,3
2426,33,4,2011,2
2427,33,4,2014,1
2428,33,4,2015,1
2429,33,5,2011,5
2430,33,5,2012,4
2431,33,5,2015,1
2432,33,6,2012,3
2433,33,7,2011,1
2434,33,7,2012,1
2435,33,7,2014,1
2436,33,8,2011,2
2437,33,8,2018,2
2438,33,9,2013,1
2439,33,9,2018,2
2440,33,10,2011,1
2441,33,11,2013,1
2442,33,12,2012,1
2443,33,12,2014,1
2444,34,1,2013,2
2445,34,1,2016,3
2446,34,1,2017,1
2447,34,2,2016,2
2448,34,4,2017,1
2449,34,5,2011,1
2450,34,5,2013,1
2451,34,6,2011,3
2452,34,6,2014,2
2453,34,8,2011,1
2454,34,8,2013,1
2455,34,10,2017,1
2456,34,11,2012,1
2457,34,11,2016,1
2458,34,12,2014,1
2459,34,12,2017,1
2460,35,1,2011,6
2461,35,1,2013,6
2462,35,1,2015,2
2463,35,1,2017,1
2464,35,1,2018,1
2465,35,2,2011,4
2466,35,2,2012,3
2467,35,2,2013,5
2468,35,2,2015,1
2469,35,2,2016,1
2470,35,2,2018,1
2471,35,3,2010,2
2472,35,3,2011,6
2473,35,3,2012,1
2474,35,3,2013,3
2475,35,3,2017,2
2476,35,4,2010,1
2477,35,4,2011,6
2478,35,4,2012,2
2479,35,4,2013,2
2480,35,4,2015,1
2481,35,5,2010,2
2482,35,5,2011,7
2483,35,5,2012,5
2484,35,5,2013,3
2485,35,5,2014,1
2486,35,5,2015,3
2487,35,5,2017,4
2488,35,5,2018,2
2489,35,6,2010,1
2490,35,6,2011,7
2491,35,6,2012,8
2492,35,6,2013,4
2493,35,6,2014,3
2494,35,6,2015,1
2495,35,6,2016,2
2496,35,7,2010,1
2497,35,7,2011,2
2498,35,7,2012,2
2499,35,7,2013,8
2500,35,7,2014,1
2501,35,7,2015,3
2502,35,8,2010,1
2503,35,8,2011,4
2504,35,8,2012,7
2505,35,8,2013,4
2506,35,8,2014,1
2507,35,8,2015,4
2508,35,8,2016,3
2509,35,9,2010,1
2510,35,9,2011,6
2511,35,9,2012,11
2512,35,9,2013,1
2513,35,9,2014,3
2514,35,9,2018,1
2515,35,10,2010,2
2516,35,10,2011,3
2517,35,10,2012,4
2518,35,10,2013,2
2519,35,10,2014,1
2520,35,10,2016,2
2521,35,10,2018,5
2522,35,11,2011,1
2523,35,11,2012,7
2524,35,11,2013,3
2525,35,11,2014,2
2526,35,11,2016,1
2527,35,11,2017,1
2528,35,12,2010,2
2529,35,12,2011,3
2530,35,12,2012,2
2531,35,12,2014,1
2532,35,12,2015,3
2533,35,12,2017,1
2534,36,1,2012,1
2535,36,1,2013,1
2536,36,2,2011,2
2537,36,2,2012,2
2538,36,2,2016,1
2539,36,3,2011,5
2540,36,3,2012,1
2541,36,3,2013,2
2542,36,3,2017,1
2543,36,4,2011,1
2544,36,4,2012,3
2545,36,4,2015,1
2546,36,5,2013,2
2547,36,6,2012,2
2548,36,7,2011,3
2549,36,7,2012,2
2550,36,7,2013,1
2551,36,7,2018,1
2552,36,8,2011,1
