,Community,month,year,Street_lights
152,3,6,2013,2
153,3,6,2016,1
154,3,7,2010,1
155,3,7,2011,1
156,3,7,2012,5
157,3,7,2013,1
158,3,7,2014,1
159,3,7,2015,1
160,3,8,2010,1
161,3,8,2011,1
162,3,8,2012,3
163,3,8,2013,4
164,3,8,2014,3
165,3,8,2018,1
166,3,9,2010,3
167,3,9,2011,4
168,3,9,2013,2
169,3,9,2015,1
170,3,9,2016,2
171,3,10,2010,1
172,3,10,2011,8
173,3,10,2012,3
174,3,10,2013,2
175,3,10,2014,1
176,3,10,2016,1
177,3,10,2018,1
178,3,11,2010,2
179,3,11,2011,8
180,3,11,2012,2
181,3,11,2015,1
182,3,12,2011,5
183,3,12,2013,1
184,3,12,2014,1
185,4,1,2011,1
186,4,1,2012,2
187,4,1,2013,2
188,4,1,2014,1
189,4,1,2015,1
190,4,1,2018,2
191,4,2,2011,2
192,4,2,2012,2
193,4,2,2013,2
194,4,2,2014,3
195,4,2,2016,1
196,4,3,2011,2
197,4,3,2012,7
198,4,3,2018,2
199,4,4,2011,7
200,4,4,2012,3
201,4,4,2014,2
202,4,4,2015,2
203,4,4,2018,1
204,4,5,2010,1
205,4,5,2011,3
206,4,5,2012,2
207,4,5,2013,4
208,4,5,2014,1
209,4,5,2016,1
210,4,5,2018,3
211,4,6,2011,2
212,4,6,2012,2
213,4,6,2013,2
214,4,6,2014,1
215,4,6,2015,2
216,4,6,2018,1
217,4,7,2010,1
218,4,7,2011,3
219,4,7,2012,3
220,4,7,2013,2
221,4,7,2014,1
222,4,7,2015,1
223,4,7,2018,1
224,4,8,2010,5
225,4,8,2011,5
226,4,8,2012,4
227,4,8,2013,6
228,4,8,2014,2
229,4,8,2018,1
230,4,9,2010,5
231,4,9,2011,3
232,4,9,2012,3
233,4,9,2013,1
234,4,9,2016,1
235,4,9,2018,1
236,4,10,2010,6
237,4,10,2011,2
238,4,10,2012,1
239,4,10,2013,1
240,4,10,2014,1
241,4,11,2010,3
242,4,11,2011,6
243,4,11,2012,2
244,4,11,2013,1
245,4,11,2014,1
246,4,11,2015,1
247,4,12,2010,1
248,4,12,2011,2
249,5,1,2011,4
250,5,1,2012,1
251,5,1,2013,1
252,5,1,2015,2
253,5,2,2011,3
254,5,2,2012,3
255,5,2,2013,4
256,5,2,2017,4
257,5,3,2010,3
258,5,3,2011,3
259,5,3,2012,4
260,5,3,2018,2
261,5,4,2011,6
262,5,4,2012,3
263,5,4,2014,2
264,5,4,2015,2
265,5,4,2016,1
266,5,4,2017,2
267,5,5,2010,2
268,5,5,2011,3
269,5,5,2012,4
270,5,5,2015,1
271,5,5,2017,1
272,5,5,2018,1
273,5,6,2010,1
274,5,6,2011,2
275,5,6,2012,5
276,5,6,2014,3
277,5,6,2015,2
278,5,6,2018,1
279,5,7,2010,3
280,5,7,2011,3
281,5,7,2012,7
282,5,7,2014,4
283,5,7,2015,1
284,5,7,2016,1
285,5,7,2018,1
286,5,8,2010,5
287,5,8,2011,2
288,5,8,2012,4
289,5,8,2016,1
290,5,9,2010,3
291,5,9,2011,2
292,5,9,2012,4
293,5,9,2013,1
294,5,9,2014,1
295,5,9,2017,1
296,5,9,2018,2
297,5,10,2010,3
298,5,10,2011,5
299,5,10,2012,8
300,5,10,2014,2
301,5,10,2016,1
302,5,10,2017,1
303,5,11,2010,3
304,5,11,2012,3
305,5,11,2014,2
306,5,11,2016,1
307,5,12,2010,1
308,5,12,2011,2
309,5,12,2014,1
310,5,12,2015,1
311,5,12,2016,1
312,6,1,2011,1
313,6,1,2012,2
314,6,1,2013,2
315,6,1,2015,2
316,6,1,2018,1
317,6,2,2012,4
318,6,2,2013,3
319,6,2,2014,1
320,6,2,2017,1
321,6,2,2018,3
322,6,3,2011,4
323,6,3,2012,5
324,6,3,2013,3
325,6,3,2015,3
326,6,3,2016,1
327,6,4,2010,1
328,6,4,2011,9
329,6,4,2012,2
330,6,4,2014,1
331,6,4,2015,3
332,6,4,2016,3
333,6,4,2018,1
334,6,5,2011,3
335,6,5,2012,2
336,6,5,2013,2
337,6,5,2015,1
338,6,5,2016,3
339,6,6,2010,1
340,6,6,2011,6
341,6,6,2012,3
342,6,6,2013,4
343,6,6,2014,3
344,6,6,2016,1
345,6,6,2018,1
346,6,7,2010,6
347,6,7,2011,6
348,6,7,2013,6
349,6,7,2014,2
350,6,7,2016,1
351,6,7,2017,1
352,6,8,2010,5
353,6,8,2011,8
354,6,8,2012,3
355,6,8,2013,2
356,6,8,2014,1
357,6,8,2015,2
358,6,8,2018,1
359,6,9,2010,1
360,6,9,2011,3
361,6,9,2012,1
362,6,9,2013,2
363,6,9,2014,2
364,6,9,2016,3
365,6,10,2010,4
366,6,10,2011,1
367,6,10,2012,1
368,6,10,2014,2
369,6,10,2015,1
370,6,10,2018,1
371,6,11,2010,1
372,6,11,2011,4
373,6,11,2012,1
374,6,11,2013,1
375,6,11,2014,3
376,6,12,2009,1
377,6,12,2010,5
378,6,12,2011,5
379,6,12,2012,2
380,6,12,2015,1
381,7,1,2011,6
382,7,1,2013,2
383,7,1,2015,2
384,7,2,2011,5
385,7,2,2012,5
386,7,2,2013,4
387,7,2,2018,2
388,7,3,2010,1
389,7,3,2011,1
390,7,3,2012,13
391,7,3,2014,1
392,7,3,2015,3
393,7,4,2011,3
394,7,4,2012,2
395,7,4,2013,2
396,7,4,2015,1
397,7,4,2016,2
398,7,4,2017,1
399,7,5,2010,3
400,7,5,2011,6
401,7,5,2012,3
402,7,5,2013,2
403,7,5,2014,1
404,7,5,2016,1
405,7,6,2010,1
406,7,6,2011,7
407,7,6,2015,2
408,7,6,2016,1
409,7,6,2017,1
410,7,6,2018,2
411,7,7,2010,2
412,7,7,2011,8
413,7,7,2012,2
414,7,7,2013,2
415,7,7,2014,2
416,7,7,2015,1
417,7,7,2016,1
418,7,7,2017,2
419,7,7,2018,1
420,7,8,2010,6
421,7,8,2011,3
422,7,8,2012,5
423,7,8,2015,2
424,7,8,2017,1
425,7,8,2018,1
426,7,9,2010,3
427,7,9,2011,2
428,7,9,2012,3
429,7,9,2016,2
430,7,9,2018,4
431,7,10,2010,4
432,7,10,2011,3
433,7,10,2012,2
434,7,10,2014,1
435,7,10,2015,1
436,7,10,2016,1
437,7,11,2009,1
438,7,11,2010,2
439,7,11,2011,8
440,7,11,2013,1
441,7,11,2014,2
442,7,11,2015,1
443,7,12,2010,2
444,7,12,2011,4
445,7,12,2012,1
446,7,12,2014,4
447,8,1,2011,1
448,8,1,2012,2
449,8,1,2013,1
450,8,1,2018,1
451,8,2,2011,10
452,8,2,2013,1
453,8,2,2016,1
454,8,2,2018,1
455,8,3,2011,1
456,8,3,2012,2
457,8,3,2014,1
458,8,3,2015,2
459,8,4,2011,8
460,8,4,2012,1
461,8,4,2013,2
462,8,4,2014,2
463,8,4,2017,1
464,8,5,2010,3
465,8,5,2011,4
466,8,5,2012,2
467,8,5,2013,1
468,8,5,2017,1
469,8,6,2011,4
470,8,6,2014,1
471,8,6,2016,1
472,8,6,2018,1
473,8,7,2011,8
474,8,7,2012,2
475,8,7,2014,2
476,8,7,2016,2
477,8,7,2017,2
478,8,7,2018,1
479,8,8,2011,1
480,8,8,2012,4
481,8,8,2013,1
482,8,8,2018,2
483,8,9,2010,2
484,8,9,2011,2
485,8,9,2012,1
486,8,9,2018,3
487,8,10,2010,1
488,8,10,2011,3
489,8,10,2015,3
490,8,11,2010,1
491,8,11,2011,1
492,8,11,2012,1
493,8,11,2015,1
494,8,12,2011,1
495,8,12,2012,1
496,9,1,2012,1
497,9,3,2012,3
498,9,4,2015,1
499,9,4,2018,1
500,9,5,2011,1
501,9,6,2011,4
502,9,6,2016,1
503,9,6,2018,1
504,9,7,2010,1
505,9,7,2011,5
506,9,8,2011,2
507,9,8,2012,1
508,9,8,2015,1
509,9,8,2018,1
510,9,9,2011,1
511,9,10,2010,1
512,9,10,2012,1
513,9,11,2010,1
514,9,11,2011,1
515,9,12,2014,1
516,10,1,2011,3
517,10,1,2012,1
518,10,1,2013,3
519,10,1,2015,1
520,10,1,2017,1
521,10,1,2018,1
522,10,2,2011,2
523,10,2,2012,2
524,10,2,2013,4
525,10,2,2015,1
526,10,2,2017,1
527,10,2,2018,2
528,10,3,2012,3
529,10,3,2014,1
530,10,3,2015,2
531,10,3,2016,1
532,10,3,2018,1
533,10,4,2010,1
534,10,4,2011,4
535,10,4,2012,4
536,10,4,2013,3
537,10,4,2014,1
538,10,4,2015,2
539,10,4,2016,1
540,10,4,2017,2
541,10,4,2018,2
542,10,5,2010,5
543,10,5,2011,2
544,10,5,2012,3
545,10,5,2013,6
546,10,5,2015,1
547,10,5,2016,1
548,10,5,2017,1
549,10,6,2010,1
550,10,6,2011,3
551,10,6,2013,3
552,10,6,2014,1
553,10,6,2016,1
554,10,7,2010,1
555,10,7,2011,6
556,10,7,2012,4
557,10,7,2013,2
558,10,7,2014,2
559,10,7,2015,2
560,10,7,2018,1
561,10,8,2010,5
562,10,8,2011,8
563,10,8,2012,3
564,10,8,2014,1
565,10,8,2015,1
566,10,9,2010,4
567,10,9,2011,4
568,10,9,2012,4
569,10,9,2014,1
570,10,9,2015,2
571,10,9,2016,1
572,10,9,2018,1
573,10,10,2010,1
574,10,10,2011,5
575,10,10,2012,7
576,10,10,2016,1
577,10,11,2011,1
578,10,11,2012,3
579,10,11,2014,2
580,10,11,2015,1
581,10,11,2016,1
582,10,12,2010,3
583,10,12,2012,1
584,10,12,2013,1
585,10,12,2014,1
586,10,12,2015,1
587,11,1,2011,4
588,11,1,2012,2
589,11,1,2013,4
590,11,2,2011,2
591,11,2,2012,1
592,11,2,2013,3
593,11,2,2017,1
594,11,2,2018,2
595,11,3,2011,2
596,11,3,2013,2
597,11,3,2014,1
598,11,3,2015,1
599,11,4,2011,3
600,11,4,2012,4
601,11,4,2013,2
602,11,4,2014,1
603,11,4,2015,1
604,11,5,2010,4
605,11,5,2011,1
606,11,5,2012,1
607,11,5,2013,1
608,11,5,2014,1
609,11,5,2015,2
610,11,5,2017,1
611,11,6,2011,4
612,11,6,2012,1
613,11,6,2013,5
614,11,6,2015,2
615,11,7,2010,1
616,11,7,2011,3
617,11,7,2012,1
618,11,7,2013,3
619,11,7,2014,6
620,11,7,2015,2
621,11,8,2009,1
622,11,8,2010,1
623,11,8,2011,5
624,11,8,2012,7
625,11,8,2014,2
626,11,9,2010,2
627,11,9,2012,4
628,11,9,2014,2
629,11,9,2015,2
630,11,9,2016,3
631,11,9,2018,3
632,11,10,2012,3
633,11,10,2015,1
634,11,11,2010,1
635,11,11,2011,3
636,11,11,2015,1
637,11,12,2014,1
638,11,12,2017,1
639,12,1,2016,1
640,12,2,2011,1
641,12,2,2014,1
642,12,3,2012,2
643,12,3,2014,1
644,12,3,2017,1
645,12,4,2011,2
646,12,5,2010,3
647,12,5,2012,1
648,12,5,2013,1
649,12,5,2014,1
650,12,5,2016,1
651,12,5,2017,1
652,12,6,2012,1
653,12,6,2013,2
654,12,6,2015,1
655,12,7,2010,1
656,12,7,2011,2
657,12,7,2012,2
658,12,7,2013,2
659,12,7,2014,1
660,12,8,2010,2
661,12,8,2011,1
662,12,8,2014,2
663,12,8,2015,1
664,12,8,2017,1
665,12,9,2011,1
666,12,9,2013,1
667,12,9,2014,1
668,12,9,2015,1
669,12,10,2010,3
670,12,10,2011,1
671,12,10,2014,1
672,12,11,2009,1
673,12,11,2011,2
674,12,11,2012,4
675,12,11,2015,1
676,12,12,2011,1
677,12,12,2015,1
678,13,1,2011,2
679,13,1,2013,2
680,13,2,2011,2
681,13,2,2013,2
682,13,2,2016,1
683,13,2,2017,1
684,13,3,2012,2
685,13,4,2012,1
686,13,4,2013,1
687,13,5,2011,2
688,13,5,2012,2
689,13,5,2013,1
690,13,6,2012,2
691,13,6,2013,1
692,13,6,2015,1
693,13,6,2018,1
694,13,7,2011,5
695,13,7,2012,1
696,13,7,2013,1
697,13,7,2014,1
698,13,7,2015,1
699,13,8,2010,1
700,13,8,2011,4
701,13,8,2012,1
702,13,8,2016,1
703,13,9,2016,1
704,13,10,2014,1
705,13,10,2015,1
706,13,10,2018,1
707,13,12,2010,1
708,13,12,2011,1
709,14,1,2011,3
710,14,1,2012,2
711,14,1,2013,2
712,14,1,2015,2
713,14,1,2016,1
714,14,1,2018,1
715,14,2,2012,6
716,14,2,2013,4
717,14,2,2016,1
718,14,2,2018,1
719,14,3,2011,1
720,14,3,2012,4
721,14,3,2013,5
722,14,3,2015,3
723,14,3,2018,1
724,14,4,2010,1
725,14,4,2011,4
726,14,4,2012,6
727,14,4,2013,3
728,14,4,2014,1
729,14,4,2015,2
730,14,4,2016,1
731,14,4,2017,3
732,14,5,2010,3
733,14,5,2011,6
734,14,5,2012,8
735,14,5,2013,4
736,14,5,2014,1
737,14,5,2015,5
738,14,5,2016,1
739,14,5,2017,1
740,14,5,2018,1
741,14,6,2010,1
742,14,6,2011,2
743,14,6,2012,7
744,14,6,2013,2
745,14,6,2014,2
746,14,6,2015,2
747,14,6,2016,1
748,14,6,2018,4
749,14,7,2010,2
750,14,7,2011,3
751,14,7,2012,3
752,14,7,2013,4
753,14,7,2014,2
754,14,7,2015,1
755,14,7,2017,1
756,14,7,2018,1
757,14,8,2010,2
758,14,8,2011,3
759,14,8,2012,3
760,14,8,2013,2
761,14,8,2014,1
762,14,8,2015,2
763,14,8,2016,3
764,14,8,2017,1
765,14,8,2018,2
766,14,9,2011,5
767,14,9,2012,2
768,14,9,2013,4
769,14,9,2014,1
770,14,9,2015,2
771,14,9,2018,1
772,14,10,2010,2
773,14,10,2011,5
774,14,10,2012,6
775,14,10,2013,1
776,14,10,2014,1
777,14,10,2015,2
778,14,10,2016,3
779,14,10,2018,1
780,14,11,2010,2
781,14,11,2011,4
782,14,11,2012,1
783,14,11,2014,2
784,14,11,2015,1
785,14,11,2016,1
786,14,12,2011,1
787,14,12,2012,3
788,14,12,2014,6
789,14,12,2015,1
790,14,12,2017,2
791,15,1,2011,12
792,15,1,2012,5
793,15,1,2013,1
794,15,1,2015,5
795,15,1,2016,1
796,15,2,2010,1
797,15,2,2011,3
798,15,2,2012,5
799,15,2,2013,2
800,15,2,2014,1
801,15,2,2015,3
802,15,2,2017,2
803,15,2,2018,6
804,15,3,2011,5
805,15,3,2012,9
806,15,3,2013,4
807,15,3,2014,2
808,15,3,2015,5
809,15,3,2016,3
810,15,3,2017,1
811,15,3,2018,3
812,15,4,2011,7
813,15,4,2012,3
814,15,4,2013,1
815,15,4,2014,1
816,15,4,2015,5
817,15,4,2017,1
818,15,4,2018,1
819,15,5,2010,4
820,15,5,2011,1
821,15,5,2012,7
822,15,5,2013,5
823,15,5,2014,1
824,15,5,2015,2
825,15,5,2016,2
826,15,5,2018,3
827,15,6,2011,13
828,15,6,2012,11
829,15,6,2013,7
830,15,6,2014,2
831,15,6,2015,3
832,15,6,2016,2
833,15,6,2017,2
834,15,6,2018,3
835,15,7,2010,5
836,15,7,2011,10
837,15,7,2012,6
838,15,7,2013,5
839,15,7,2014,7
840,15,7,2015,4
841,15,7,2016,2
842,15,7,2017,2
843,15,7,2018,1
844,15,8,2010,2
845,15,8,2011,13
846,15,8,2012,11
847,15,8,2014,1
848,15,8,2015,4
849,15,8,2016,1
850,15,8,2017,2
851,15,8,2018,3
852,15,9,2010,2
853,15,9,2011,8
854,15,9,2012,1
855,15,9,2015,3
856,15,9,2018,4
857,15,10,2010,9
858,15,10,2011,7
859,15,10,2012,11
860,15,10,2014,3
861,15,10,2016,2
862,15,10,2018,2
863,15,11,2009,1
864,15,11,2010,3
865,15,11,2011,11
866,15,11,2012,2
867,15,11,2013,1
868,15,11,2014,1
869,15,11,2015,5
870,15,12,2010,3
871,15,12,2011,6
872,15,12,2012,5
873,15,12,2014,1
874,15,12,2015,1
875,15,12,2016,3
876,15,12,2017,1
877,16,1,2011,2
878,16,1,2012,5
879,16,1,2013,4
880,16,1,2014,1
881,16,1,2015,2
882,16,1,2018,4
883,16,2,2011,3
884,16,2,2012,6
885,16,2,2013,7
886,16,2,2015,3
887,16,2,2016,5
888,16,2,2017,2
889,16,2,2018,3
890,16,3,2010,2
891,16,3,2011,5
892,16,3,2012,7
893,16,3,2013,5
894,16,3,2015,2
895,16,3,2016,2
896,16,3,2017,1
897,16,4,2011,9
898,16,4,2012,3
899,16,4,2013,2
900,16,4,2014,2
901,16,4,2015,2
902,16,4,2016,2
903,16,4,2017,4
904,16,4,2018,1
905,16,5,2010,3
906,16,5,2011,8
907,16,5,2012,9
908,16,5,2013,6
909,16,5,2014,2
910,16,5,2015,4
911,16,5,2016,1
912,16,5,2017,2
913,16,5,2018,1
914,16,6,2011,5
915,16,6,2012,9
916,16,6,2013,8
917,16,6,2014,4
918,16,6,2015,3
919,16,6,2016,2
920,16,6,2018,6
921,16,7,2010,4
922,16,7,2011,9
923,16,7,2012,5
924,16,7,2013,4
925,16,7,2014,4
926,16,7,2015,2
927,16,7,2017,1
928,16,7,2018,1
929,16,8,2010,4
930,16,8,2011,6
931,16,8,2012,3
932,16,8,2013,3
933,16,8,2014,5
934,16,8,2015,2
935,16,8,2016,1
936,16,8,2018,1
937,16,9,2010,1
938,16,9,2011,10
939,16,9,2012,6
940,16,9,2013,1
941,16,9,2014,7
942,16,9,2015,2
943,16,9,2016,3
944,16,9,2018,2
945,16,10,2010,7
946,16,10,2011,2
947,16,10,2012,4
948,16,10,2013,1
949,16,10,2015,2
950,16,10,2016,2
951,16,10,2018,1
952,16,11,2010,3
953,16,11,2011,7
954,16,11,2012,8
955,16,11,2013,1
956,16,11,2014,6
957,16,11,2015,4
958,16,11,2017,1
959,16,12,2010,1
960,16,12,2011,10
961,16,12,2012,2
962,16,12,2013,1
963,16,12,2014,6
964,16,12,2015,1
965,16,12,2016,2
966,17,1,2011,4
967,17,1,2012,3
968,17,1,2013,2
969,17,1,2015,5
970,17,2,2011,1
971,17,2,2012,4
972,17,2,2013,2
973,17,2,2015,2
974,17,2,2017,2
975,17,3,2010,2
976,17,3,2011,4
977,17,3,2012,3
978,17,3,2013,3
979,17,3,2015,1
980,17,3,2016,2
981,17,3,2018,1
982,17,4,2010,1
983,17,4,2011,3
984,17,4,2012,4
985,17,4,2013,2
986,17,4,2014,2
987,17,4,2015,3
988,17,4,2017,1
989,17,5,2010,8
990,17,5,2011,7
991,17,5,2012,10
992,17,5,2013,17
993,17,5,2014,3
994,17,5,2015,5
995,17,5,2016,3
996,17,6,2010,2
997,17,6,2011,10
998,17,6,2012,4
999,17,6,2013,6
1000,17,6,2014,2
1001,17,6,2015,3
1002,17,6,2016,1
1003,17,6,2017,1
1004,17,7,2010,4
1005,17,7,2011,5
1006,17,7,2012,6
1007,17,7,2013,7
1008,17,7,2014,5
1009,17,7,2015,3
1010,17,7,2016,1
1011,17,7,2017,1
1012,17,7,2018,1
1013,17,8,2010,2
1014,17,8,2011,5
1015,17,8,2012,7
1016,17,8,2013,1
1017,17,8,2014,4
1018,17,8,2015,3
1019,17,8,2016,2
1020,17,8,2017,3
1021,17,8,2018,1
1022,17,9,2010,8
1023,17,9,2011,6
1024,17,9,2012,2
1025,17,9,2013,1
1026,17,9,2014,1
1027,17,9,2015,4
1028,17,9,2018,2
1029,17,10,2010,4
1030,17,10,2011,7
1031,17,10,2012,5
1032,17,10,2014,2
1033,17,10,2016,1
1034,17,10,2018,1
1035,17,11,2009,1
1036,17,11,2010,4
1037,17,11,2011,12
1038,17,11,2012,5
1039,17,11,2013,1
1040,17,11,2014,1
1041,17,11,2017,1
1042,17,12,2009,1
1043,17,12,2010,1
1044,17,12,2011,1
1045,17,12,2012,2
1046,17,12,2013,1
1047,17,12,2014,4
1048,17,12,2016,1
1049,17,12,2017,1
1050,18,1,2011,1
1051,18,1,2012,3
1052,18,1,2013,3
1053,18,1,2018,1
1054,18,2,2011,1
1055,18,2,2012,2
1056,18,2,2013,2
1057,18,2,2015,1
1058,18,3,2011,1
1059,18,3,2012,1
1060,18,3,2013,1
1061,18,3,2016,1
1062,18,3,2018,1
1063,18,4,2011,3
1064,18,4,2012,3
1065,18,4,2016,1
1066,18,4,2017,2
1067,18,4,2018,1
1068,18,5,2010,1
1069,18,5,2011,3
1070,18,5,2012,2
1071,18,5,2013,3
1072,18,5,2017,1
1073,18,5,2018,1
1074,18,6,2011,4
1075,18,6,2013,3
1076,18,6,2014,1
1077,18,6,2015,1
1078,18,6,2018,1
1079,18,7,2011,3
1080,18,7,2012,3
1081,18,7,2013,1
1082,18,7,2014,2
1083,18,7,2016,1
1084,18,8,2010,1
1085,18,8,2011,3
1086,18,8,2012,3
1087,18,8,2013,2
1088,18,8,2014,1
1089,18,9,2011,2
1090,18,9,2012,1
1091,18,9,2014,3
1092,18,9,2018,1
1093,18,10,2010,2
1094,18,10,2011,1
1095,18,10,2012,1
1096,18,10,2017,1
1097,18,11,2010,3
1098,18,11,2012,1
1099,18,12,2011,1
1100,18,12,2012,2
1101,19,1,2011,11
1102,19,1,2012,14
1103,19,1,2013,5
1104,19,1,2014,1
1105,19,1,2015,5
1106,19,1,2016,4
1107,19,1,2017,1
1108,19,1,2018,1
1109,19,2,2011,10
1110,19,2,2012,7
1111,19,2,2013,17
1112,19,2,2014,1
1113,19,2,2015,4
1114,19,2,2016,2
1115,19,3,2011,9
1116,19,3,2012,17
1117,19,3,2013,13
1118,19,3,2014,2
1119,19,3,2015,7
1120,19,3,2016,2
1121,19,3,2017,2
1122,19,4,2011,10
1123,19,4,2012,14
1124,19,4,2013,5
1125,19,4,2014,2
1126,19,4,2015,11
1127,19,4,2016,3
1128,19,5,2010,7
1129,19,5,2011,20
1130,19,5,2012,15
1131,19,5,2013,15
1132,19,5,2014,4
1133,19,5,2015,3
1134,19,5,2016,2
1135,19,5,2018,1
1136,19,6,2010,4
1137,19,6,2011,28
1138,19,6,2012,17
1139,19,6,2013,10
1140,19,6,2014,3
1141,19,6,2015,1
1142,19,6,2016,1
1143,19,7,2010,5
1144,19,7,2011,18
1145,19,7,2012,14
1146,19,7,2013,16
1147,19,7,2014,8
1148,19,7,2015,3
1149,19,7,2016,4
1150,19,7,2017,4
1151,19,7,2018,2
1152,19,8,2010,16
1153,19,8,2011,20
1154,19,8,2012,26
1155,19,8,2013,32
1156,19,8,2014,6
1157,19,8,2015,6
1158,19,8,2017,1
1159,19,8,2018,1
1160,19,9,2010,5
1161,19,9,2011,17
1162,19,9,2012,7
1163,19,9,2013,7
1164,19,9,2014,11
1165,19,9,2015,5
1166,19,9,2017,1
1167,19,9,2018,3
1168,19,10,2009,1
1169,19,10,2010,10
1170,19,10,2011,14
1171,19,10,2012,24
1172,19,10,2013,2
1173,19,10,2014,3
1174,19,10,2015,2
1175,19,10,2016,1
1176,19,10,2017,2
1177,19,10,2018,6
1178,19,11,2010,9
1179,19,11,2011,28
1180,19,11,2012,6
1181,19,11,2013,5
1182,19,11,2014,2
1183,19,11,2015,5
1184,19,11,2016,2
1185,19,11,2017,13
1186,19,12,2010,4
1187,19,12,2011,9
1188,19,12,2012,10
1189,19,12,2013,3
1190,19,12,2014,2
1191,19,12,2015,5
1192,19,12,2016,1
1193,19,12,2017,3
1194,20,1,2011,5
1195,20,1,2012,2
1196,20,1,2017,3
1197,20,1,2018,1
1198,20,2,2011,2
1199,20,2,2012,2
1200,20,2,2013,3
1201,20,2,2015,1
1202,20,2,2018,1
1203,20,3,2011,3
1204,20,3,2012,2
1205,20,3,2014,2
1206,20,3,2015,2
1207,20,3,2016,1
1208,20,4,2011,3
1209,20,4,2012,2
1210,20,4,2013,1
1211,20,4,2014,1
1212,20,4,2016,1
1213,20,4,2018,2
1214,20,5,2010,3
1215,20,5,2011,15
1216,20,5,2012,6
1217,20,5,2013,5
1218,20,5,2014,4
1219,20,5,2015,3
1220,20,5,2016,1
1221,20,5,2017,1
1222,20,6,2009,1
1223,20,6,2011,11
1224,20,6,2012,1
1225,20,6,2013,4
1226,20,6,2014,3
1227,20,6,2018,4
1228,20,7,2010,2
1229,20,7,2011,7
1230,20,7,2012,4
1231,20,7,2013,4
1232,20,7,2014,14
1233,20,7,2015,1
1234,20,7,2018,1
1235,20,8,2010,1
1236,20,8,2011,15
1237,20,8,2012,4
1238,20,8,2013,3
1239,20,8,2014,1
1240,20,8,2015,2
1241,20,8,2016,1
1242,20,8,2018,1
1243,20,9,2010,1
1244,20,9,2011,8
1245,20,9,2012,3
1246,20,9,2013,3
1247,20,9,2014,1
1248,20,9,2015,1
1249,20,9,2018,1
1250,20,10,2010,1
1251,20,10,2011,9
1252,20,10,2012,1
1253,20,10,2013,3
1254,20,10,2014,2
1255,20,10,2017,1
1256,20,10,2018,1
1257,20,11,2010,1
1258,20,11,2011,5
1259,20,11,2013,1
1260,20,11,2014,1
1261,20,11,2015,1
1262,20,11,2017,1
1263,20,12,2010,2
1264,20,12,2011,5
1265,20,12,2012,3
1266,20,12,2013,2
1267,20,12,2014,1
1268,20,12,2017,1
1269,21,1,2010,1
1270,21,1,2011,5
1271,21,1,2012,6
1272,21,1,2013,6
1273,21,1,2014,4
1274,21,1,2015,4
1275,21,1,2018,1
1276,21,2,2011,3
1277,21,2,2012,3
1278,21,2,2013,18
1279,21,2,2014,2
1280,21,2,2015,2
1281,21,2,2016,1
1282,21,3,2011,8
1283,21,3,2012,8
1284,21,3,2013,8
1285,21,3,2015,1
1286,21,3,2016,1
1287,21,4,2010,3
1288,21,4,2011,12
1289,21,4,2012,9
1290,21,4,2013,4
1291,21,4,2015,1
1292,21,4,2016,1
1293,21,4,2017,1
1294,21,5,2010,2
1295,21,5,2011,9
1296,21,5,2012,8
1297,21,5,2013,9
1298,21,5,2014,2
1299,21,5,2015,6
1300,21,5,2016,5
1301,21,5,2018,1
1302,21,6,2011,12
1303,21,6,2012,6
1304,21,6,2013,13
1305,21,6,2014,11
1306,21,6,2015,6
1307,21,6,2016,3
1308,21,6,2017,2
1309,21,6,2018,3
1310,21,7,2010,10
1311,21,7,2011,10
1312,21,7,2012,7
1313,21,7,2013,10
1314,21,7,2014,9
1315,21,7,2015,4
1316,21,7,2016,2
1317,21,7,2018,1
1318,21,8,2010,8
1319,21,8,2011,8
1320,21,8,2012,9
1321,21,8,2013,3
1322,21,8,2014,3
1323,21,8,2015,3
1324,21,8,2016,3
1325,21,8,2017,2
1326,21,8,2018,4
1327,21,9,2010,2
1328,21,9,2011,14
1329,21,9,2012,4
1330,21,9,2013,3
1331,21,9,2014,5
1332,21,9,2015,3
1333,21,9,2016,5
1334,21,9,2018,2
1335,21,10,2010,4
1336,21,10,2011,7
1337,21,10,2012,4
1338,21,10,2013,3
1339,21,10,2014,6
1340,21,10,2016,1
1341,21,10,2018,1
1342,21,11,2010,3
1343,21,11,2011,8
1344,21,11,2012,8
1345,21,11,2013,1
1346,21,11,2014,2
1347,21,12,2010,7
1348,21,12,2011,3
1349,21,12,2012,3
1350,21,12,2013,3
1351,21,12,2014,6
1352,21,12,2015,1
1353,21,12,2017,1
1354,22,1,2011,8
1355,22,1,2012,8
1356,22,1,2013,10
1357,22,1,2014,5
1358,22,1,2015,4
1359,22,1,2016,2
1360,22,1,2017,1
1361,22,2,2010,1
1362,22,2,2011,10
1363,22,2,2012,7
1364,22,2,2013,15
1365,22,2,2014,5
1366,22,2,2017,2
1367,22,2,2018,2
1368,22,3,2011,22
1369,22,3,2012,13
1370,22,3,2013,6
1371,22,3,2014,1
1372,22,3,2015,2
1373,22,3,2016,5
1374,22,3,2017,4
1375,22,4,2010,5
1376,22,4,2011,20
1377,22,4,2012,15
1378,22,4,2013,5
1379,22,4,2014,2
1380,22,4,2015,6
1381,22,4,2016,1
1382,22,4,2017,2
1383,22,4,2018,2
1384,22,5,2010,5
1385,22,5,2011,23
1386,22,5,2012,13
1387,22,5,2013,8
