,Community,month,year,Sanitation_request
2318,25.0,8,2013,84
2319,25.0,8,2014,96
2320,25.0,8,2015,83
2321,25.0,8,2016,63
2322,25.0,8,2017,80
2323,25.0,8,2018,61
2324,25.0,9,2011,54
2325,25.0,9,2012,83
2326,25.0,9,2013,48
2327,25.0,9,2014,51
2328,25.0,9,2015,66
2329,25.0,9,2016,61
2330,25.0,9,2017,56
2331,25.0,9,2018,78
2332,25.0,10,2011,45
2333,25.0,10,2012,59
2334,25.0,10,2013,37
2335,25.0,10,2014,58
2336,25.0,10,2015,41
2337,25.0,10,2016,74
2338,25.0,10,2017,74
2339,25.0,10,2018,28
2340,25.0,11,2011,36
2341,25.0,11,2012,57
2342,25.0,11,2013,22
2343,25.0,11,2014,36
2344,25.0,11,2015,36
2345,25.0,11,2016,31
2346,25.0,11,2017,52
2347,25.0,12,2010,15
2348,25.0,12,2011,43
2349,25.0,12,2012,57
2350,25.0,12,2013,25
2351,25.0,12,2014,55
2352,25.0,12,2015,47
2353,25.0,12,2016,36
2354,25.0,12,2017,26
2355,26.0,1,2011,13
2356,26.0,1,2012,11
2357,26.0,1,2013,9
2358,26.0,1,2014,5
2359,26.0,1,2015,16
2360,26.0,1,2016,14
2361,26.0,1,2017,16
2362,26.0,1,2018,11
2363,26.0,2,2011,13
2364,26.0,2,2012,13
2365,26.0,2,2013,9
2366,26.0,2,2014,19
2367,26.0,2,2015,13
2368,26.0,2,2016,10
2369,26.0,2,2017,34
2370,26.0,2,2018,7
2371,26.0,3,2011,20
2372,26.0,3,2012,25
2373,26.0,3,2013,13
2374,26.0,3,2014,51
2375,26.0,3,2015,32
2376,26.0,3,2016,24
2377,26.0,3,2017,41
2378,26.0,3,2018,13
2379,26.0,4,2011,20
2380,26.0,4,2012,24
2381,26.0,4,2013,24
2382,26.0,4,2014,34
2383,26.0,4,2015,17
2384,26.0,4,2016,15
2385,26.0,4,2017,30
2386,26.0,4,2018,12
2387,26.0,5,2011,14
2388,26.0,5,2012,62
2389,26.0,5,2013,27
2390,26.0,5,2014,16
2391,26.0,5,2015,12
2392,26.0,5,2016,15
2393,26.0,5,2017,27
2394,26.0,5,2018,18
2395,26.0,6,2011,18
2396,26.0,6,2012,13
2397,26.0,6,2013,20
2398,26.0,6,2014,22
2399,26.0,6,2015,13
2400,26.0,6,2016,32
2401,26.0,6,2017,26
2402,26.0,6,2018,30
2403,26.0,7,2011,18
2404,26.0,7,2012,17
2405,26.0,7,2013,31
2406,26.0,7,2014,17
2407,26.0,7,2015,23
2408,26.0,7,2016,23
2409,26.0,7,2017,23
2410,26.0,7,2018,22
2411,26.0,8,2011,20
2412,26.0,8,2012,36
2413,26.0,8,2013,31
2414,26.0,8,2014,20
2415,26.0,8,2015,23
2416,26.0,8,2016,16
2417,26.0,8,2017,36
2418,26.0,8,2018,24
2419,26.0,9,2011,21
2420,26.0,9,2012,62
2421,26.0,9,2013,34
2422,26.0,9,2014,22
2423,26.0,9,2015,15
2424,26.0,9,2016,12
2425,26.0,9,2017,14
2426,26.0,9,2018,19
2427,26.0,10,2011,17
2428,26.0,10,2012,11
2429,26.0,10,2013,9
2430,26.0,10,2014,15
2431,26.0,10,2015,7
2432,26.0,10,2016,35
2433,26.0,10,2017,11
2434,26.0,10,2018,16
2435,26.0,11,2011,2
2436,26.0,11,2012,13
2437,26.0,11,2013,5
2438,26.0,11,2014,11
2439,26.0,11,2015,12
2440,26.0,11,2016,10
2441,26.0,11,2017,10
2442,26.0,12,2010,7
2443,26.0,12,2011,8
2444,26.0,12,2012,11
2445,26.0,12,2013,3
2446,26.0,12,2014,15
2447,26.0,12,2015,7
2448,26.0,12,2016,7
2449,26.0,12,2017,13
2450,27.0,1,2011,17
2451,27.0,1,2012,14
2452,27.0,1,2013,16
2453,27.0,1,2014,9
2454,27.0,1,2015,6
2455,27.0,1,2016,10
2456,27.0,1,2017,18
2457,27.0,1,2018,10
2458,27.0,2,2011,17
2459,27.0,2,2012,17
2460,27.0,2,2013,5
2461,27.0,2,2014,19
2462,27.0,2,2015,37
2463,27.0,2,2016,32
2464,27.0,2,2017,15
2465,27.0,2,2018,9
2466,27.0,3,2011,32
2467,27.0,3,2012,44
2468,27.0,3,2013,25
2469,27.0,3,2014,38
2470,27.0,3,2015,30
2471,27.0,3,2016,20
2472,27.0,3,2017,19
2473,27.0,3,2018,12
2474,27.0,4,2011,11
2475,27.0,4,2012,17
2476,27.0,4,2013,22
2477,27.0,4,2014,36
2478,27.0,4,2015,28
2479,27.0,4,2016,27
2480,27.0,4,2017,25
2481,27.0,4,2018,18
2482,27.0,5,2011,19
2483,27.0,5,2012,34
2484,27.0,5,2013,35
2485,27.0,5,2014,36
2486,27.0,5,2015,19
2487,27.0,5,2016,34
2488,27.0,5,2017,33
2489,27.0,5,2018,25
2490,27.0,6,2011,26
2491,27.0,6,2012,22
2492,27.0,6,2013,40
2493,27.0,6,2014,22
2494,27.0,6,2015,22
2495,27.0,6,2016,48
2496,27.0,6,2017,56
2497,27.0,6,2018,20
2498,27.0,7,2011,21
2499,27.0,7,2012,21
2500,27.0,7,2013,31
2501,27.0,7,2014,42
2502,27.0,7,2015,28
2503,27.0,7,2016,22
2504,27.0,7,2017,25
2505,27.0,7,2018,35
2506,27.0,8,2011,17
2507,27.0,8,2012,29
2508,27.0,8,2013,29
2509,27.0,8,2014,27
2510,27.0,8,2015,24
2511,27.0,8,2016,21
2512,27.0,8,2017,33
2513,27.0,8,2018,23
2514,27.0,9,2011,15
2515,27.0,9,2012,43
2516,27.0,9,2013,23
2517,27.0,9,2014,31
2518,27.0,9,2015,13
2519,27.0,9,2016,23
2520,27.0,9,2017,37
2521,27.0,9,2018,16
2522,27.0,10,2011,17
2523,27.0,10,2012,19
2524,27.0,10,2013,20
2525,27.0,10,2014,18
2526,27.0,10,2015,23
2527,27.0,10,2016,45
2528,27.0,10,2017,12
2529,27.0,10,2018,6
2530,27.0,11,2011,22
2531,27.0,11,2012,9
2532,27.0,11,2013,14
2533,27.0,11,2014,18
2534,27.0,11,2015,16
2535,27.0,11,2016,25
2536,27.0,11,2017,17
2537,27.0,12,2010,3
2538,27.0,12,2011,17
2539,27.0,12,2012,16
2540,27.0,12,2013,7
2541,27.0,12,2014,12
2542,27.0,12,2015,12
2543,27.0,12,2016,16
2544,27.0,12,2017,20
2545,28.0,1,2011,18
2546,28.0,1,2012,21
2547,28.0,1,2013,12
2548,28.0,1,2014,16
2549,28.0,1,2015,15
2550,28.0,1,2016,13
2551,28.0,1,2017,43
2552,28.0,1,2018,26
2553,28.0,2,2011,16
2554,28.0,2,2012,11
2555,28.0,2,2013,15
2556,28.0,2,2014,20
2557,28.0,2,2015,23
2558,28.0,2,2016,27
2559,28.0,2,2017,41
2560,28.0,2,2018,24
2561,28.0,3,2011,20
2562,28.0,3,2012,50
2563,28.0,3,2013,23
2564,28.0,3,2014,35
2565,28.0,3,2015,31
2566,28.0,3,2016,26
2567,28.0,3,2017,27
2568,28.0,3,2018,21
2569,28.0,4,2011,29
2570,28.0,4,2012,6
2571,28.0,4,2013,24
2572,28.0,4,2014,17
2573,28.0,4,2015,19
2574,28.0,4,2016,29
2575,28.0,4,2017,28
2576,28.0,4,2018,43
2577,28.0,5,2011,21
2578,28.0,5,2012,23
2579,28.0,5,2013,38
2580,28.0,5,2014,21
2581,28.0,5,2015,32
2582,28.0,5,2016,34
2583,28.0,5,2017,38
2584,28.0,5,2018,30
2585,28.0,6,2011,18
2586,28.0,6,2012,26
2587,28.0,6,2013,21
2588,28.0,6,2014,21
2589,28.0,6,2015,30
2590,28.0,6,2016,40
2591,28.0,6,2017,43
2592,28.0,6,2018,39
2593,28.0,7,2011,27
2594,28.0,7,2012,35
2595,28.0,7,2013,26
2596,28.0,7,2014,33
2597,28.0,7,2015,37
2598,28.0,7,2016,44
2599,28.0,7,2017,55
2600,28.0,7,2018,27
2601,28.0,8,2011,31
2602,28.0,8,2012,41
2603,28.0,8,2013,44
2604,28.0,8,2014,34
2605,28.0,8,2015,43
2606,28.0,8,2016,42
2607,28.0,8,2017,46
2608,28.0,8,2018,38
2609,28.0,9,2011,21
2610,28.0,9,2012,28
2611,28.0,9,2013,51
2612,28.0,9,2014,17
2613,28.0,9,2015,24
2614,28.0,9,2016,23
2615,28.0,9,2017,29
2616,28.0,9,2018,49
2617,28.0,10,2011,28
2618,28.0,10,2012,14
2619,28.0,10,2013,25
2620,28.0,10,2014,27
2621,28.0,10,2015,23
2622,28.0,10,2016,31
2623,28.0,10,2017,37
2624,28.0,10,2018,15
2625,28.0,11,2011,13
2626,28.0,11,2012,17
2627,28.0,11,2013,9
2628,28.0,11,2014,27
2629,28.0,11,2015,13
2630,28.0,11,2016,39
2631,28.0,11,2017,13
2632,28.0,12,2010,5
2633,28.0,12,2011,15
2634,28.0,12,2012,14
2635,28.0,12,2013,14
2636,28.0,12,2014,11
2637,28.0,12,2015,25
2638,28.0,12,2016,24
2639,28.0,12,2017,28
2640,29.0,1,2011,35
2641,29.0,1,2012,20
2642,29.0,1,2013,15
2643,29.0,1,2014,7
2644,29.0,1,2015,32
2645,29.0,1,2016,16
2646,29.0,1,2017,32
2647,29.0,1,2018,11
2648,29.0,2,2011,25
2649,29.0,2,2012,18
2650,29.0,2,2013,17
2651,29.0,2,2014,21
2652,29.0,2,2015,25
2653,29.0,2,2016,36
2654,29.0,2,2017,28
2655,29.0,2,2018,18
2656,29.0,3,2011,32
2657,29.0,3,2012,61
2658,29.0,3,2013,35
2659,29.0,3,2014,53
2660,29.0,3,2015,58
2661,29.0,3,2016,45
2662,29.0,3,2017,46
2663,29.0,3,2018,37
2664,29.0,4,2011,46
2665,29.0,4,2012,46
2666,29.0,4,2013,38
2667,29.0,4,2014,28
2668,29.0,4,2015,26
2669,29.0,4,2016,34
2670,29.0,4,2017,38
2671,29.0,4,2018,29
2672,29.0,5,2011,40
2673,29.0,5,2012,104
2674,29.0,5,2013,58
2675,29.0,5,2014,29
2676,29.0,5,2015,29
2677,29.0,5,2016,29
2678,29.0,5,2017,48
2679,29.0,5,2018,33
2680,29.0,6,2011,40
2681,29.0,6,2012,31
2682,29.0,6,2013,36
2683,29.0,6,2014,20
2684,29.0,6,2015,37
2685,29.0,6,2016,57
2686,29.0,6,2017,26
2687,29.0,6,2018,54
2688,29.0,7,2011,28
2689,29.0,7,2012,31
2690,29.0,7,2013,40
2691,29.0,7,2014,27
2692,29.0,7,2015,40
2693,29.0,7,2016,42
2694,29.0,7,2017,45
2695,29.0,7,2018,56
2696,29.0,8,2011,33
2697,29.0,8,2012,48
2698,29.0,8,2013,26
2699,29.0,8,2014,28
2700,29.0,8,2015,33
2701,29.0,8,2016,46
2702,29.0,8,2017,38
2703,29.0,8,2018,44
2704,29.0,9,2011,21
2705,29.0,9,2012,46
2706,29.0,9,2013,23
2707,29.0,9,2014,26
2708,29.0,9,2015,24
2709,29.0,9,2016,40
2710,29.0,9,2017,19
2711,29.0,9,2018,37
2712,29.0,10,2011,15
2713,29.0,10,2012,23
2714,29.0,10,2013,12
2715,29.0,10,2014,27
2716,29.0,10,2015,16
2717,29.0,10,2016,36
2718,29.0,10,2017,23
2719,29.0,10,2018,16
2720,29.0,11,2011,18
2721,29.0,11,2012,20
2722,29.0,11,2013,11
2723,29.0,11,2014,25
2724,29.0,11,2015,16
2725,29.0,11,2016,18
2726,29.0,11,2017,11
2727,29.0,12,2010,6
2728,29.0,12,2011,17
2729,29.0,12,2012,22
2730,29.0,12,2013,16
2731,29.0,12,2014,19
2732,29.0,12,2015,15
2733,29.0,12,2016,19
2734,29.0,12,2017,14
2735,30.0,1,2011,11
2736,30.0,1,2012,30
2737,30.0,1,2013,15
2738,30.0,1,2014,23
2739,30.0,1,2015,14
2740,30.0,1,2016,14
2741,30.0,1,2017,15
2742,30.0,1,2018,15
2743,30.0,2,2011,16
2744,30.0,2,2012,18
2745,30.0,2,2013,15
2746,30.0,2,2014,27
2747,30.0,2,2015,32
2748,30.0,2,2016,15
2749,30.0,2,2017,24
2750,30.0,2,2018,32
2751,30.0,3,2011,25
2752,30.0,3,2012,20
2753,30.0,3,2013,24
2754,30.0,3,2014,26
2755,30.0,3,2015,30
2756,30.0,3,2016,26
2757,30.0,3,2017,15
2758,30.0,3,2018,13
2759,30.0,4,2011,18
2760,30.0,4,2012,30
2761,30.0,4,2013,24
2762,30.0,4,2014,29
2763,30.0,4,2015,25
2764,30.0,4,2016,30
2765,30.0,4,2017,19
2766,30.0,4,2018,24
2767,30.0,5,2011,13
2768,30.0,5,2012,35
2769,30.0,5,2013,42
2770,30.0,5,2014,20
2771,30.0,5,2015,24
2772,30.0,5,2016,13
2773,30.0,5,2017,19
2774,30.0,5,2018,38
2775,30.0,6,2011,26
2776,30.0,6,2012,24
2777,30.0,6,2013,43
2778,30.0,6,2014,20
2779,30.0,6,2015,27
2780,30.0,6,2016,38
2781,30.0,6,2017,38
2782,30.0,6,2018,23
2783,30.0,7,2011,19
2784,30.0,7,2012,41
2785,30.0,7,2013,40
2786,30.0,7,2014,28
2787,30.0,7,2015,31
2788,30.0,7,2016,40
2789,30.0,7,2017,22
2790,30.0,7,2018,35
2791,30.0,8,2011,31
2792,30.0,8,2012,32
2793,30.0,8,2013,27
2794,30.0,8,2014,26
2795,30.0,8,2015,23
2796,30.0,8,2016,34
2797,30.0,8,2017,30
2798,30.0,8,2018,29
2799,30.0,9,2011,31
2800,30.0,9,2012,30
2801,30.0,9,2013,19
2802,30.0,9,2014,16
2803,30.0,9,2015,26
2804,30.0,9,2016,21
2805,30.0,9,2017,23
2806,30.0,9,2018,21
2807,30.0,10,2011,14
2808,30.0,10,2012,19
2809,30.0,10,2013,17
2810,30.0,10,2014,17
2811,30.0,10,2015,18
2812,30.0,10,2016,27
2813,30.0,10,2017,17
2814,30.0,10,2018,22
2815,30.0,11,2011,19
2816,30.0,11,2012,17
2817,30.0,11,2013,6
2818,30.0,11,2014,5
2819,30.0,11,2015,15
2820,30.0,11,2016,17
2821,30.0,11,2017,26
2822,30.0,12,2010,1
2823,30.0,12,2011,13
2824,30.0,12,2012,15
2825,30.0,12,2013,10
2826,30.0,12,2014,19
2827,30.0,12,2015,10
2828,30.0,12,2016,14
2829,30.0,12,2017,19
2830,31.0,1,2011,15
2831,31.0,1,2012,5
2832,31.0,1,2013,13
2833,31.0,1,2014,27
2834,31.0,1,2015,14
2835,31.0,1,2016,40
2836,31.0,1,2017,14
2837,31.0,1,2018,10
2838,31.0,2,2011,20
2839,31.0,2,2012,8
2840,31.0,2,2013,11
2841,31.0,2,2014,31
2842,31.0,2,2015,31
2843,31.0,2,2016,9
2844,31.0,2,2017,19
2845,31.0,2,2018,11
2846,31.0,3,2011,14
2847,31.0,3,2012,16
2848,31.0,3,2013,9
2849,31.0,3,2014,22
2850,31.0,3,2015,66
2851,31.0,3,2016,20
2852,31.0,3,2017,13
2853,31.0,3,2018,17
2854,31.0,4,2011,18
2855,31.0,4,2012,6
2856,31.0,4,2013,19
2857,31.0,4,2014,20
2858,31.0,4,2015,24
2859,31.0,4,2016,12
2860,31.0,4,2017,25
2861,31.0,4,2018,16
2862,31.0,5,2011,16
2863,31.0,5,2012,9
2864,31.0,5,2013,28
2865,31.0,5,2014,7
2866,31.0,5,2015,15
2867,31.0,5,2016,25
2868,31.0,5,2017,17
2869,31.0,5,2018,13
2870,31.0,6,2011,21
2871,31.0,6,2012,18
2872,31.0,6,2013,15
2873,31.0,6,2014,14
2874,31.0,6,2015,25
2875,31.0,6,2016,26
2876,31.0,6,2017,16
2877,31.0,6,2018,14
2878,31.0,7,2011,14
2879,31.0,7,2012,13
2880,31.0,7,2013,20
2881,31.0,7,2014,15
2882,31.0,7,2015,12
2883,31.0,7,2016,28
2884,31.0,7,2017,22
2885,31.0,7,2018,16
2886,31.0,8,2011,29
2887,31.0,8,2012,24
2888,31.0,8,2013,29
2889,31.0,8,2014,17
2890,31.0,8,2015,33
2891,31.0,8,2016,18
2892,31.0,8,2017,22
2893,31.0,8,2018,22
2894,31.0,9,2011,11
2895,31.0,9,2012,17
2896,31.0,9,2013,21
2897,31.0,9,2014,18
2898,31.0,9,2015,25
2899,31.0,9,2016,25
2900,31.0,9,2017,13
2901,31.0,9,2018,25
2902,31.0,10,2011,11
2903,31.0,10,2012,8
2904,31.0,10,2013,22
2905,31.0,10,2014,7
2906,31.0,10,2015,16
2907,31.0,10,2016,17
2908,31.0,10,2017,18
2909,31.0,10,2018,20
2910,31.0,11,2011,15
2911,31.0,11,2012,7
2912,31.0,11,2013,8
2913,31.0,11,2014,7
2914,31.0,11,2015,14
2915,31.0,11,2016,17
2916,31.0,11,2017,12
2917,31.0,12,2011,11
2918,31.0,12,2012,6
2919,31.0,12,2013,16
2920,31.0,12,2014,17
2921,31.0,12,2015,33
2922,31.0,12,2016,17
2923,31.0,12,2017,12
2924,32.0,1,2011,1
2925,32.0,1,2012,4
2926,32.0,1,2013,6
2927,32.0,1,2014,3
2928,32.0,1,2015,6
2929,32.0,1,2016,9
2930,32.0,1,2017,7
2931,32.0,1,2018,9
2932,32.0,2,2011,5
2933,32.0,2,2012,9
2934,32.0,2,2013,5
2935,32.0,2,2014,7
2936,32.0,2,2015,9
2937,32.0,2,2016,5
2938,32.0,2,2017,8
2939,32.0,2,2018,7
2940,32.0,3,2011,5
2941,32.0,3,2012,5
2942,32.0,3,2013,7
2943,32.0,3,2014,3
2944,32.0,3,2015,9
2945,32.0,3,2016,15
2946,32.0,3,2017,16
2947,32.0,3,2018,17
2948,32.0,4,2011,1
2949,32.0,4,2012,7
2950,32.0,4,2013,16
2951,32.0,4,2014,7
2952,32.0,4,2015,1
2953,32.0,4,2016,11
2954,32.0,4,2017,11
2955,32.0,4,2018,9
2956,32.0,5,2011,7
2957,32.0,5,2012,3
2958,32.0,5,2013,5
2959,32.0,5,2014,1
2960,32.0,5,2015,5
2961,32.0,5,2016,12
2962,32.0,5,2017,5
2963,32.0,5,2018,19
2964,32.0,6,2011,2
2965,32.0,6,2012,8
2966,32.0,6,2013,8
2967,32.0,6,2014,12
2968,32.0,6,2015,15
2969,32.0,6,2016,10
2970,32.0,6,2017,25
2971,32.0,6,2018,15
2972,32.0,7,2011,6
2973,32.0,7,2012,4
2974,32.0,7,2013,5
2975,32.0,7,2014,18
2976,32.0,7,2015,13
2977,32.0,7,2016,17
2978,32.0,7,2017,8
2979,32.0,7,2018,10
2980,32.0,8,2011,15
2981,32.0,8,2012,12
2982,32.0,8,2013,18
2983,32.0,8,2014,15
2984,32.0,8,2015,13
2985,32.0,8,2016,14
2986,32.0,8,2017,8
2987,32.0,8,2018,9
2988,32.0,9,2011,9
2989,32.0,9,2012,2
2990,32.0,9,2013,7
2991,32.0,9,2014,12
2992,32.0,9,2015,14
2993,32.0,9,2016,14
2994,32.0,9,2017,15
2995,32.0,9,2018,14
2996,32.0,10,2011,17
2997,32.0,10,2012,6
2998,32.0,10,2013,9
2999,32.0,10,2014,8
3000,32.0,10,2015,13
3001,32.0,10,2016,7
3002,32.0,10,2017,10
3003,32.0,10,2018,10
3004,32.0,11,2011,10
3005,32.0,11,2012,7
3006,32.0,11,2013,3
3007,32.0,11,2014,5
3008,32.0,11,2015,11
3009,32.0,11,2016,8
3010,32.0,11,2017,19
3011,32.0,12,2011,7
3012,32.0,12,2012,6
3013,32.0,12,2013,4
3014,32.0,12,2014,7
3015,32.0,12,2015,4
3016,32.0,12,2016,6
3017,32.0,12,2017,7
3018,33.0,1,2012,4
3019,33.0,1,2013,2
3020,33.0,1,2014,1
3021,33.0,1,2015,2
3022,33.0,1,2016,4
3023,33.0,1,2017,3
3024,33.0,1,2018,4
3025,33.0,2,2011,6
3026,33.0,2,2012,2
3027,33.0,2,2013,2
3028,33.0,2,2014,6
3029,33.0,2,2015,5
3030,33.0,2,2016,2
3031,33.0,2,2017,10
3032,33.0,2,2018,3
3033,33.0,3,2011,1
3034,33.0,3,2012,4
3035,33.0,3,2013,3
3036,33.0,3,2014,4
3037,33.0,3,2015,9
3038,33.0,3,2016,5
3039,33.0,3,2017,3
3040,33.0,3,2018,7
3041,33.0,4,2011,4
3042,33.0,4,2012,6
3043,33.0,4,2013,5
3044,33.0,4,2014,5
3045,33.0,4,2015,4
3046,33.0,4,2016,1
3047,33.0,4,2017,3
3048,33.0,4,2018,5
3049,33.0,5,2011,4
3050,33.0,5,2012,6
3051,33.0,5,2013,3
3052,33.0,5,2014,2
3053,33.0,5,2015,10
3054,33.0,5,2016,4
3055,33.0,5,2017,1
3056,33.0,5,2018,2
3057,33.0,6,2011,11
3058,33.0,6,2012,3
3059,33.0,6,2013,3
3060,33.0,6,2014,8
3061,33.0,6,2015,5
3062,33.0,6,2016,7
3063,33.0,6,2017,7
3064,33.0,6,2018,5
3065,33.0,7,2011,3
3066,33.0,7,2012,3
3067,33.0,7,2013,6
3068,33.0,7,2014,4
3069,33.0,7,2015,2
3070,33.0,7,2016,9
3071,33.0,7,2017,2
3072,33.0,7,2018,3
3073,33.0,8,2011,5
3074,33.0,8,2012,2
3075,33.0,8,2013,4
3076,33.0,8,2014,7
3077,33.0,8,2015,9
3078,33.0,8,2016,7
3079,33.0,8,2017,1
3080,33.0,8,2018,6
3081,33.0,9,2011,3
3082,33.0,9,2012,1
3083,33.0,9,2013,5
3084,33.0,9,2014,6
3085,33.0,9,2015,4
3086,33.0,9,2016,3
3087,33.0,9,2017,1
3088,33.0,9,2018,7
3089,33.0,10,2011,3
3090,33.0,10,2012,1
3091,33.0,10,2013,3
3092,33.0,10,2014,6
3093,33.0,10,2015,4
3094,33.0,10,2016,5
3095,33.0,10,2017,3
3096,33.0,10,2018,2
3097,33.0,11,2011,6
3098,33.0,11,2012,1
3099,33.0,11,2013,1
3100,33.0,11,2014,3
3101,33.0,11,2015,1
3102,33.0,11,2016,3
3103,33.0,11,2017,2
3104,33.0,12,2011,6
3105,33.0,12,2012,1
3106,33.0,12,2013,1
3107,33.0,12,2015,5
3108,33.0,12,2016,6
3109,33.0,12,2017,2
3110,34.0,1,2011,4
3111,34.0,1,2012,2
3112,34.0,1,2013,3
3113,34.0,1,2014,1
3114,34.0,1,2015,5
3115,34.0,1,2016,1
3116,34.0,1,2017,8
3117,34.0,1,2018,4
3118,34.0,2,2011,5
3119,34.0,2,2012,8
3120,34.0,2,2013,2
3121,34.0,2,2014,7
3122,34.0,2,2015,11
3123,34.0,2,2016,3
3124,34.0,2,2017,8
3125,34.0,2,2018,6
3126,34.0,3,2011,9
3127,34.0,3,2012,7
3128,34.0,3,2013,4
3129,34.0,3,2014,7
3130,34.0,3,2015,4
3131,34.0,3,2016,6
3132,34.0,3,2017,13
3133,34.0,3,2018,1
3134,34.0,4,2011,13
3135,34.0,4,2012,4
3136,34.0,4,2013,3
3137,34.0,4,2014,4
3138,34.0,4,2015,15
3139,34.0,4,2016,6
3140,34.0,4,2017,3
3141,34.0,4,2018,4
3142,34.0,5,2011,5
3143,34.0,5,2012,6
3144,34.0,5,2013,2
3145,34.0,5,2014,1
3146,34.0,5,2015,16
3147,34.0,5,2016,4
3148,34.0,5,2017,8
3149,34.0,5,2018,5
3150,34.0,6,2011,7
3151,34.0,6,2012,6
3152,34.0,6,2013,4
3153,34.0,6,2014,2
3154,34.0,6,2015,11
3155,34.0,6,2016,12
3156,34.0,6,2017,3
3157,34.0,6,2018,4
3158,34.0,7,2011,10
3159,34.0,7,2012,5
3160,34.0,7,2013,5
3161,34.0,7,2014,4
3162,34.0,7,2015,14
3163,34.0,7,2016,2
3164,34.0,7,2017,5
3165,34.0,7,2018,9
3166,34.0,8,2011,4
3167,34.0,8,2012,7
3168,34.0,8,2013,4
3169,34.0,8,2014,4
3170,34.0,8,2015,5
3171,34.0,8,2016,4
3172,34.0,8,2017,5
3173,34.0,8,2018,9
3174,34.0,9,2011,5
3175,34.0,9,2012,7
3176,34.0,9,2013,3
3177,34.0,9,2014,8
3178,34.0,9,2015,6
3179,34.0,9,2016,12
3180,34.0,9,2017,12
3181,34.0,9,2018,4
3182,34.0,10,2010,1
3183,34.0,10,2011,4
3184,34.0,10,2012,4
3185,34.0,10,2013,3
3186,34.0,10,2014,4
3187,34.0,10,2015,3
3188,34.0,10,2016,5
3189,34.0,10,2017,11
3190,34.0,10,2018,1
3191,34.0,11,2011,1
3192,34.0,11,2012,1
3193,34.0,11,2013,2
3194,34.0,11,2015,5
3195,34.0,11,2016,1
3196,34.0,11,2017,1
3197,34.0,12,2011,3
3198,34.0,12,2012,2
3199,34.0,12,2013,4
3200,34.0,12,2014,3
3201,34.0,12,2015,1
3202,34.0,12,2016,4
3203,34.0,12,2017,1
3204,35.0,1,2011,13
3205,35.0,1,2012,1
3206,35.0,1,2013,3
3207,35.0,1,2014,2
3208,35.0,1,2015,4
3209,35.0,1,2016,4
3210,35.0,1,2017,5
3211,35.0,2,2011,4
3212,35.0,2,2012,6
3213,35.0,2,2014,5
3214,35.0,2,2015,7
3215,35.0,2,2016,15
3216,35.0,2,2017,5
3217,35.0,3,2011,1
3218,35.0,3,2012,19
3219,35.0,3,2013,2
3220,35.0,3,2014,14
3221,35.0,3,2015,7
3222,35.0,3,2016,21
3223,35.0,3,2017,4
3224,35.0,3,2018,7
3225,35.0,4,2011,1
3226,35.0,4,2012,4
3227,35.0,4,2013,5
3228,35.0,4,2014,8
3229,35.0,4,2015,8
3230,35.0,4,2016,5
3231,35.0,4,2017,4
3232,35.0,4,2018,4
3233,35.0,5,2011,1
3234,35.0,5,2012,6
3235,35.0,5,2013,6
3236,35.0,5,2014,6
3237,35.0,5,2015,2
3238,35.0,5,2016,7
3239,35.0,5,2017,7
3240,35.0,5,2018,9
3241,35.0,6,2011,9
3242,35.0,6,2012,7
3243,35.0,6,2013,9
3244,35.0,6,2014,16
3245,35.0,6,2015,1
3246,35.0,6,2016,10
3247,35.0,6,2017,5
3248,35.0,6,2018,15
3249,35.0,7,2011,7
3250,35.0,7,2012,9
3251,35.0,7,2013,12
3252,35.0,7,2014,21
3253,35.0,7,2015,10
3254,35.0,7,2016,8
3255,35.0,7,2017,9
3256,35.0,7,2018,12
3257,35.0,8,2011,3
3258,35.0,8,2012,4
3259,35.0,8,2013,14
3260,35.0,8,2014,13
3261,35.0,8,2015,9
3262,35.0,8,2016,12
3263,35.0,8,2017,40
3264,35.0,8,2018,10
3265,35.0,9,2011,4
3266,35.0,9,2012,5
3267,35.0,9,2013,3
3268,35.0,9,2014,3
3269,35.0,9,2015,11
3270,35.0,9,2016,9
3271,35.0,9,2017,3
3272,35.0,9,2018,8
3273,35.0,10,2011,4
3274,35.0,10,2013,1
3275,35.0,10,2014,9
3276,35.0,10,2015,1
3277,35.0,10,2016,11
3278,35.0,10,2017,5
3279,35.0,10,2018,3
3280,35.0,11,2011,2
3281,35.0,11,2013,5
3282,35.0,11,2014,8
3283,35.0,11,2015,2
3284,35.0,11,2016,1
3285,35.0,11,2017,7
3286,35.0,12,2010,1
3287,35.0,12,2011,5
3288,35.0,12,2012,2
3289,35.0,12,2014,4
3290,35.0,12,2015,2
3291,35.0,12,2017,1
3292,36.0,1,2013,3
3293,36.0,1,2014,1
3294,36.0,1,2017,1
3295,36.0,2,2011,2
3296,36.0,2,2012,1
3297,36.0,2,2014,1
3298,36.0,2,2015,3
3299,36.0,2,2016,5
3300,36.0,2,2017,1
3301,36.0,2,2018,1
3302,36.0,3,2012,2
3303,36.0,3,2015,7
3304,36.0,3,2016,2
3305,36.0,3,2017,3
3306,36.0,3,2018,1
3307,36.0,4,2011,2
3308,36.0,4,2013,2
3309,36.0,4,2015,1
3310,36.0,4,2016,1
3311,36.0,4,2018,2
3312,36.0,5,2011,2
3313,36.0,5,2012,3
3314,36.0,5,2013,2
3315,36.0,5,2016,1
