,Community,month,year,Sanitation_request
269,3.0,10,2017,27
270,3.0,10,2018,13
271,3.0,11,2011,9
272,3.0,11,2012,13
273,3.0,11,2013,10
274,3.0,11,2014,16
275,3.0,11,2015,24
276,3.0,11,2016,31
277,3.0,11,2017,15
278,3.0,12,2011,7
279,3.0,12,2012,12
280,3.0,12,2013,4
281,3.0,12,2014,7
282,3.0,12,2015,10
283,3.0,12,2016,16
284,3.0,12,2017,12
285,4.0,1,2011,5
286,4.0,1,2012,10
287,4.0,1,2013,15
288,4.0,1,2014,9
289,4.0,1,2015,12
290,4.0,1,2016,12
291,4.0,1,2017,18
292,4.0,1,2018,10
293,4.0,2,2011,16
294,4.0,2,2012,4
295,4.0,2,2013,18
296,4.0,2,2014,14
297,4.0,2,2015,21
298,4.0,2,2016,14
299,4.0,2,2017,15
300,4.0,2,2018,6
301,4.0,3,2011,8
302,4.0,3,2012,6
303,4.0,3,2013,17
304,4.0,3,2014,18
305,4.0,3,2015,12
306,4.0,3,2016,12
307,4.0,3,2017,7
308,4.0,3,2018,9
309,4.0,4,2011,10
310,4.0,4,2012,9
311,4.0,4,2013,12
312,4.0,4,2014,14
313,4.0,4,2015,14
314,4.0,4,2016,23
315,4.0,4,2017,8
316,4.0,4,2018,2
317,4.0,5,2011,18
318,4.0,5,2012,16
319,4.0,5,2013,22
320,4.0,5,2014,10
321,4.0,5,2015,23
322,4.0,5,2016,32
323,4.0,5,2017,25
324,4.0,5,2018,27
325,4.0,6,2011,22
326,4.0,6,2012,14
327,4.0,6,2013,30
328,4.0,6,2014,32
329,4.0,6,2015,27
330,4.0,6,2016,30
331,4.0,6,2017,21
332,4.0,6,2018,22
333,4.0,7,2011,17
334,4.0,7,2012,18
335,4.0,7,2013,17
336,4.0,7,2014,13
337,4.0,7,2015,13
338,4.0,7,2016,11
339,4.0,7,2017,30
340,4.0,7,2018,19
341,4.0,8,2011,23
342,4.0,8,2012,22
343,4.0,8,2013,16
344,4.0,8,2014,19
345,4.0,8,2015,24
346,4.0,8,2016,15
347,4.0,8,2017,43
348,4.0,8,2018,17
349,4.0,9,2011,24
350,4.0,9,2012,17
351,4.0,9,2013,14
352,4.0,9,2014,13
353,4.0,9,2015,12
354,4.0,9,2016,15
355,4.0,9,2017,16
356,4.0,9,2018,29
357,4.0,10,2011,9
358,4.0,10,2012,17
359,4.0,10,2013,9
360,4.0,10,2014,19
361,4.0,10,2015,12
362,4.0,10,2016,15
363,4.0,10,2017,18
364,4.0,10,2018,8
365,4.0,11,2011,12
366,4.0,11,2012,17
367,4.0,11,2013,7
368,4.0,11,2014,10
369,4.0,11,2015,11
370,4.0,11,2016,15
371,4.0,11,2017,9
372,4.0,12,2011,5
373,4.0,12,2012,19
374,4.0,12,2013,2
375,4.0,12,2014,9
376,4.0,12,2015,6
377,4.0,12,2016,9
378,4.0,12,2017,7
379,5.0,1,2011,7
380,5.0,1,2012,8
381,5.0,1,2013,8
382,5.0,1,2014,18
383,5.0,1,2015,15
384,5.0,1,2016,14
385,5.0,1,2017,19
386,5.0,1,2018,10
387,5.0,2,2011,20
388,5.0,2,2012,9
389,5.0,2,2013,6
390,5.0,2,2014,29
391,5.0,2,2015,17
392,5.0,2,2016,15
393,5.0,2,2017,17
394,5.0,2,2018,18
395,5.0,3,2011,5
396,5.0,3,2012,7
397,5.0,3,2013,8
398,5.0,3,2014,32
399,5.0,3,2015,20
400,5.0,3,2016,17
401,5.0,3,2017,22
402,5.0,3,2018,26
403,5.0,4,2011,9
404,5.0,4,2012,18
405,5.0,4,2013,9
406,5.0,4,2014,22
407,5.0,4,2015,22
408,5.0,4,2016,12
409,5.0,4,2017,19
410,5.0,4,2018,15
411,5.0,5,2011,16
412,5.0,5,2012,11
413,5.0,5,2013,14
414,5.0,5,2014,18
415,5.0,5,2015,26
416,5.0,5,2016,29
417,5.0,5,2017,24
418,5.0,5,2018,17
419,5.0,6,2011,19
420,5.0,6,2012,13
421,5.0,6,2013,8
422,5.0,6,2014,37
423,5.0,6,2015,25
424,5.0,6,2016,37
425,5.0,6,2017,25
426,5.0,6,2018,15
427,5.0,7,2011,15
428,5.0,7,2012,36
429,5.0,7,2013,28
430,5.0,7,2014,40
431,5.0,7,2015,46
432,5.0,7,2016,32
433,5.0,7,2017,32
434,5.0,7,2018,26
435,5.0,8,2011,20
436,5.0,8,2012,25
437,5.0,8,2013,24
438,5.0,8,2014,39
439,5.0,8,2015,39
440,5.0,8,2016,30
441,5.0,8,2017,33
442,5.0,8,2018,18
443,5.0,9,2011,15
444,5.0,9,2012,24
445,5.0,9,2013,17
446,5.0,9,2014,19
447,5.0,9,2015,48
448,5.0,9,2016,29
449,5.0,9,2017,18
450,5.0,9,2018,24
451,5.0,10,2011,6
452,5.0,10,2012,12
453,5.0,10,2013,26
454,5.0,10,2014,21
455,5.0,10,2015,44
456,5.0,10,2016,22
457,5.0,10,2017,20
458,5.0,10,2018,12
459,5.0,11,2011,9
460,5.0,11,2012,11
461,5.0,11,2013,13
462,5.0,11,2014,20
463,5.0,11,2015,25
464,5.0,11,2016,27
465,5.0,11,2017,20
466,5.0,12,2011,6
467,5.0,12,2012,6
468,5.0,12,2013,11
469,5.0,12,2014,12
470,5.0,12,2015,13
471,5.0,12,2016,21
472,5.0,12,2017,17
473,6.0,1,2011,28
474,6.0,1,2012,32
475,6.0,1,2013,21
476,6.0,1,2014,24
477,6.0,1,2015,16
478,6.0,1,2016,21
479,6.0,1,2017,29
480,6.0,1,2018,38
481,6.0,2,2011,31
482,6.0,2,2012,16
483,6.0,2,2013,28
484,6.0,2,2014,34
485,6.0,2,2015,24
486,6.0,2,2016,21
487,6.0,2,2017,33
488,6.0,2,2018,41
489,6.0,3,2011,40
490,6.0,3,2012,36
491,6.0,3,2013,29
492,6.0,3,2014,51
493,6.0,3,2015,69
494,6.0,3,2016,32
495,6.0,3,2017,35
496,6.0,3,2018,53
497,6.0,4,2011,24
498,6.0,4,2012,33
499,6.0,4,2013,26
500,6.0,4,2014,30
501,6.0,4,2015,42
502,6.0,4,2016,28
503,6.0,4,2017,34
504,6.0,4,2018,52
505,6.0,5,2011,38
506,6.0,5,2012,32
507,6.0,5,2013,32
508,6.0,5,2014,51
509,6.0,5,2015,54
510,6.0,5,2016,59
511,6.0,5,2017,44
512,6.0,5,2018,51
513,6.0,6,2011,23
514,6.0,6,2012,45
515,6.0,6,2013,42
516,6.0,6,2014,39
517,6.0,6,2015,83
518,6.0,6,2016,58
519,6.0,6,2017,48
520,6.0,6,2018,45
521,6.0,7,2011,48
522,6.0,7,2012,75
523,6.0,7,2013,43
524,6.0,7,2014,50
525,6.0,7,2015,46
526,6.0,7,2016,61
527,6.0,7,2017,68
528,6.0,7,2018,77
529,6.0,8,2011,55
530,6.0,8,2012,70
531,6.0,8,2013,36
532,6.0,8,2014,60
533,6.0,8,2015,64
534,6.0,8,2016,63
535,6.0,8,2017,98
536,6.0,8,2018,64
537,6.0,9,2011,58
538,6.0,9,2012,38
539,6.0,9,2013,62
540,6.0,9,2014,50
541,6.0,9,2015,39
542,6.0,9,2016,42
543,6.0,9,2017,73
544,6.0,9,2018,61
545,6.0,10,2011,48
546,6.0,10,2012,27
547,6.0,10,2013,60
548,6.0,10,2014,26
549,6.0,10,2015,37
550,6.0,10,2016,38
551,6.0,10,2017,50
552,6.0,10,2018,23
553,6.0,11,2011,13
554,6.0,11,2012,18
555,6.0,11,2013,25
556,6.0,11,2014,11
557,6.0,11,2015,28
558,6.0,11,2016,21
559,6.0,11,2017,36
560,6.0,12,2010,1
561,6.0,12,2011,24
562,6.0,12,2012,20
563,6.0,12,2013,28
564,6.0,12,2014,28
565,6.0,12,2015,26
566,6.0,12,2016,40
567,6.0,12,2017,21
568,7.0,1,2011,15
569,7.0,1,2012,19
570,7.0,1,2013,36
571,7.0,1,2014,90
572,7.0,1,2015,21
573,7.0,1,2016,46
574,7.0,1,2017,59
575,7.0,1,2018,48
576,7.0,2,2011,23
577,7.0,2,2012,17
578,7.0,2,2013,7
579,7.0,2,2014,107
580,7.0,2,2015,29
581,7.0,2,2016,49
582,7.0,2,2017,65
583,7.0,2,2018,31
584,7.0,3,2011,21
585,7.0,3,2012,35
586,7.0,3,2013,18
587,7.0,3,2014,150
588,7.0,3,2015,40
589,7.0,3,2016,49
590,7.0,3,2017,68
591,7.0,3,2018,47
592,7.0,4,2011,15
593,7.0,4,2012,32
594,7.0,4,2013,19
595,7.0,4,2014,82
596,7.0,4,2015,51
597,7.0,4,2016,58
598,7.0,4,2017,59
599,7.0,4,2018,46
600,7.0,5,2011,42
601,7.0,5,2012,26
602,7.0,5,2013,24
603,7.0,5,2014,115
604,7.0,5,2015,37
605,7.0,5,2016,86
606,7.0,5,2017,71
607,7.0,5,2018,70
608,7.0,6,2011,40
609,7.0,6,2012,18
610,7.0,6,2013,44
611,7.0,6,2014,114
612,7.0,6,2015,55
613,7.0,6,2016,88
614,7.0,6,2017,68
615,7.0,6,2018,64
616,7.0,7,2011,36
617,7.0,7,2012,40
618,7.0,7,2013,43
619,7.0,7,2014,80
620,7.0,7,2015,43
621,7.0,7,2016,66
622,7.0,7,2017,81
623,7.0,7,2018,63
624,7.0,8,2011,48
625,7.0,8,2012,28
626,7.0,8,2013,49
627,7.0,8,2014,86
628,7.0,8,2015,50
629,7.0,8,2016,99
630,7.0,8,2017,130
631,7.0,8,2018,81
632,7.0,9,2011,35
633,7.0,9,2012,26
634,7.0,9,2013,78
635,7.0,9,2014,108
636,7.0,9,2015,42
637,7.0,9,2016,67
638,7.0,9,2017,64
639,7.0,9,2018,61
640,7.0,10,2011,23
641,7.0,10,2012,29
642,7.0,10,2013,119
643,7.0,10,2014,77
644,7.0,10,2015,46
645,7.0,10,2016,69
646,7.0,10,2017,80
647,7.0,10,2018,33
648,7.0,11,2011,18
649,7.0,11,2012,9
650,7.0,11,2013,86
651,7.0,11,2014,65
652,7.0,11,2015,26
653,7.0,11,2016,70
654,7.0,11,2017,40
655,7.0,12,2010,3
656,7.0,12,2011,11
657,7.0,12,2012,15
658,7.0,12,2013,96
659,7.0,12,2014,45
660,7.0,12,2015,45
661,7.0,12,2016,62
662,7.0,12,2017,41
663,8.0,1,2011,11
664,8.0,1,2012,12
665,8.0,1,2013,22
666,8.0,1,2014,15
667,8.0,1,2015,9
668,8.0,1,2016,29
669,8.0,1,2017,16
670,8.0,1,2018,10
671,8.0,2,2011,15
672,8.0,2,2012,11
673,8.0,2,2013,10
674,8.0,2,2014,22
675,8.0,2,2015,14
676,8.0,2,2016,12
677,8.0,2,2017,12
678,8.0,2,2018,16
679,8.0,3,2011,13
680,8.0,3,2012,25
681,8.0,3,2013,19
682,8.0,3,2014,23
683,8.0,3,2015,18
684,8.0,3,2016,15
685,8.0,3,2017,24
686,8.0,3,2018,22
687,8.0,4,2011,27
688,8.0,4,2012,10
689,8.0,4,2013,20
690,8.0,4,2014,23
691,8.0,4,2015,19
692,8.0,4,2016,11
693,8.0,4,2017,16
694,8.0,4,2018,17
695,8.0,5,2011,20
696,8.0,5,2012,15
697,8.0,5,2013,7
698,8.0,5,2014,29
699,8.0,5,2015,26
700,8.0,5,2016,13
701,8.0,5,2017,24
702,8.0,5,2018,20
703,8.0,6,2011,13
704,8.0,6,2012,9
705,8.0,6,2013,9
706,8.0,6,2014,16
707,8.0,6,2015,13
708,8.0,6,2016,22
709,8.0,6,2017,18
710,8.0,6,2018,20
711,8.0,7,2011,17
712,8.0,7,2012,10
713,8.0,7,2013,12
714,8.0,7,2014,26
715,8.0,7,2015,9
716,8.0,7,2016,22
717,8.0,7,2017,25
718,8.0,7,2018,20
719,8.0,8,2011,23
720,8.0,8,2012,27
721,8.0,8,2013,18
722,8.0,8,2014,21
723,8.0,8,2015,21
724,8.0,8,2016,21
725,8.0,8,2017,25
726,8.0,8,2018,24
727,8.0,9,2011,16
728,8.0,9,2012,22
729,8.0,9,2013,30
730,8.0,9,2014,21
731,8.0,9,2015,20
732,8.0,9,2016,20
733,8.0,9,2017,30
734,8.0,9,2018,14
735,8.0,10,2011,13
736,8.0,10,2012,14
737,8.0,10,2013,21
738,8.0,10,2014,17
739,8.0,10,2015,9
740,8.0,10,2016,25
741,8.0,10,2017,18
742,8.0,10,2018,10
743,8.0,11,2011,14
744,8.0,11,2012,11
745,8.0,11,2013,11
746,8.0,11,2014,11
747,8.0,11,2015,20
748,8.0,11,2016,16
749,8.0,11,2017,20
750,8.0,12,2011,13
751,8.0,12,2012,20
752,8.0,12,2013,9
753,8.0,12,2014,11
754,8.0,12,2015,14
755,8.0,12,2016,16
756,8.0,12,2017,15
757,9.0,1,2011,2
758,9.0,1,2013,4
759,9.0,1,2014,1
760,9.0,1,2015,3
761,9.0,1,2016,1
762,9.0,1,2018,2
763,9.0,2,2011,1
764,9.0,2,2013,2
765,9.0,2,2014,2
766,9.0,2,2015,4
767,9.0,2,2017,2
768,9.0,2,2018,1
769,9.0,3,2011,3
770,9.0,3,2013,1
771,9.0,3,2014,6
772,9.0,3,2015,3
773,9.0,3,2016,6
774,9.0,3,2017,1
775,9.0,3,2018,3
776,9.0,4,2011,3
777,9.0,4,2012,4
778,9.0,4,2013,5
779,9.0,4,2014,1
780,9.0,4,2015,5
781,9.0,4,2016,3
782,9.0,4,2017,2
783,9.0,4,2018,2
784,9.0,5,2011,2
785,9.0,5,2012,4
786,9.0,5,2013,8
787,9.0,5,2014,3
788,9.0,5,2015,6
789,9.0,5,2018,10
790,9.0,6,2011,9
791,9.0,6,2012,3
792,9.0,6,2013,8
793,9.0,6,2014,8
794,9.0,6,2015,9
795,9.0,6,2016,4
796,9.0,6,2017,5
797,9.0,6,2018,4
798,9.0,7,2011,4
799,9.0,7,2012,10
800,9.0,7,2013,16
801,9.0,7,2014,11
802,9.0,7,2015,1
803,9.0,7,2016,3
804,9.0,7,2017,1
805,9.0,7,2018,1
806,9.0,8,2011,1
807,9.0,8,2012,6
808,9.0,8,2013,4
809,9.0,8,2014,5
810,9.0,8,2015,2
811,9.0,8,2017,1
812,9.0,8,2018,2
813,9.0,9,2011,7
814,9.0,9,2012,10
815,9.0,9,2013,3
816,9.0,9,2014,8
817,9.0,9,2015,2
818,9.0,9,2016,1
819,9.0,9,2017,1
820,9.0,9,2018,1
821,9.0,10,2011,8
822,9.0,10,2012,5
823,9.0,10,2013,3
824,9.0,10,2014,10
825,9.0,10,2015,1
826,9.0,10,2017,4
827,9.0,11,2012,2
828,9.0,11,2013,2
829,9.0,11,2014,2
830,9.0,11,2015,3
831,9.0,11,2016,1
832,9.0,11,2017,1
833,9.0,12,2010,1
834,9.0,12,2011,1
835,9.0,12,2012,3
836,9.0,12,2013,2
837,9.0,12,2016,2
838,9.0,12,2017,3
839,10.0,1,2011,6
840,10.0,1,2012,6
841,10.0,1,2013,4
842,10.0,1,2014,15
843,10.0,1,2015,6
844,10.0,1,2016,7
845,10.0,1,2017,4
846,10.0,1,2018,6
847,10.0,2,2011,11
848,10.0,2,2012,10
849,10.0,2,2013,9
850,10.0,2,2014,11
851,10.0,2,2015,9
852,10.0,2,2016,5
853,10.0,2,2017,4
854,10.0,2,2018,9
855,10.0,3,2011,13
856,10.0,3,2012,7
857,10.0,3,2013,14
858,10.0,3,2014,17
859,10.0,3,2015,11
860,10.0,3,2016,12
861,10.0,3,2017,7
862,10.0,3,2018,2
863,10.0,4,2011,11
864,10.0,4,2012,18
865,10.0,4,2013,19
866,10.0,4,2014,20
867,10.0,4,2015,15
868,10.0,4,2016,10
869,10.0,4,2017,7
870,10.0,4,2018,1
871,10.0,5,2011,24
872,10.0,5,2012,46
873,10.0,5,2013,56
874,10.0,5,2014,28
875,10.0,5,2015,21
876,10.0,5,2016,25
877,10.0,5,2017,18
878,10.0,5,2018,11
879,10.0,6,2011,26
880,10.0,6,2012,33
881,10.0,6,2013,52
882,10.0,6,2014,23
883,10.0,6,2015,12
884,10.0,6,2016,20
885,10.0,6,2017,12
886,10.0,6,2018,22
887,10.0,7,2011,28
888,10.0,7,2012,27
889,10.0,7,2013,56
890,10.0,7,2014,25
891,10.0,7,2015,20
892,10.0,7,2016,20
893,10.0,7,2017,22
894,10.0,7,2018,12
895,10.0,8,2011,35
896,10.0,8,2012,48
897,10.0,8,2013,37
898,10.0,8,2014,24
899,10.0,8,2015,10
900,10.0,8,2016,14
901,10.0,8,2017,12
902,10.0,8,2018,15
903,10.0,9,2011,27
904,10.0,9,2012,32
905,10.0,9,2013,32
906,10.0,9,2014,17
907,10.0,9,2015,16
908,10.0,9,2016,11
909,10.0,9,2017,15
910,10.0,9,2018,14
911,10.0,10,2011,18
912,10.0,10,2012,18
913,10.0,10,2013,15
914,10.0,10,2014,16
915,10.0,10,2015,6
916,10.0,10,2016,16
917,10.0,10,2017,5
918,10.0,10,2018,5
919,10.0,11,2011,10
920,10.0,11,2012,9
921,10.0,11,2013,20
922,10.0,11,2014,9
923,10.0,11,2015,7
924,10.0,11,2016,6
925,10.0,11,2017,6
926,10.0,12,2010,1
927,10.0,12,2011,4
928,10.0,12,2012,12
929,10.0,12,2013,5
930,10.0,12,2014,7
931,10.0,12,2015,4
932,10.0,12,2016,7
933,10.0,12,2017,12
934,11.0,1,2011,6
935,11.0,1,2012,7
936,11.0,1,2013,8
937,11.0,1,2014,3
938,11.0,1,2015,2
939,11.0,1,2016,4
940,11.0,1,2017,4
941,11.0,1,2018,5
942,11.0,2,2011,7
943,11.0,2,2012,3
944,11.0,2,2013,7
945,11.0,2,2014,12
946,11.0,2,2015,18
947,11.0,2,2016,2
948,11.0,2,2017,9
949,11.0,2,2018,8
950,11.0,3,2011,7
951,11.0,3,2012,4
952,11.0,3,2013,5
953,11.0,3,2014,11
954,11.0,3,2015,8
955,11.0,3,2016,5
956,11.0,3,2017,7
957,11.0,3,2018,4
958,11.0,4,2011,11
959,11.0,4,2012,10
960,11.0,4,2013,5
961,11.0,4,2014,10
962,11.0,4,2015,8
963,11.0,4,2016,23
964,11.0,4,2017,7
965,11.0,4,2018,11
966,11.0,5,2011,24
967,11.0,5,2012,12
968,11.0,5,2013,6
969,11.0,5,2014,5
970,11.0,5,2015,13
971,11.0,5,2016,12
972,11.0,5,2017,14
973,11.0,5,2018,13
974,11.0,6,2011,33
975,11.0,6,2012,11
976,11.0,6,2013,14
977,11.0,6,2014,9
978,11.0,6,2015,10
979,11.0,6,2016,20
980,11.0,6,2017,20
981,11.0,6,2018,14
982,11.0,7,2011,16
983,11.0,7,2012,14
984,11.0,7,2013,14
985,11.0,7,2014,15
986,11.0,7,2015,12
987,11.0,7,2016,12
988,11.0,7,2017,12
989,11.0,7,2018,10
990,11.0,8,2011,20
991,11.0,8,2012,26
992,11.0,8,2013,20
993,11.0,8,2014,16
994,11.0,8,2015,25
995,11.0,8,2016,18
996,11.0,8,2017,20
997,11.0,8,2018,13
998,11.0,9,2011,14
999,11.0,9,2012,13
1000,11.0,9,2013,12
1001,11.0,9,2014,6
1002,11.0,9,2015,12
1003,11.0,9,2016,14
1004,11.0,9,2017,9
1005,11.0,9,2018,12
1006,11.0,10,2011,6
1007,11.0,10,2012,13
1008,11.0,10,2013,6
1009,11.0,10,2014,4
1010,11.0,10,2015,8
1011,11.0,10,2016,11
1012,11.0,10,2017,8
1013,11.0,10,2018,2
1014,11.0,11,2011,6
1015,11.0,11,2012,2
1016,11.0,11,2013,3
1017,11.0,11,2014,7
1018,11.0,11,2015,9
1019,11.0,11,2016,6
1020,11.0,11,2017,11
1021,11.0,12,2010,1
1022,11.0,12,2011,2
1023,11.0,12,2012,3
1024,11.0,12,2013,4
1025,11.0,12,2014,3
1026,11.0,12,2015,9
1027,11.0,12,2016,3
1028,11.0,12,2017,12
1029,12.0,1,2011,1
1030,12.0,1,2012,2
1031,12.0,1,2013,1
1032,12.0,1,2014,4
1033,12.0,1,2015,6
1034,12.0,1,2016,7
1035,12.0,1,2017,1
1036,12.0,2,2011,3
1037,12.0,2,2014,3
1038,12.0,2,2015,4
1039,12.0,2,2016,2
1040,12.0,2,2017,7
1041,12.0,2,2018,9
1042,12.0,3,2011,1
1043,12.0,3,2012,8
1044,12.0,3,2013,3
1045,12.0,3,2014,7
1046,12.0,3,2015,2
1047,12.0,3,2016,13
1048,12.0,3,2017,3
1049,12.0,3,2018,2
1050,12.0,4,2011,2
1051,12.0,4,2012,6
1052,12.0,4,2013,6
1053,12.0,4,2014,5
1054,12.0,4,2015,4
1055,12.0,4,2016,3
1056,12.0,4,2017,6
1057,12.0,4,2018,5
1058,12.0,5,2011,7
1059,12.0,5,2012,8
1060,12.0,5,2013,9
1061,12.0,5,2014,8
1062,12.0,5,2015,8
1063,12.0,5,2016,16
1064,12.0,5,2017,7
1065,12.0,5,2018,3
1066,12.0,6,2011,7
1067,12.0,6,2012,14
1068,12.0,6,2013,12
1069,12.0,6,2014,8
1070,12.0,6,2015,7
1071,12.0,6,2016,8
1072,12.0,6,2017,5
1073,12.0,6,2018,9
1074,12.0,7,2011,2
1075,12.0,7,2012,5
1076,12.0,7,2013,8
1077,12.0,7,2014,16
1078,12.0,7,2015,8
1079,12.0,7,2016,3
1080,12.0,7,2017,4
1081,12.0,7,2018,9
1082,12.0,8,2011,10
1083,12.0,8,2012,10
1084,12.0,8,2013,12
1085,12.0,8,2014,6
1086,12.0,8,2015,7
1087,12.0,8,2016,7
1088,12.0,8,2017,9
1089,12.0,8,2018,4
1090,12.0,9,2011,4
1091,12.0,9,2012,3
1092,12.0,9,2013,13
1093,12.0,9,2014,4
1094,12.0,9,2015,2
1095,12.0,9,2016,7
1096,12.0,9,2017,4
1097,12.0,9,2018,12
1098,12.0,10,2011,5
1099,12.0,10,2012,6
1100,12.0,10,2013,5
1101,12.0,10,2014,3
1102,12.0,10,2015,4
1103,12.0,10,2016,5
1104,12.0,10,2017,3
1105,12.0,10,2018,4
1106,12.0,11,2011,4
1107,12.0,11,2012,2
1108,12.0,11,2013,2
1109,12.0,11,2014,1
1110,12.0,11,2015,3
1111,12.0,11,2016,4
1112,12.0,11,2017,3
1113,12.0,12,2010,1
1114,12.0,12,2011,3
1115,12.0,12,2012,2
1116,12.0,12,2013,3
1117,12.0,12,2014,5
1118,12.0,12,2015,5
1119,12.0,12,2016,1
1120,12.0,12,2017,6
1121,13.0,1,2011,3
1122,13.0,1,2012,10
1123,13.0,1,2013,8
1124,13.0,1,2014,6
1125,13.0,1,2015,1
1126,13.0,1,2016,8
1127,13.0,1,2017,6
1128,13.0,1,2018,1
1129,13.0,2,2011,7
1130,13.0,2,2012,17
1131,13.0,2,2013,9
1132,13.0,2,2014,4
1133,13.0,2,2015,11
1134,13.0,2,2016,3
1135,13.0,2,2017,4
1136,13.0,2,2018,8
1137,13.0,3,2011,7
1138,13.0,3,2012,9
1139,13.0,3,2013,14
1140,13.0,3,2014,6
1141,13.0,3,2015,12
1142,13.0,3,2016,10
1143,13.0,3,2017,12
1144,13.0,3,2018,14
1145,13.0,4,2011,5
1146,13.0,4,2012,7
1147,13.0,4,2013,9
1148,13.0,4,2014,8
1149,13.0,4,2015,6
1150,13.0,4,2016,7
1151,13.0,4,2017,5
1152,13.0,4,2018,3
1153,13.0,5,2011,20
1154,13.0,5,2012,5
1155,13.0,5,2013,12
1156,13.0,5,2014,6
1157,13.0,5,2015,13
1158,13.0,5,2016,39
1159,13.0,5,2017,14
1160,13.0,5,2018,14
1161,13.0,6,2011,9
1162,13.0,6,2012,19
1163,13.0,6,2013,22
1164,13.0,6,2014,10
1165,13.0,6,2015,23
1166,13.0,6,2016,21
1167,13.0,6,2017,11
1168,13.0,6,2018,3
1169,13.0,7,2011,10
1170,13.0,7,2012,6
1171,13.0,7,2013,18
1172,13.0,7,2014,12
1173,13.0,7,2015,10
1174,13.0,7,2016,23
1175,13.0,7,2017,5
1176,13.0,7,2018,9
1177,13.0,8,2011,11
1178,13.0,8,2012,1
1179,13.0,8,2013,7
1180,13.0,8,2014,5
1181,13.0,8,2015,10
1182,13.0,8,2016,21
1183,13.0,8,2017,13
1184,13.0,8,2018,13
1185,13.0,9,2011,8
1186,13.0,9,2012,11
1187,13.0,9,2013,7
1188,13.0,9,2014,7
1189,13.0,9,2015,8
1190,13.0,9,2016,14
1191,13.0,9,2017,11
1192,13.0,9,2018,12
1193,13.0,10,2011,10
1194,13.0,10,2012,17
1195,13.0,10,2013,5
1196,13.0,10,2014,12
1197,13.0,10,2015,7
1198,13.0,10,2016,9
1199,13.0,10,2017,5
1200,13.0,10,2018,5
1201,13.0,11,2011,2
1202,13.0,11,2012,6
1203,13.0,11,2013,9
1204,13.0,11,2014,4
1205,13.0,11,2015,5
1206,13.0,11,2016,5
1207,13.0,11,2017,6
1208,13.0,12,2010,1
1209,13.0,12,2011,4
1210,13.0,12,2012,2
1211,13.0,12,2013,2
1212,13.0,12,2014,2
1213,13.0,12,2015,8
1214,13.0,12,2016,8
1215,13.0,12,2017,1
1216,14.0,1,2011,9
1217,14.0,1,2012,18
1218,14.0,1,2013,28
1219,14.0,1,2014,11
1220,14.0,1,2015,11
1221,14.0,1,2016,11
1222,14.0,1,2017,13
1223,14.0,1,2018,11
1224,14.0,2,2011,28
1225,14.0,2,2012,13
1226,14.0,2,2013,20
1227,14.0,2,2014,13
1228,14.0,2,2015,30
1229,14.0,2,2016,20
1230,14.0,2,2017,22
1231,14.0,2,2018,17
1232,14.0,3,2011,22
1233,14.0,3,2012,12
1234,14.0,3,2013,27
1235,14.0,3,2014,18
1236,14.0,3,2015,25
1237,14.0,3,2016,29
1238,14.0,3,2017,38
1239,14.0,3,2018,18
1240,14.0,4,2011,18
1241,14.0,4,2012,17
1242,14.0,4,2013,31
1243,14.0,4,2014,20
1244,14.0,4,2015,29
1245,14.0,4,2016,23
1246,14.0,4,2017,30
1247,14.0,4,2018,13
1248,14.0,5,2010,1
1249,14.0,5,2011,23
1250,14.0,5,2012,35
1251,14.0,5,2013,33
1252,14.0,5,2014,19
1253,14.0,5,2015,30
1254,14.0,5,2016,40
1255,14.0,5,2017,29
1256,14.0,5,2018,17
1257,14.0,6,2011,15
1258,14.0,6,2012,26
1259,14.0,6,2013,36
1260,14.0,6,2014,25
1261,14.0,6,2015,26
1262,14.0,6,2016,35
1263,14.0,6,2017,20
1264,14.0,6,2018,24
1265,14.0,7,2011,10
1266,14.0,7,2012,19
1267,14.0,7,2013,31
1268,14.0,7,2014,31
1269,14.0,7,2015,34
1270,14.0,7,2016,43
1271,14.0,7,2017,43
1272,14.0,7,2018,30
1273,14.0,8,2011,19
1274,14.0,8,2012,30
1275,14.0,8,2013,26
1276,14.0,8,2014,21
1277,14.0,8,2015,37
1278,14.0,8,2016,35
1279,14.0,8,2017,64
1280,14.0,8,2018,27
1281,14.0,9,2011,10
1282,14.0,9,2012,27
1283,14.0,9,2013,33
1284,14.0,9,2014,14
1285,14.0,9,2015,27
1286,14.0,9,2016,23
1287,14.0,9,2017,21
1288,14.0,9,2018,21
1289,14.0,10,2011,7
1290,14.0,10,2012,24
1291,14.0,10,2013,29
1292,14.0,10,2014,25
1293,14.0,10,2015,16
1294,14.0,10,2016,14
1295,14.0,10,2017,15
1296,14.0,10,2018,10
1297,14.0,11,2011,8
1298,14.0,11,2012,13
1299,14.0,11,2013,16
1300,14.0,11,2014,22
1301,14.0,11,2015,15
1302,14.0,11,2016,11
1303,14.0,11,2017,21
1304,14.0,12,2011,11
1305,14.0,12,2012,21
1306,14.0,12,2013,7
1307,14.0,12,2014,23
1308,14.0,12,2015,19
1309,14.0,12,2016,15
1310,14.0,12,2017,6
1311,15.0,1,2011,19
1312,15.0,1,2012,19
1313,15.0,1,2013,11
1314,15.0,1,2014,38
1315,15.0,1,2015,19
1316,15.0,1,2016,18
1317,15.0,1,2017,20
1318,15.0,1,2018,12
1319,15.0,2,2011,50
