,Community,Year,Count
1362,76,2002,1670
1363,76,2003,2194
1364,76,2004,2080
1365,76,2005,2001
1366,76,2006,2508
1367,76,2007,2447
1368,76,2008,2320
1369,76,2009,2024
1370,76,2010,1876
1371,76,2011,1920
1372,76,2012,1827
1373,76,2013,2127
1374,76,2014,2001
1375,76,2015,1588
1376,76,2016,1729
1377,76,2017,1632
1378,76,2018,1203
1379,77,2001,45
1380,77,2002,3684
1381,77,2003,4754
1382,77,2004,4880
1383,77,2005,4983
1384,77,2006,4694
1385,77,2007,4239
1386,77,2008,4116
1387,77,2009,3580
1388,77,2010,3667
1389,77,2011,3332
1390,77,2012,3265
1391,77,2013,2710
1392,77,2014,2306
1393,77,2015,2197
1394,77,2016,2335
1395,77,2017,2564
1396,77,2018,2076
