,Year,month,time,Community,crime_count,Street_lights,Sanitation_request,building_abandon,Total,asian,Black,hispanic,white,other 
13573,2013,9,afternoon,55,15,10,5,2,9151,0,447,4582,4105,17
13574,2013,9,afternoon,56,56,52,8,2,35542,311,1431,17270,16214,316
13575,2013,9,afternoon,57,38,17,8,3,13259,441,79,10197,2482,60
13576,2013,9,afternoon,58,70,32,9,9,44231,3253,453,37468,2798,259
13577,2013,9,afternoon,59,24,14,7,2,16064,2918,145,10095,2660,246
13578,2013,9,afternoon,6,161,32,62,2,99876,6735,3320,8099,78859,2863
13579,2013,9,afternoon,60,42,17,23,1,32853,12214,863,8175,10982,619
13580,2013,9,afternoon,61,172,50,25,35,41178,993,9495,25278,5010,402
13581,2013,9,afternoon,62,32,30,5,33,19932,308,213,16566,2840,5
13582,2013,9,afternoon,63,63,27,17,8,40926,191,1352,37904,1432,47
13583,2013,9,afternoon,64,22,58,10,0,25200,361,340,12527,11672,300
13584,2013,9,afternoon,65,66,42,8,1,33595,193,1154,27169,5008,71
13585,2013,9,afternoon,66,186,86,38,25,54265,304,25023,26109,1973,856
13586,2013,9,afternoon,67,252,47,57,69,30798,6,28249,1890,244,409
13587,2013,9,afternoon,68,200,43,40,80,26020,62,24690,756,204,308
13588,2013,9,afternoon,69,200,44,26,35,32461,5,31301,387,431,337
13589,2013,9,afternoon,7,144,24,78,5,67260,4243,3134,4675,53151,2057
13590,2013,9,afternoon,70,79,54,30,2,43283,314,20721,16374,5044,830
13591,2013,9,afternoon,71,235,114,65,13,45770,153,44267,614,257,479
13592,2013,9,afternoon,72,31,60,4,18,20836,89,7047,1200,12043,457
13593,2013,9,afternoon,73,117,79,39,13,27055,8,25981,324,170,572
13594,2013,9,afternoon,74,13,19,2,2,19029,368,589,2090,15730,252
13595,2013,9,afternoon,75,75,68,8,6,23019,45,15252,805,6313,604
13596,2013,9,afternoon,76,53,2,1,6,12902,1407,231,1127,9475,662
13597,2013,9,afternoon,77,74,19,12,1,55430,6430,7592,9081,30615,1712
13598,2013,9,afternoon,8,268,28,30,0,86343,9906,7376,4627,62243,2191
13599,2013,9,afternoon,9,4,11,3,0,11150,241,148,752,9893,116
13600,2013,9,evening,1,115,23,29,0,55500,3205,14455,12383,23604,1853
13601,2013,9,evening,10,42,21,32,0,36002,1170,169,4202,29644,817
13602,2013,9,evening,11,44,36,12,0,26755,2597,274,6125,17155,604
13603,2013,9,evening,12,11,20,13,1,18631,1971,169,2439,13655,397
13604,2013,9,evening,13,37,9,7,3,18743,5121,448,3092,9642,440
13605,2013,9,evening,14,78,28,33,4,51575,7883,2337,24892,14932,1531
13606,2013,9,evening,15,119,76,27,4,64523,2946,863,27576,31778,1360
13607,2013,9,evening,16,86,46,31,1,55417,4579,1543,24733,22975,1587
13608,2013,9,evening,17,56,46,13,1,43444,1755,895,12559,27862,373
13609,2013,9,evening,18,15,13,6,4,12992,519,582,7585,4032,274
13610,2013,9,evening,19,140,101,32,7,78155,1336,2196,62968,10879,776
13611,2013,9,evening,2,131,48,27,5,73723,16641,8936,13366,31806,2974
13612,2013,9,evening,20,57,10,20,3,24450,384,502,21321,1900,343
13613,2013,9,evening,21,73,18,23,3,38191,1340,800,23368,11898,785
13614,2013,9,evening,22,168,42,73,2,74606,2234,3556,33868,33354,1594
13615,2013,9,evening,23,298,40,54,23,56248,305,20912,30847,3258,926
13616,2013,9,evening,24,216,73,70,2,84458,3373,6551,22477,49729,2328
13617,2013,9,evening,25,558,141,48,52,97611,475,79668,12270,4407,791
13618,2013,9,evening,26,172,21,34,29,17490,33,16705,362,277,113
13619,2013,9,evening,27,199,21,23,22,20234,80,18155,712,1079,208
13620,2013,9,evening,28,197,41,51,4,62560,10267,18559,6105,26071,1558
13621,2013,9,evening,29,241,28,23,25,35423,83,31112,2897,796,535
13622,2013,9,evening,3,108,5,22,2,56296,5773,10970,7468,30456,1629
13623,2013,9,evening,30,165,42,19,6,73983,201,8831,62126,2545,280
13624,2013,9,evening,31,68,21,21,1,32998,718,1258,25699,4955,368
13625,2013,9,evening,32,145,15,7,2,35010,6162,4003,2115,21691,1039
13626,2013,9,evening,33,54,7,5,1,23190,5375,5488,1243,10433,651
13627,2013,9,evening,34,32,2,3,0,13635,10278,1248,408,1572,129
13628,2013,9,evening,35,72,10,3,1,20559,2639,14460,649,2356,455
13629,2013,9,evening,36,25,4,3,2,6474,124,5949,240,125,36
13630,2013,9,evening,37,29,7,2,5,2377,0,2170,124,83,0
13631,2013,9,evening,38,103,3,22,9,22634,89,21054,373,570,548
13632,2013,9,evening,39,57,11,5,6,17074,1440,11690,503,2925,516
13633,2013,9,evening,4,64,11,14,1,41483,4608,1394,7284,26554,1643
13634,2013,9,evening,40,116,4,9,12,11868,14,11199,216,48,391
13635,2013,9,evening,41,43,25,6,2,26573,3249,7621,2101,12539,1063
13636,2013,9,evening,42,109,27,21,16,26024,797,21891,775,2062,499
13637,2013,9,evening,43,320,48,49,13,48552,124,45464,845,1326,793
13638,2013,9,evening,44,182,75,29,7,30946,93,29792,311,459,291
13639,2013,9,evening,45,31,62,3,13,9840,19,9617,68,37,99
13640,2013,9,evening,46,155,39,32,28,27601,16,20826,5810,672,277
13641,2013,9,evening,47,12,15,1,4,2442,0,2419,0,11,12
13642,2013,9,evening,48,40,61,8,5,13306,12,12566,465,161,102
13643,2013,9,evening,49,211,84,37,50,42327,169,40798,396,417,547
13644,2013,9,evening,5,55,19,17,1,34942,1563,713,4378,26996,1292
13645,2013,9,evening,50,28,13,2,3,6620,43,5474,335,633,135
13646,2013,9,evening,51,69,23,8,4,14635,1,9575,4139,781,139
13647,2013,9,evening,52,43,12,8,2,23013,66,562,18409,3938,38
13648,2013,9,evening,53,143,45,46,38,27572,70,25520,1488,281,213
13649,2013,9,evening,54,49,3,34,29,7382,26,6926,265,135,30
13650,2013,9,evening,55,19,10,5,2,9151,0,447,4582,4105,17
13651,2013,9,evening,56,61,52,8,2,35542,311,1431,17270,16214,316
13652,2013,9,evening,57,26,17,8,3,13259,441,79,10197,2482,60
13653,2013,9,evening,58,67,32,9,9,44231,3253,453,37468,2798,259
13654,2013,9,evening,59,23,14,7,2,16064,2918,145,10095,2660,246
13655,2013,9,evening,6,194,32,62,2,99876,6735,3320,8099,78859,2863
13656,2013,9,evening,60,68,17,23,1,32853,12214,863,8175,10982,619
13657,2013,9,evening,61,153,50,25,35,41178,993,9495,25278,5010,402
13658,2013,9,evening,62,31,30,5,33,19932,308,213,16566,2840,5
13659,2013,9,evening,63,72,27,17,8,40926,191,1352,37904,1432,47
13660,2013,9,evening,64,31,58,10,0,25200,361,340,12527,11672,300
13661,2013,9,evening,65,61,42,8,1,33595,193,1154,27169,5008,71
13662,2013,9,evening,66,225,86,38,25,54265,304,25023,26109,1973,856
13663,2013,9,evening,67,225,47,57,69,30798,6,28249,1890,244,409
13664,2013,9,evening,68,189,43,40,80,26020,62,24690,756,204,308
13665,2013,9,evening,69,188,44,26,35,32461,5,31301,387,431,337
13666,2013,9,evening,7,124,24,78,5,67260,4243,3134,4675,53151,2057
13667,2013,9,evening,70,72,54,30,2,43283,314,20721,16374,5044,830
13668,2013,9,evening,71,241,114,65,13,45770,153,44267,614,257,479
13669,2013,9,evening,72,24,60,4,18,20836,89,7047,1200,12043,457
13670,2013,9,evening,73,101,79,39,13,27055,8,25981,324,170,572
13671,2013,9,evening,74,14,19,2,2,19029,368,589,2090,15730,252
13672,2013,9,evening,75,67,68,8,6,23019,45,15252,805,6313,604
13673,2013,9,evening,76,41,2,1,6,12902,1407,231,1127,9475,662
13674,2013,9,evening,77,75,19,12,1,55430,6430,7592,9081,30615,1712
13675,2013,9,evening,8,218,28,30,0,86343,9906,7376,4627,62243,2191
13676,2013,9,evening,9,7,11,3,0,11150,241,148,752,9893,116
13677,2013,9,morning,1,65,23,29,0,55500,3205,14455,12383,23604,1853
13678,2013,9,morning,10,22,21,32,0,36002,1170,169,4202,29644,817
13679,2013,9,morning,11,19,36,12,0,26755,2597,274,6125,17155,604
13680,2013,9,morning,12,8,20,13,1,18631,1971,169,2439,13655,397
13681,2013,9,morning,13,22,9,7,3,18743,5121,448,3092,9642,440
13682,2013,9,morning,14,39,28,33,4,51575,7883,2337,24892,14932,1531
13683,2013,9,morning,15,56,76,27,4,64523,2946,863,27576,31778,1360
13684,2013,9,morning,16,65,46,31,1,55417,4579,1543,24733,22975,1587
13685,2013,9,morning,17,31,46,13,1,43444,1755,895,12559,27862,373
13686,2013,9,morning,18,7,13,6,4,12992,519,582,7585,4032,274
13687,2013,9,morning,19,92,101,32,7,78155,1336,2196,62968,10879,776
13688,2013,9,morning,2,67,48,27,5,73723,16641,8936,13366,31806,2974
13689,2013,9,morning,20,35,10,20,3,24450,384,502,21321,1900,343
13690,2013,9,morning,21,48,18,23,3,38191,1340,800,23368,11898,785
13691,2013,9,morning,22,113,42,73,2,74606,2234,3556,33868,33354,1594
13692,2013,9,morning,23,190,40,54,23,56248,305,20912,30847,3258,926
13693,2013,9,morning,24,155,73,70,2,84458,3373,6551,22477,49729,2328
13694,2013,9,morning,25,389,141,48,52,97611,475,79668,12270,4407,791
13695,2013,9,morning,26,127,21,34,29,17490,33,16705,362,277,113
13696,2013,9,morning,27,114,21,23,22,20234,80,18155,712,1079,208
13697,2013,9,morning,28,185,41,51,4,62560,10267,18559,6105,26071,1558
13698,2013,9,morning,29,210,28,23,25,35423,83,31112,2897,796,535
13699,2013,9,morning,3,81,5,22,2,56296,5773,10970,7468,30456,1629
13700,2013,9,morning,30,82,42,19,6,73983,201,8831,62126,2545,280
13701,2013,9,morning,31,59,21,21,1,32998,718,1258,25699,4955,368
13702,2013,9,morning,32,141,15,7,2,35010,6162,4003,2115,21691,1039
13703,2013,9,morning,33,38,7,5,1,23190,5375,5488,1243,10433,651
13704,2013,9,morning,34,25,2,3,0,13635,10278,1248,408,1572,129
13705,2013,9,morning,35,58,10,3,1,20559,2639,14460,649,2356,455
13706,2013,9,morning,36,17,4,3,2,6474,124,5949,240,125,36
13707,2013,9,morning,37,11,7,2,5,2377,0,2170,124,83,0
13708,2013,9,morning,38,59,3,22,9,22634,89,21054,373,570,548
13709,2013,9,morning,39,50,11,5,6,17074,1440,11690,503,2925,516
13710,2013,9,morning,4,46,11,14,1,41483,4608,1394,7284,26554,1643
13711,2013,9,morning,40,74,4,9,12,11868,14,11199,216,48,391
13712,2013,9,morning,41,52,25,6,2,26573,3249,7621,2101,12539,1063
13713,2013,9,morning,42,81,27,21,16,26024,797,21891,775,2062,499
13714,2013,9,morning,43,199,48,49,13,48552,124,45464,845,1326,793
13715,2013,9,morning,44,139,75,29,7,30946,93,29792,311,459,291
13716,2013,9,morning,45,33,62,3,13,9840,19,9617,68,37,99
13717,2013,9,morning,46,103,39,32,28,27601,16,20826,5810,672,277
13718,2013,9,morning,47,2,15,1,4,2442,0,2419,0,11,12
13719,2013,9,morning,48,35,61,8,5,13306,12,12566,465,161,102
13720,2013,9,morning,49,165,84,37,50,42327,169,40798,396,417,547
13721,2013,9,morning,5,25,19,17,1,34942,1563,713,4378,26996,1292
13722,2013,9,morning,50,25,13,2,3,6620,43,5474,335,633,135
13723,2013,9,morning,51,50,23,8,4,14635,1,9575,4139,781,139
13724,2013,9,morning,52,31,12,8,2,23013,66,562,18409,3938,38
13725,2013,9,morning,53,93,45,46,38,27572,70,25520,1488,281,213
13726,2013,9,morning,54,28,3,34,30,7382,26,6926,265,135,30
13727,2013,9,morning,55,17,10,5,2,9151,0,447,4582,4105,17
13728,2013,9,morning,56,43,52,8,2,35542,311,1431,17270,16214,316
13729,2013,9,morning,57,24,17,8,3,13259,441,79,10197,2482,60
13730,2013,9,morning,58,40,32,9,9,44231,3253,453,37468,2798,259
13731,2013,9,morning,59,20,14,7,2,16064,2918,145,10095,2660,246
13732,2013,9,morning,6,109,32,62,2,99876,6735,3320,8099,78859,2863
13733,2013,9,morning,60,32,17,23,1,32853,12214,863,8175,10982,619
13734,2013,9,morning,61,108,50,25,35,41178,993,9495,25278,5010,402
13735,2013,9,morning,62,34,30,5,33,19932,308,213,16566,2840,5
13736,2013,9,morning,63,47,27,17,8,40926,191,1352,37904,1432,47
13737,2013,9,morning,64,19,58,10,0,25200,361,340,12527,11672,300
13738,2013,9,morning,65,27,42,8,1,33595,193,1154,27169,5008,71
13739,2013,9,morning,66,142,86,38,25,54265,304,25023,26109,1973,856
13740,2013,9,morning,67,185,47,57,69,30798,6,28249,1890,244,409
13741,2013,9,morning,68,159,43,40,80,26020,62,24690,756,204,308
13742,2013,9,morning,69,144,44,26,35,32461,5,31301,387,431,337
13743,2013,9,morning,7,74,24,78,6,67260,4243,3134,4675,53151,2057
13744,2013,9,morning,70,49,54,30,2,43283,314,20721,16374,5044,830
13745,2013,9,morning,71,140,114,65,13,45770,153,44267,614,257,479
13746,2013,9,morning,72,25,60,4,18,20836,89,7047,1200,12043,457
13747,2013,9,morning,73,73,79,39,13,27055,8,25981,324,170,572
13748,2013,9,morning,74,16,19,2,2,19029,368,589,2090,15730,252
13749,2013,9,morning,75,50,68,8,6,23019,45,15252,805,6313,604
13750,2013,9,morning,76,54,2,1,6,12902,1407,231,1127,9475,662
13751,2013,9,morning,77,52,19,12,1,55430,6430,7592,9081,30615,1712
13752,2013,9,morning,8,144,28,30,0,86343,9906,7376,4627,62243,2191
13753,2013,9,morning,9,6,11,3,0,11150,241,148,752,9893,116
13754,2013,9,night,1,55,23,29,0,55500,3205,14455,12383,23604,1853
13755,2013,9,night,10,21,21,32,0,36002,1170,169,4202,29644,817
13756,2013,9,night,11,18,36,12,0,26755,2597,274,6125,17155,604
13757,2013,9,night,12,19,20,13,1,18631,1971,169,2439,13655,397
13758,2013,9,night,13,16,9,7,3,18743,5121,448,3092,9642,440
13759,2013,9,night,14,59,28,33,4,51575,7883,2337,24892,14932,1531
13760,2013,9,night,15,70,76,27,4,64523,2946,863,27576,31778,1360
13761,2013,9,night,16,48,46,31,1,55417,4579,1543,24733,22975,1587
13762,2013,9,night,17,24,46,13,1,43444,1755,895,12559,27862,373
13763,2013,9,night,18,13,13,6,4,12992,519,582,7585,4032,274
13764,2013,9,night,19,82,101,32,7,78155,1336,2196,62968,10879,776
13765,2013,9,night,2,55,48,27,5,73723,16641,8936,13366,31806,2974
13766,2013,9,night,20,25,10,20,3,24450,384,502,21321,1900,343
13767,2013,9,night,21,41,18,23,3,38191,1340,800,23368,11898,785
13768,2013,9,night,22,78,42,73,2,74606,2234,3556,33868,33354,1594
13769,2013,9,night,23,118,40,54,23,56248,305,20912,30847,3258,926
13770,2013,9,night,24,163,73,70,2,84458,3373,6551,22477,49729,2328
13771,2013,9,night,25,301,141,48,52,97611,475,79668,12270,4407,791
13772,2013,9,night,26,72,21,34,29,17490,33,16705,362,277,113
13773,2013,9,night,27,80,21,23,22,20234,80,18155,712,1079,208
13774,2013,9,night,28,84,41,51,4,62560,10267,18559,6105,26071,1558
13775,2013,9,night,29,111,28,23,25,35423,83,31112,2897,796,535
13776,2013,9,night,3,46,5,22,2,56296,5773,10970,7468,30456,1629
13777,2013,9,night,30,67,42,19,6,73983,201,8831,62126,2545,280
13778,2013,9,night,31,43,21,21,1,32998,718,1258,25699,4955,368
13779,2013,9,night,32,51,15,7,2,35010,6162,4003,2115,21691,1039
13780,2013,9,night,33,16,7,5,1,23190,5375,5488,1243,10433,651
13781,2013,9,night,34,18,2,3,0,13635,10278,1248,408,1572,129
13782,2013,9,night,35,25,10,3,1,20559,2639,14460,649,2356,455
13783,2013,9,night,36,13,4,3,2,6474,124,5949,240,125,36
13784,2013,9,night,37,9,7,2,5,2377,0,2170,124,83,0
13785,2013,9,night,38,55,3,22,9,22634,89,21054,373,570,548
13786,2013,9,night,39,20,11,5,6,17074,1440,11690,503,2925,516
13787,2013,9,night,4,31,11,14,1,41483,4608,1394,7284,26554,1643
13788,2013,9,night,40,51,4,9,12,11868,14,11199,216,48,391
13789,2013,9,night,41,26,25,6,2,26573,3249,7621,2101,12539,1063
13790,2013,9,night,42,39,27,21,16,26024,797,21891,775,2062,499
13791,2013,9,night,43,131,48,49,13,48552,124,45464,845,1326,793
13792,2013,9,night,44,99,75,29,7,30946,93,29792,311,459,291
13793,2013,9,night,45,24,62,3,13,9840,19,9617,68,37,99
13794,2013,9,night,46,63,39,32,28,27601,16,20826,5810,672,277
13795,2013,9,night,47,4,15,1,4,2442,0,2419,0,11,12
13796,2013,9,night,48,15,61,8,5,13306,12,12566,465,161,102
13797,2013,9,night,49,105,84,37,50,42327,169,40798,396,417,547
13798,2013,9,night,5,14,19,17,1,34942,1563,713,4378,26996,1292
13799,2013,9,night,50,12,13,2,3,6620,43,5474,335,633,135
13800,2013,9,night,51,29,23,8,4,14635,1,9575,4139,781,139
13801,2013,9,night,52,20,12,8,2,23013,66,562,18409,3938,38
13802,2013,9,night,53,61,45,46,38,27572,70,25520,1488,281,213
13803,2013,9,night,54,24,3,34,30,7382,26,6926,265,135,30
13804,2013,9,night,55,11,10,5,2,9151,0,447,4582,4105,17
13805,2013,9,night,56,38,52,8,2,35542,311,1431,17270,16214,316
13806,2013,9,night,57,25,17,8,3,13259,441,79,10197,2482,60
13807,2013,9,night,58,58,32,9,9,44231,3253,453,37468,2798,259
13808,2013,9,night,59,20,14,7,2,16064,2918,145,10095,2660,246
13809,2013,9,night,6,170,32,62,2,99876,6735,3320,8099,78859,2863
13810,2013,9,night,60,17,17,23,1,32853,12214,863,8175,10982,619
13811,2013,9,night,61,78,50,25,35,41178,993,9495,25278,5010,402
13812,2013,9,night,62,18,30,5,33,19932,308,213,16566,2840,5
13813,2013,9,night,63,50,27,17,8,40926,191,1352,37904,1432,47
13814,2013,9,night,64,14,58,10,0,25200,361,340,12527,11672,300
13815,2013,9,night,65,23,42,8,1,33595,193,1154,27169,5008,71
13816,2013,9,night,66,105,86,38,25,54265,304,25023,26109,1973,856
13817,2013,9,night,67,95,47,57,69,30798,6,28249,1890,244,409
13818,2013,9,night,68,106,43,40,80,26020,62,24690,756,204,308
13819,2013,9,night,69,83,44,26,35,32461,5,31301,387,431,337
13820,2013,9,night,7,62,24,78,5,67260,4243,3134,4675,53151,2057
13821,2013,9,night,70,40,54,30,2,43283,314,20721,16374,5044,830
13822,2013,9,night,71,106,114,65,13,45770,153,44267,614,257,479
13823,2013,9,night,72,14,60,4,17,20836,89,7047,1200,12043,457
13824,2013,9,night,73,53,79,39,13,27055,8,25981,324,170,572
13825,2013,9,night,74,8,19,2,2,19029,368,589,2090,15730,252
13826,2013,9,night,75,32,68,8,6,23019,45,15252,805,6313,604
13827,2013,9,night,76,19,2,1,5,12902,1407,231,1127,9475,662
13828,2013,9,night,77,37,19,12,1,55430,6430,7592,9081,30615,1712
13829,2013,9,night,8,191,28,30,2,86343,9906,7376,4627,62243,2191
13830,2013,9,night,9,6,11,3,1,11150,241,148,752,9893,116
13831,2013,10,afternoon,1,102,10,18,1,55500,3205,14455,12383,23604,1853
13832,2013,10,afternoon,10,36,36,15,0,36002,1170,169,4202,29644,817
13833,2013,10,afternoon,11,34,30,6,0,26755,2597,274,6125,17155,604
13834,2013,10,afternoon,12,22,23,5,0,18631,1971,169,2439,13655,397
13835,2013,10,afternoon,13,25,9,5,0,18743,5121,448,3092,9642,440
13836,2013,10,afternoon,14,70,22,29,1,51575,7883,2337,24892,14932,1531
13837,2013,10,afternoon,15,98,69,33,1,64523,2946,863,27576,31778,1360
13838,2013,10,afternoon,16,86,42,29,1,55417,4579,1543,24733,22975,1587
13839,2013,10,afternoon,17,51,43,15,2,43444,1755,895,12559,27862,373
13840,2013,10,afternoon,18,15,6,10,2,12992,519,582,7585,4032,274
13841,2013,10,afternoon,19,128,71,28,2,78155,1336,2196,62968,10879,776
13842,2013,10,afternoon,2,115,57,20,1,73723,16641,8936,13366,31806,2974
13843,2013,10,afternoon,20,51,19,11,3,24450,384,502,21321,1900,343
13844,2013,10,afternoon,21,64,21,6,3,38191,1340,800,23368,11898,785
13845,2013,10,afternoon,22,116,58,35,5,74606,2234,3556,33868,33354,1594
13846,2013,10,afternoon,23,249,45,30,13,56248,305,20912,30847,3258,926
13847,2013,10,afternoon,24,211,60,36,6,84458,3373,6551,22477,49729,2328
13848,2013,10,afternoon,25,540,73,37,30,97611,475,79668,12270,4407,791
13849,2013,10,afternoon,26,179,14,9,12,17490,33,16705,362,277,113
13850,2013,10,afternoon,27,187,31,20,8,20234,80,18155,712,1079,208
13851,2013,10,afternoon,28,237,47,25,5,62560,10267,18559,6105,26071,1558
13852,2013,10,afternoon,29,239,34,12,18,35423,83,31112,2897,796,535
13853,2013,10,afternoon,3,140,11,12,2,56296,5773,10970,7468,30456,1629
13854,2013,10,afternoon,30,109,28,17,12,73983,201,8831,62126,2545,280
13855,2013,10,afternoon,31,67,23,22,6,32998,718,1258,25699,4955,368
13856,2013,10,afternoon,32,346,17,9,0,35010,6162,4003,2115,21691,1039
13857,2013,10,afternoon,33,56,10,3,0,23190,5375,5488,1243,10433,651
13858,2013,10,afternoon,34,29,15,3,0,13635,10278,1248,408,1572,129
13859,2013,10,afternoon,35,72,15,1,2,20559,2639,14460,649,2356,455
13860,2013,10,afternoon,36,21,7,0,6,6474,124,5949,240,125,36
13861,2013,10,afternoon,37,29,4,3,8,2377,0,2170,124,83,0
13862,2013,10,afternoon,38,131,9,13,6,22634,89,21054,373,570,548
13863,2013,10,afternoon,39,53,14,2,1,17074,1440,11690,503,2925,516
13864,2013,10,afternoon,4,58,12,9,1,41483,4608,1394,7284,26554,1643
13865,2013,10,afternoon,40,91,5,7,6,11868,14,11199,216,48,391
13866,2013,10,afternoon,41,55,19,5,7,26573,3249,7621,2101,12539,1063
13867,2013,10,afternoon,42,172,23,8,11,26024,797,21891,775,2062,499
13868,2013,10,afternoon,43,269,66,40,18,48552,124,45464,845,1326,793
13869,2013,10,afternoon,44,195,81,19,10,30946,93,29792,311,459,291
13870,2013,10,afternoon,45,51,54,4,6,9840,19,9617,68,37,99
13871,2013,10,afternoon,46,149,41,25,8,27601,16,20826,5810,672,277
13872,2013,10,afternoon,47,15,9,2,3,2442,0,2419,0,11,12
13873,2013,10,afternoon,48,59,49,8,5,13306,12,12566,465,161,102
13874,2013,10,afternoon,49,237,107,25,26,42327,169,40798,396,417,547
13875,2013,10,afternoon,5,35,19,26,17,34942,1563,713,4378,26996,1292
13876,2013,10,afternoon,50,44,9,1,4,6620,43,5474,335,633,135
13877,2013,10,afternoon,51,69,27,15,13,14635,1,9575,4139,781,139
13878,2013,10,afternoon,52,33,23,7,2,23013,66,562,18409,3938,38
13879,2013,10,afternoon,53,142,64,26,25,27572,70,25520,1488,281,213
13880,2013,10,afternoon,54,34,13,2,2,7382,26,6926,265,135,30
13881,2013,10,afternoon,55,23,29,2,0,9151,0,447,4582,4105,17
13882,2013,10,afternoon,56,48,26,7,0,35542,311,1431,17270,16214,316
13883,2013,10,afternoon,57,34,8,3,1,13259,441,79,10197,2482,60
13884,2013,10,afternoon,58,48,28,24,5,44231,3253,453,37468,2798,259
13885,2013,10,afternoon,59,22,10,2,5,16064,2918,145,10095,2660,246
13886,2013,10,afternoon,6,161,36,60,1,99876,6735,3320,8099,78859,2863
13887,2013,10,afternoon,60,47,29,18,2,32853,12214,863,8175,10982,619
13888,2013,10,afternoon,61,176,71,26,15,41178,993,9495,25278,5010,402
13889,2013,10,afternoon,62,25,22,7,11,19932,308,213,16566,2840,5
13890,2013,10,afternoon,63,65,24,4,3,40926,191,1352,37904,1432,47
13891,2013,10,afternoon,64,17,54,6,0,25200,361,340,12527,11672,300
13892,2013,10,afternoon,65,55,40,6,2,33595,193,1154,27169,5008,71
13893,2013,10,afternoon,66,168,66,22,19,54265,304,25023,26109,1973,856
13894,2013,10,afternoon,67,290,64,34,74,30798,6,28249,1890,244,409
13895,2013,10,afternoon,68,186,67,32,56,26020,62,24690,756,204,308
13896,2013,10,afternoon,69,195,48,37,33,32461,5,31301,387,431,337
13897,2013,10,afternoon,7,111,49,119,12,67260,4243,3134,4675,53151,2057
13898,2013,10,afternoon,70,93,59,23,5,43283,314,20721,16374,5044,830
13899,2013,10,afternoon,71,211,58,53,10,45770,153,44267,614,257,479
13900,2013,10,afternoon,72,26,84,4,1,20836,89,7047,1200,12043,457
13901,2013,10,afternoon,73,89,77,14,7,27055,8,25981,324,170,572
13902,2013,10,afternoon,74,14,21,3,1,19029,368,589,2090,15730,252
13903,2013,10,afternoon,75,60,86,8,6,23019,45,15252,805,6313,604
13904,2013,10,afternoon,76,53,5,5,10,12902,1407,231,1127,9475,662
13905,2013,10,afternoon,77,89,26,4,10,55430,6430,7592,9081,30615,1712
13906,2013,10,afternoon,8,285,30,21,8,86343,9906,7376,4627,62243,2191
13907,2013,10,afternoon,9,8,15,3,4,11150,241,148,752,9893,116
13908,2013,10,evening,1,114,10,18,1,55500,3205,14455,12383,23604,1853
13909,2013,10,evening,10,32,36,15,0,36002,1170,169,4202,29644,817
13910,2013,10,evening,11,29,30,6,0,26755,2597,274,6125,17155,604
13911,2013,10,evening,12,12,23,5,0,18631,1971,169,2439,13655,397
13912,2013,10,evening,13,14,9,5,0,18743,5121,448,3092,9642,440
13913,2013,10,evening,14,81,22,29,1,51575,7883,2337,24892,14932,1531
13914,2013,10,evening,15,102,69,33,1,64523,2946,863,27576,31778,1360
13915,2013,10,evening,16,91,42,29,1,55417,4579,1543,24733,22975,1587
13916,2013,10,evening,17,64,43,15,1,43444,1755,895,12559,27862,373
13917,2013,10,evening,18,7,6,10,1,12992,519,582,7585,4032,274
13918,2013,10,evening,19,158,71,28,2,78155,1336,2196,62968,10879,776
13919,2013,10,evening,2,107,57,20,1,73723,16641,8936,13366,31806,2974
13920,2013,10,evening,20,46,19,11,3,24450,384,502,21321,1900,343
13921,2013,10,evening,21,65,21,6,3,38191,1340,800,23368,11898,785
13922,2013,10,evening,22,188,58,35,5,74606,2234,3556,33868,33354,1594
13923,2013,10,evening,23,267,45,30,13,56248,305,20912,30847,3258,926
13924,2013,10,evening,24,210,60,36,6,84458,3373,6551,22477,49729,2328
13925,2013,10,evening,25,572,73,37,30,97611,475,79668,12270,4407,791
13926,2013,10,evening,26,185,14,9,12,17490,33,16705,362,277,113
13927,2013,10,evening,27,152,31,20,8,20234,80,18155,712,1079,208
13928,2013,10,evening,28,221,47,25,5,62560,10267,18559,6105,26071,1558
13929,2013,10,evening,29,230,34,12,18,35423,83,31112,2897,796,535
13930,2013,10,evening,3,136,11,12,2,56296,5773,10970,7468,30456,1629
13931,2013,10,evening,30,121,28,17,12,73983,201,8831,62126,2545,280
13932,2013,10,evening,31,68,23,22,6,32998,718,1258,25699,4955,368
13933,2013,10,evening,32,121,17,9,0,35010,6162,4003,2115,21691,1039
13934,2013,10,evening,33,51,10,3,0,23190,5375,5488,1243,10433,651
13935,2013,10,evening,34,24,15,3,0,13635,10278,1248,408,1572,129
13936,2013,10,evening,35,61,15,1,2,20559,2639,14460,649,2356,455
13937,2013,10,evening,36,17,7,0,5,6474,124,5949,240,125,36
13938,2013,10,evening,37,29,4,3,6,2377,0,2170,124,83,0
13939,2013,10,evening,38,115,9,13,6,22634,89,21054,373,570,548
13940,2013,10,evening,39,46,14,2,1,17074,1440,11690,503,2925,516
13941,2013,10,evening,4,59,12,9,1,41483,4608,1394,7284,26554,1643
13942,2013,10,evening,40,80,5,7,6,11868,14,11199,216,48,391
13943,2013,10,evening,41,41,19,5,8,26573,3249,7621,2101,12539,1063
13944,2013,10,evening,42,133,23,8,11,26024,797,21891,775,2062,499
13945,2013,10,evening,43,278,66,40,18,48552,124,45464,845,1326,793
13946,2013,10,evening,44,188,81,19,10,30946,93,29792,311,459,291
13947,2013,10,evening,45,37,54,4,6,9840,19,9617,68,37,99
