,Community,month,year,Street_lights
235,2,7,2014,98
236,2,7,2015,84
237,2,7,2016,129
238,2,7,2017,57
239,2,7,2018,94
240,2,8,2011,78
241,2,8,2012,38
242,2,8,2013,41
243,2,8,2014,91
244,2,8,2015,135
245,2,8,2016,92
246,2,8,2017,60
247,2,8,2018,112
248,2,9,2011,69
249,2,9,2012,49
250,2,9,2013,48
251,2,9,2014,88
252,2,9,2015,72
253,2,9,2016,131
254,2,9,2017,81
255,2,9,2018,78
256,2,10,2011,49
257,2,10,2012,56
258,2,10,2013,57
259,2,10,2014,140
260,2,10,2015,71
261,2,10,2016,187
262,2,10,2017,50
263,2,10,2018,91
264,2,11,2010,1
265,2,11,2011,50
266,2,11,2012,41
267,2,11,2013,26
268,2,11,2014,87
269,2,11,2015,179
270,2,11,2016,99
271,2,11,2017,78
272,2,12,2010,6
273,2,12,2011,32
274,2,12,2012,40
275,2,12,2013,33
276,2,12,2014,92
277,2,12,2015,154
278,2,12,2016,66
279,2,12,2017,73
280,3,1,2011,16
281,3,1,2012,23
282,3,1,2013,2
283,3,1,2014,9
284,3,1,2015,43
285,3,1,2016,39
286,3,1,2017,25
287,3,1,2018,44
288,3,2,2011,13
289,3,2,2012,20
290,3,2,2013,58
291,3,2,2014,4
292,3,2,2015,24
293,3,2,2016,70
294,3,2,2017,23
295,3,2,2018,46
296,3,3,2011,15
297,3,3,2012,5
298,3,3,2013,17
299,3,3,2014,39
300,3,3,2015,68
301,3,3,2016,38
302,3,3,2017,104
303,3,3,2018,53
304,3,4,2011,25
305,3,4,2012,8
306,3,4,2013,6
307,3,4,2014,31
308,3,4,2015,45
309,3,4,2016,48
310,3,4,2017,27
311,3,4,2018,25
312,3,5,2011,25
313,3,5,2012,17
314,3,5,2013,5
315,3,5,2014,7
316,3,5,2015,46
317,3,5,2016,60
318,3,5,2017,16
319,3,5,2018,32
320,3,6,2011,36
321,3,6,2012,15
322,3,6,2013,4
323,3,6,2014,17
324,3,6,2015,14
325,3,6,2016,70
326,3,6,2017,38
327,3,6,2018,68
328,3,7,2011,19
329,3,7,2012,8
330,3,7,2013,14
331,3,7,2014,54
332,3,7,2015,21
333,3,7,2016,25
334,3,7,2017,36
335,3,7,2018,22
336,3,8,2011,28
337,3,8,2012,12
338,3,8,2013,36
339,3,8,2014,27
340,3,8,2015,51
341,3,8,2016,94
342,3,8,2017,18
343,3,8,2018,57
344,3,9,2011,81
345,3,9,2012,11
346,3,9,2013,5
347,3,9,2014,27
348,3,9,2015,25
349,3,9,2016,41
350,3,9,2017,113
351,3,9,2018,103
352,3,10,2011,29
353,3,10,2012,19
354,3,10,2013,11
355,3,10,2014,70
356,3,10,2015,49
357,3,10,2016,71
358,3,10,2017,29
359,3,10,2018,119
360,3,11,2010,4
361,3,11,2011,37
362,3,11,2012,10
363,3,11,2013,8
364,3,11,2014,5
365,3,11,2015,75
366,3,11,2016,26
367,3,11,2017,41
368,3,12,2010,3
369,3,12,2011,21
370,3,12,2012,6
371,3,12,2013,7
372,3,12,2014,18
373,3,12,2015,105
374,3,12,2016,19
375,3,12,2017,23
376,4,1,2011,18
377,4,1,2012,14
378,4,1,2013,32
379,4,1,2014,13
380,4,1,2015,57
381,4,1,2016,78
382,4,1,2017,80
383,4,1,2018,27
384,4,2,2011,9
385,4,2,2012,18
386,4,2,2013,19
387,4,2,2014,12
388,4,2,2015,33
389,4,2,2016,107
390,4,2,2017,23
391,4,2,2018,72
392,4,3,2011,25
393,4,3,2012,38
394,4,3,2013,19
395,4,3,2014,16
396,4,3,2015,71
397,4,3,2016,61
398,4,3,2017,22
399,4,3,2018,64
400,4,4,2011,6
401,4,4,2012,4
402,4,4,2013,12
403,4,4,2014,24
404,4,4,2015,31
405,4,4,2016,60
406,4,4,2017,56
407,4,4,2018,29
408,4,5,2011,11
409,4,5,2012,10
410,4,5,2013,10
411,4,5,2014,45
412,4,5,2015,26
413,4,5,2016,84
414,4,5,2017,66
415,4,5,2018,30
416,4,6,2011,23
417,4,6,2012,10
418,4,6,2013,10
419,4,6,2014,25
420,4,6,2015,61
421,4,6,2016,62
422,4,6,2017,58
423,4,6,2018,72
424,4,7,2011,23
425,4,7,2012,16
426,4,7,2013,15
427,4,7,2014,70
428,4,7,2015,36
429,4,7,2016,81
430,4,7,2017,53
431,4,7,2018,62
432,4,8,2011,40
433,4,8,2012,5
434,4,8,2013,35
435,4,8,2014,67
436,4,8,2015,51
437,4,8,2016,75
438,4,8,2017,67
439,4,8,2018,62
440,4,9,2011,40
441,4,9,2012,25
442,4,9,2013,11
443,4,9,2014,63
444,4,9,2015,49
445,4,9,2016,75
446,4,9,2017,91
447,4,9,2018,68
448,4,10,2011,47
449,4,10,2012,18
450,4,10,2013,12
451,4,10,2014,85
452,4,10,2015,31
453,4,10,2016,71
454,4,10,2017,67
455,4,10,2018,53
456,4,11,2011,38
457,4,11,2012,18
458,4,11,2013,13
459,4,11,2014,74
460,4,11,2015,36
461,4,11,2016,38
462,4,11,2017,78
463,4,12,2010,3
464,4,12,2011,16
465,4,12,2012,13
466,4,12,2013,13
467,4,12,2014,37
468,4,12,2015,58
469,4,12,2016,23
470,4,12,2017,37
471,5,1,2011,19
472,5,1,2012,22
473,5,1,2013,33
474,5,1,2014,6
475,5,1,2015,58
476,5,1,2016,44
477,5,1,2017,50
478,5,1,2018,67
479,5,2,2011,13
480,5,2,2012,8
481,5,2,2013,12
482,5,2,2014,11
483,5,2,2015,36
484,5,2,2016,104
485,5,2,2017,127
486,5,2,2018,95
487,5,3,2011,24
488,5,3,2012,15
489,5,3,2013,12
490,5,3,2014,10
491,5,3,2015,60
492,5,3,2016,88
493,5,3,2017,75
494,5,3,2018,63
495,5,4,2011,16
496,5,4,2012,8
497,5,4,2013,10
498,5,4,2014,16
499,5,4,2015,53
500,5,4,2016,53
501,5,4,2017,15
502,5,4,2018,37
503,5,5,2011,31
504,5,5,2012,26
505,5,5,2013,5
506,5,5,2014,44
507,5,5,2015,32
508,5,5,2016,59
509,5,5,2017,44
510,5,5,2018,65
511,5,6,2011,17
512,5,6,2012,11
513,5,6,2013,13
514,5,6,2014,23
515,5,6,2015,32
516,5,6,2016,95
517,5,6,2017,85
518,5,6,2018,76
519,5,7,2011,30
520,5,7,2012,15
521,5,7,2013,15
522,5,7,2014,55
523,5,7,2015,62
524,5,7,2016,82
525,5,7,2017,86
526,5,7,2018,149
527,5,8,2011,42
528,5,8,2012,13
529,5,8,2013,7
530,5,8,2014,23
531,5,8,2015,97
532,5,8,2016,46
533,5,8,2017,55
534,5,8,2018,84
535,5,9,2011,63
536,5,9,2012,21
537,5,9,2013,19
538,5,9,2014,93
539,5,9,2015,199
540,5,9,2016,76
541,5,9,2017,109
542,5,9,2018,95
543,5,10,2010,1
544,5,10,2011,28
545,5,10,2012,36
546,5,10,2013,19
547,5,10,2014,77
548,5,10,2015,151
549,5,10,2016,87
550,5,10,2017,133
551,5,10,2018,67
552,5,11,2010,6
553,5,11,2011,33
554,5,11,2012,15
555,5,11,2013,24
556,5,11,2014,28
557,5,11,2015,72
558,5,11,2016,58
559,5,11,2017,87
560,5,12,2010,13
561,5,12,2011,22
562,5,12,2012,12
563,5,12,2013,14
564,5,12,2014,34
565,5,12,2015,69
566,5,12,2016,44
567,5,12,2017,61
568,6,1,2011,34
569,6,1,2012,34
570,6,1,2013,32
571,6,1,2014,23
572,6,1,2015,80
573,6,1,2016,136
574,6,1,2017,145
575,6,1,2018,76
576,6,2,2011,27
577,6,2,2012,33
578,6,2,2013,15
579,6,2,2014,28
580,6,2,2015,61
581,6,2,2016,133
582,6,2,2017,73
583,6,2,2018,67
584,6,3,2010,1
585,6,3,2011,39
586,6,3,2012,56
587,6,3,2013,94
588,6,3,2014,68
589,6,3,2015,143
590,6,3,2016,137
591,6,3,2017,142
592,6,3,2018,63
593,6,4,2011,13
594,6,4,2012,21
595,6,4,2013,20
596,6,4,2014,43
597,6,4,2015,84
598,6,4,2016,140
599,6,4,2017,46
600,6,4,2018,53
601,6,5,2011,33
602,6,5,2012,10
603,6,5,2013,25
604,6,5,2014,28
605,6,5,2015,82
606,6,5,2016,37
607,6,5,2017,57
608,6,5,2018,50
609,6,6,2011,74
610,6,6,2012,19
611,6,6,2013,13
612,6,6,2014,51
613,6,6,2015,56
614,6,6,2016,40
615,6,6,2017,67
616,6,6,2018,62
617,6,7,2011,53
618,6,7,2012,31
619,6,7,2013,19
620,6,7,2014,106
621,6,7,2015,70
622,6,7,2016,85
623,6,7,2017,41
624,6,7,2018,124
625,6,8,2011,31
626,6,8,2012,33
627,6,8,2013,19
628,6,8,2014,86
629,6,8,2015,159
630,6,8,2016,120
631,6,8,2017,81
632,6,8,2018,107
633,6,9,2011,108
634,6,9,2012,28
635,6,9,2013,32
636,6,9,2014,97
637,6,9,2015,66
638,6,9,2016,82
639,6,9,2017,72
640,6,9,2018,115
641,6,10,2010,7
642,6,10,2011,49
643,6,10,2012,29
644,6,10,2013,36
645,6,10,2014,66
646,6,10,2015,115
647,6,10,2016,208
648,6,10,2017,82
649,6,10,2018,143
650,6,11,2010,11
651,6,11,2011,43
652,6,11,2012,35
653,6,11,2013,35
654,6,11,2014,49
655,6,11,2015,109
656,6,11,2016,82
657,6,11,2017,98
658,6,12,2010,38
659,6,12,2011,30
660,6,12,2012,34
661,6,12,2013,34
662,6,12,2014,71
663,6,12,2015,125
664,6,12,2016,89
665,6,12,2017,118
666,7,1,2011,27
667,7,1,2012,39
668,7,1,2013,25
669,7,1,2014,22
670,7,1,2015,33
671,7,1,2016,92
672,7,1,2017,101
673,7,1,2018,112
674,7,2,2011,17
675,7,2,2012,19
676,7,2,2013,13
677,7,2,2014,19
678,7,2,2015,61
679,7,2,2016,96
680,7,2,2017,62
681,7,2,2018,87
682,7,3,2011,31
683,7,3,2012,28
684,7,3,2013,18
685,7,3,2014,6
686,7,3,2015,48
687,7,3,2016,70
688,7,3,2017,61
689,7,3,2018,98
690,7,4,2011,13
691,7,4,2012,13
692,7,4,2013,19
693,7,4,2014,40
694,7,4,2015,80
695,7,4,2016,38
696,7,4,2017,59
697,7,4,2018,74
698,7,5,2011,27
699,7,5,2012,22
700,7,5,2013,18
701,7,5,2014,56
702,7,5,2015,42
703,7,5,2016,43
704,7,5,2017,115
705,7,5,2018,49
706,7,6,2011,55
707,7,6,2012,13
708,7,6,2013,20
709,7,6,2014,59
710,7,6,2015,61
711,7,6,2016,78
712,7,6,2017,91
713,7,6,2018,102
714,7,7,2011,48
715,7,7,2012,58
716,7,7,2013,16
717,7,7,2014,110
718,7,7,2015,77
719,7,7,2016,122
720,7,7,2017,61
721,7,7,2018,101
722,7,8,2011,54
723,7,8,2012,29
724,7,8,2013,22
725,7,8,2014,54
726,7,8,2015,124
727,7,8,2016,193
728,7,8,2017,92
729,7,8,2018,78
730,7,9,2011,66
731,7,9,2012,29
732,7,9,2013,24
733,7,9,2014,37
734,7,9,2015,86
735,7,9,2016,93
736,7,9,2017,81
737,7,9,2018,154
738,7,10,2010,6
739,7,10,2011,51
740,7,10,2012,19
741,7,10,2013,49
742,7,10,2014,93
743,7,10,2015,77
744,7,10,2016,123
745,7,10,2017,142
746,7,10,2018,144
747,7,11,2010,17
748,7,11,2011,47
749,7,11,2012,34
750,7,11,2013,31
751,7,11,2014,82
752,7,11,2015,89
753,7,11,2016,120
754,7,11,2017,90
755,7,12,2010,17
756,7,12,2011,37
757,7,12,2012,19
758,7,12,2013,34
759,7,12,2014,63
760,7,12,2015,126
761,7,12,2016,77
762,7,12,2017,81
763,8,1,2011,23
764,8,1,2012,28
765,8,1,2013,26
766,8,1,2014,20
767,8,1,2015,47
768,8,1,2016,104
769,8,1,2017,67
770,8,1,2018,149
771,8,2,2011,19
772,8,2,2012,17
773,8,2,2013,15
774,8,2,2014,8
775,8,2,2015,86
776,8,2,2016,99
777,8,2,2017,24
778,8,2,2018,103
779,8,3,2011,18
780,8,3,2012,94
781,8,3,2013,16
782,8,3,2014,49
783,8,3,2015,79
784,8,3,2016,76
785,8,3,2017,41
786,8,3,2018,70
787,8,4,2011,15
788,8,4,2012,19
789,8,4,2013,17
790,8,4,2014,110
791,8,4,2015,159
792,8,4,2016,212
793,8,4,2017,50
794,8,4,2018,34
795,8,5,2011,26
796,8,5,2012,45
797,8,5,2013,7
798,8,5,2014,32
799,8,5,2015,36
800,8,5,2016,45
801,8,5,2017,38
802,8,5,2018,61
803,8,6,2011,29
804,8,6,2012,14
805,8,6,2013,7
806,8,6,2014,76
807,8,6,2015,100
808,8,6,2016,116
809,8,6,2017,161
810,8,6,2018,51
811,8,7,2011,17
812,8,7,2012,5
813,8,7,2013,12
814,8,7,2014,54
815,8,7,2015,43
816,8,7,2016,64
817,8,7,2017,52
818,8,7,2018,96
819,8,8,2011,25
820,8,8,2012,27
821,8,8,2013,20
822,8,8,2014,44
823,8,8,2015,42
824,8,8,2016,63
825,8,8,2017,65
826,8,8,2018,53
827,8,9,2010,1
828,8,9,2011,28
829,8,9,2012,16
830,8,9,2013,28
831,8,9,2014,95
832,8,9,2015,119
833,8,9,2016,65
834,8,9,2017,80
835,8,9,2018,120
836,8,10,2010,4
837,8,10,2011,28
838,8,10,2012,56
839,8,10,2013,30
840,8,10,2014,74
841,8,10,2015,104
842,8,10,2016,74
843,8,10,2017,68
844,8,10,2018,67
845,8,11,2010,14
846,8,11,2011,22
847,8,11,2012,27
848,8,11,2013,52
849,8,11,2014,45
850,8,11,2015,96
851,8,11,2016,69
852,8,11,2017,120
853,8,12,2010,11
854,8,12,2011,13
855,8,12,2012,19
856,8,12,2013,18
857,8,12,2014,38
858,8,12,2015,149
859,8,12,2016,43
860,8,12,2017,30
861,9,1,2011,10
862,9,1,2012,14
863,9,1,2013,9
864,9,1,2014,3
865,9,1,2015,13
866,9,1,2016,19
867,9,1,2017,31
868,9,1,2018,25
869,9,2,2011,5
870,9,2,2012,15
871,9,2,2013,3
872,9,2,2014,9
873,9,2,2015,12
874,9,2,2016,43
875,9,2,2017,21
876,9,2,2018,44
877,9,3,2011,21
878,9,3,2012,15
879,9,3,2013,6
880,9,3,2014,9
881,9,3,2015,33
882,9,3,2016,67
883,9,3,2017,64
884,9,3,2018,39
885,9,4,2011,11
886,9,4,2012,11
887,9,4,2013,5
888,9,4,2014,12
889,9,4,2015,47
890,9,4,2016,19
891,9,4,2017,26
892,9,4,2018,26
893,9,5,2011,20
894,9,5,2012,5
895,9,5,2013,6
896,9,5,2014,24
897,9,5,2015,28
898,9,5,2016,26
899,9,5,2017,9
900,9,5,2018,20
901,9,6,2011,37
902,9,6,2012,9
903,9,6,2013,11
904,9,6,2014,35
905,9,6,2015,15
906,9,6,2016,37
907,9,6,2017,16
908,9,6,2018,27
909,9,7,2011,32
910,9,7,2012,9
911,9,7,2013,4
912,9,7,2014,27
913,9,7,2015,31
914,9,7,2016,63
915,9,7,2017,15
916,9,7,2018,36
917,9,8,2011,27
918,9,8,2012,12
919,9,8,2013,6
920,9,8,2014,26
921,9,8,2015,24
922,9,8,2016,26
923,9,8,2017,5
924,9,8,2018,19
925,9,9,2011,25
926,9,9,2012,5
927,9,9,2013,11
928,9,9,2014,29
929,9,9,2015,32
930,9,9,2016,12
931,9,9,2017,7
932,9,9,2018,19
933,9,10,2011,18
934,9,10,2012,4
935,9,10,2013,15
936,9,10,2014,92
937,9,10,2015,22
938,9,10,2016,52
939,9,10,2017,36
940,9,10,2018,27
941,9,11,2010,2
942,9,11,2011,16
943,9,11,2012,14
944,9,11,2013,20
945,9,11,2014,30
946,9,11,2015,35
947,9,11,2016,12
948,9,11,2017,26
949,9,12,2010,4
950,9,12,2011,14
951,9,12,2012,4
952,9,12,2013,5
953,9,12,2014,31
954,9,12,2015,6
955,9,12,2016,24
956,9,12,2017,3
957,10,1,2011,51
958,10,1,2012,102
959,10,1,2013,27
960,10,1,2014,32
961,10,1,2015,94
962,10,1,2016,61
963,10,1,2017,86
964,10,1,2018,90
965,10,2,2011,67
966,10,2,2012,73
967,10,2,2013,25
968,10,2,2014,30
969,10,2,2015,54
970,10,2,2016,78
971,10,2,2017,138
972,10,2,2018,72
973,10,3,2011,85
974,10,3,2012,73
975,10,3,2013,28
976,10,3,2014,43
977,10,3,2015,175
978,10,3,2016,87
979,10,3,2017,180
980,10,3,2018,80
981,10,4,2011,45
982,10,4,2012,31
983,10,4,2013,16
984,10,4,2014,35
985,10,4,2015,137
986,10,4,2016,83
987,10,4,2017,67
988,10,4,2018,42
989,10,5,2011,44
990,10,5,2012,37
991,10,5,2013,14
992,10,5,2014,63
993,10,5,2015,106
994,10,5,2016,68
995,10,5,2017,136
996,10,5,2018,97
997,10,6,2011,91
998,10,6,2012,30
999,10,6,2013,29
1000,10,6,2014,100
1001,10,6,2015,109
1002,10,6,2016,150
1003,10,6,2017,70
1004,10,6,2018,110
1005,10,7,2011,81
1006,10,7,2012,24
1007,10,7,2013,37
1008,10,7,2014,69
1009,10,7,2015,92
1010,10,7,2016,142
1011,10,7,2017,81
1012,10,7,2018,136
1013,10,8,2011,121
1014,10,8,2012,34
1015,10,8,2013,21
1016,10,8,2014,119
1017,10,8,2015,189
1018,10,8,2016,86
1019,10,8,2017,69
1020,10,8,2018,147
1021,10,9,2011,93
1022,10,9,2012,32
1023,10,9,2013,21
1024,10,9,2014,145
1025,10,9,2015,202
1026,10,9,2016,126
1027,10,9,2017,50
1028,10,9,2018,137
1029,10,10,2010,3
1030,10,10,2011,82
1031,10,10,2012,36
1032,10,10,2013,36
1033,10,10,2014,74
1034,10,10,2015,228
1035,10,10,2016,136
1036,10,10,2017,91
1037,10,10,2018,74
1038,10,11,2010,8
1039,10,11,2011,96
1040,10,11,2012,24
1041,10,11,2013,13
1042,10,11,2014,46
1043,10,11,2015,251
1044,10,11,2016,103
1045,10,11,2017,76
1046,10,12,2010,13
1047,10,12,2011,82
1048,10,12,2012,12
1049,10,12,2013,15
1050,10,12,2014,48
1051,10,12,2015,94
1052,10,12,2016,65
1053,10,12,2017,56
1054,11,1,2011,17
1055,11,1,2012,38
1056,11,1,2013,18
1057,11,1,2014,18
1058,11,1,2015,24
1059,11,1,2016,53
1060,11,1,2017,72
1061,11,1,2018,51
1062,11,2,2011,23
1063,11,2,2012,32
1064,11,2,2013,13
1065,11,2,2014,6
1066,11,2,2015,39
1067,11,2,2016,103
1068,11,2,2017,58
1069,11,2,2018,91
1070,11,3,2011,22
1071,11,3,2012,32
1072,11,3,2013,13
1073,11,3,2014,10
1074,11,3,2015,46
1075,11,3,2016,27
1076,11,3,2017,52
1077,11,3,2018,25
1078,11,4,2011,22
1079,11,4,2012,15
1080,11,4,2013,15
1081,11,4,2014,51
1082,11,4,2015,32
1083,11,4,2016,64
1084,11,4,2017,56
1085,11,4,2018,68
1086,11,5,2011,32
1087,11,5,2012,10
1088,11,5,2013,13
1089,11,5,2014,62
1090,11,5,2015,52
1091,11,5,2016,64
1092,11,5,2017,44
1093,11,5,2018,44
1094,11,6,2011,27
1095,11,6,2012,7
1096,11,6,2013,30
1097,11,6,2014,46
1098,11,6,2015,55
1099,11,6,2016,35
1100,11,6,2017,52
1101,11,6,2018,45
1102,11,7,2011,39
1103,11,7,2012,10
1104,11,7,2013,20
1105,11,7,2014,30
1106,11,7,2015,21
1107,11,7,2016,42
1108,11,7,2017,67
1109,11,7,2018,86
1110,11,8,2011,69
1111,11,8,2012,16
1112,11,8,2013,26
1113,11,8,2014,56
1114,11,8,2015,77
1115,11,8,2016,124
1116,11,8,2017,35
1117,11,8,2018,103
1118,11,9,2011,50
1119,11,9,2012,20
1120,11,9,2013,36
1121,11,9,2014,78
1122,11,9,2015,74
1123,11,9,2016,81
1124,11,9,2017,47
1125,11,9,2018,99
1126,11,10,2010,4
1127,11,10,2011,42
1128,11,10,2012,27
1129,11,10,2013,30
1130,11,10,2014,60
1131,11,10,2015,51
1132,11,10,2016,84
1133,11,10,2017,127
1134,11,10,2018,71
1135,11,11,2010,10
1136,11,11,2011,22
1137,11,11,2012,19
1138,11,11,2013,23
1139,11,11,2014,29
1140,11,11,2015,100
1141,11,11,2016,27
1142,11,11,2017,43
1143,11,12,2010,8
1144,11,12,2011,49
1145,11,12,2012,4
1146,11,12,2013,3
1147,11,12,2014,22
1148,11,12,2015,35
1149,11,12,2016,36
1150,11,12,2017,49
1151,12,1,2011,17
1152,12,1,2012,45
1153,12,1,2013,14
1154,12,1,2014,4
1155,12,1,2015,45
1156,12,1,2016,65
1157,12,1,2017,55
1158,12,1,2018,85
1159,12,2,2011,24
1160,12,2,2012,29
1161,12,2,2013,13
1162,12,2,2014,9
1163,12,2,2015,24
1164,12,2,2016,75
1165,12,2,2017,42
1166,12,2,2018,78
1167,12,3,2011,29
1168,12,3,2012,43
1169,12,3,2013,17
1170,12,3,2014,11
1171,12,3,2015,50
1172,12,3,2016,73
1173,12,3,2017,52
1174,12,3,2018,46
1175,12,4,2011,23
1176,12,4,2012,13
1177,12,4,2013,13
1178,12,4,2014,25
1179,12,4,2015,56
1180,12,4,2016,38
1181,12,4,2017,18
1182,12,4,2018,34
1183,12,5,2011,24
1184,12,5,2012,17
1185,12,5,2013,7
1186,12,5,2014,30
1187,12,5,2015,32
1188,12,5,2016,57
1189,12,5,2017,51
1190,12,5,2018,64
1191,12,6,2011,28
1192,12,6,2012,17
1193,12,6,2013,11
1194,12,6,2014,51
1195,12,6,2015,48
1196,12,6,2016,70
1197,12,6,2017,37
1198,12,6,2018,51
1199,12,7,2011,35
1200,12,7,2012,22
1201,12,7,2013,12
1202,12,7,2014,64
1203,12,7,2015,69
1204,12,7,2016,97
1205,12,7,2017,50
1206,12,7,2018,33
1207,12,8,2011,40
1208,12,8,2012,31
1209,12,8,2013,11
1210,12,8,2014,50
1211,12,8,2015,83
1212,12,8,2016,82
1213,12,8,2017,59
1214,12,8,2018,88
1215,12,9,2011,48
1216,12,9,2012,14
1217,12,9,2013,20
1218,12,9,2014,67
1219,12,9,2015,63
1220,12,9,2016,65
1221,12,9,2017,62
1222,12,9,2018,111
1223,12,10,2010,1
1224,12,10,2011,45
1225,12,10,2012,16
1226,12,10,2013,23
1227,12,10,2014,72
1228,12,10,2015,41
1229,12,10,2016,34
1230,12,10,2017,48
1231,12,10,2018,41
1232,12,11,2010,2
1233,12,11,2011,31
1234,12,11,2012,18
1235,12,11,2013,14
1236,12,11,2014,24
1237,12,11,2015,79
1238,12,11,2016,44
1239,12,11,2017,39
1240,12,12,2010,8
1241,12,12,2011,48
1242,12,12,2012,5
1243,12,12,2013,12
1244,12,12,2014,26
1245,12,12,2015,54
1246,12,12,2016,30
1247,12,12,2017,18
1248,13,1,2011,14
1249,13,1,2012,9
1250,13,1,2013,9
1251,13,1,2014,6
1252,13,1,2015,12
1253,13,1,2016,18
1254,13,1,2017,54
1255,13,1,2018,14
1256,13,2,2011,13
1257,13,2,2012,29
1258,13,2,2013,9
1259,13,2,2014,11
1260,13,2,2015,7
1261,13,2,2016,29
1262,13,2,2017,41
1263,13,2,2018,24
1264,13,3,2011,17
1265,13,3,2012,18
1266,13,3,2013,6
1267,13,3,2014,7
1268,13,3,2015,21
1269,13,3,2016,29
1270,13,3,2017,16
1271,13,3,2018,50
1272,13,4,2011,10
1273,13,4,2012,21
1274,13,4,2013,9
1275,13,4,2014,32
1276,13,4,2015,57
1277,13,4,2016,22
1278,13,4,2017,8
1279,13,4,2018,37
1280,13,5,2011,9
1281,13,5,2012,7
1282,13,5,2013,6
1283,13,5,2014,10
1284,13,5,2015,19
1285,13,5,2016,15
1286,13,5,2017,34
1287,13,5,2018,40
1288,13,6,2011,20
1289,13,6,2012,9
1290,13,6,2013,6
1291,13,6,2014,46
1292,13,6,2015,25
1293,13,6,2016,38
1294,13,6,2017,30
1295,13,6,2018,19
1296,13,7,2011,12
1297,13,7,2012,19
1298,13,7,2013,10
1299,13,7,2014,31
1300,13,7,2015,21
1301,13,7,2016,62
1302,13,7,2017,17
1303,13,7,2018,58
1304,13,8,2011,20
1305,13,8,2012,9
1306,13,8,2013,24
1307,13,8,2014,49
1308,13,8,2015,46
1309,13,8,2016,25
1310,13,8,2017,41
1311,13,8,2018,28
1312,13,9,2011,13
1313,13,9,2012,3
1314,13,9,2013,9
1315,13,9,2014,50
1316,13,9,2015,47
1317,13,9,2016,32
1318,13,9,2017,34
1319,13,9,2018,54
1320,13,10,2011,23
1321,13,10,2012,16
1322,13,10,2013,9
1323,13,10,2014,33
1324,13,10,2015,53
1325,13,10,2016,39
1326,13,10,2017,23
1327,13,10,2018,40
1328,13,11,2010,2
1329,13,11,2011,12
1330,13,11,2012,19
1331,13,11,2013,11
1332,13,11,2014,41
1333,13,11,2015,39
1334,13,11,2016,9
1335,13,11,2017,7
1336,13,12,2010,2
1337,13,12,2011,16
1338,13,12,2012,19
1339,13,12,2013,5
1340,13,12,2014,25
1341,13,12,2015,27
1342,13,12,2016,14
1343,13,12,2017,34
1344,14,1,2011,14
1345,14,1,2012,31
1346,14,1,2013,15
1347,14,1,2014,7
1348,14,1,2015,39
1349,14,1,2016,54
1350,14,1,2017,38
1351,14,1,2018,44
1352,14,2,2011,6
1353,14,2,2012,12
1354,14,2,2013,15
1355,14,2,2014,11
1356,14,2,2015,28
1357,14,2,2016,42
1358,14,2,2017,59
1359,14,2,2018,63
1360,14,3,2011,30
1361,14,3,2012,32
1362,14,3,2013,19
1363,14,3,2014,3
1364,14,3,2015,50
1365,14,3,2016,38
1366,14,3,2017,21
1367,14,3,2018,55
1368,14,4,2011,13
1369,14,4,2012,26
1370,14,4,2013,11
1371,14,4,2014,23
1372,14,4,2015,55
1373,14,4,2016,30
1374,14,4,2017,20
1375,14,4,2018,43
1376,14,5,2011,11
1377,14,5,2012,8
1378,14,5,2013,8
1379,14,5,2014,35
1380,14,5,2015,64
1381,14,5,2016,64
1382,14,5,2017,82
1383,14,5,2018,39
1384,14,6,2011,10
1385,14,6,2012,21
1386,14,6,2013,20
1387,14,6,2014,46
1388,14,6,2015,40
1389,14,6,2016,40
1390,14,6,2017,55
1391,14,6,2018,41
1392,14,7,2011,27
1393,14,7,2012,22
1394,14,7,2013,21
1395,14,7,2014,52
1396,14,7,2015,49
1397,14,7,2016,38
1398,14,7,2017,66
1399,14,7,2018,47
1400,14,8,2011,40
1401,14,8,2012,22
1402,14,8,2013,17
1403,14,8,2014,36
1404,14,8,2015,72
1405,14,8,2016,50
1406,14,8,2017,43
1407,14,8,2018,110
1408,14,9,2011,31
1409,14,9,2012,13
1410,14,9,2013,28
1411,14,9,2014,32
1412,14,9,2015,85
1413,14,9,2016,62
1414,14,9,2017,43
1415,14,9,2018,71
1416,14,10,2011,61
1417,14,10,2012,20
1418,14,10,2013,22
1419,14,10,2014,24
1420,14,10,2015,48
1421,14,10,2016,35
1422,14,10,2017,46
1423,14,10,2018,28
1424,14,11,2011,30
1425,14,11,2012,11
1426,14,11,2013,18
1427,14,11,2014,49
1428,14,11,2015,123
1429,14,11,2016,38
1430,14,11,2017,55
1431,14,12,2010,3
1432,14,12,2011,33
1433,14,12,2012,14
1434,14,12,2013,5
1435,14,12,2014,48
1436,14,12,2015,35
1437,14,12,2016,15
1438,14,12,2017,28
1439,15,1,2011,92
1440,15,1,2012,117
1441,15,1,2013,22
1442,15,1,2014,42
1443,15,1,2015,127
1444,15,1,2016,144
1445,15,1,2017,170
1446,15,1,2018,127
1447,15,2,2011,92
1448,15,2,2012,104
1449,15,2,2013,112
1450,15,2,2014,34
1451,15,2,2015,64
1452,15,2,2016,245
1453,15,2,2017,233
1454,15,2,2018,197
1455,15,3,2011,98
1456,15,3,2012,88
1457,15,3,2013,31
1458,15,3,2014,55
1459,15,3,2015,226
1460,15,3,2016,218
1461,15,3,2017,158
1462,15,3,2018,190
1463,15,4,2011,56
